,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1078319355.32,959893398.77,1024469622.00,922391450.19,1001734593.95,955671428.26,921646889.94,852686630.41,902564582.72,840835186.53,880312225.81,918413356.97,985838443.98,999699569.06,953907199.59,898879699.82,819819956.00,799946201.32,746454667.58,708998313.13,830136443.04,719151150.20,680570758.38,713510482.93,1115081839.66,486584417.16,484532523.96,346182594.23,318661827.40,262014848.29,309043306.34,273476646.14,268213881.98,236125888.45,282198677.86,410084148.64,478631387.83,505319058.08,425355887.62,375154355.07,440340053.35,364074572.14,483083914.19,303737459.43,282819647.14,202156311.16,271226905.30,347310793.70,403315316.51,583401846.91,144915293.95,116449093.48,198837661.93,172033292.09,201791478.50,129963743.81,146495069.96,134764587.11,188629613.22,191881219.53,203872120.95,223265578.69,253580975.27,232849919.38,371287637.36,266572473.76,144541084.55,179497219.27,128367753.50,154042915.45,265075304.53,437809589.40,0,502994780.84,502956928.39,337156027.55,417827039.55,167527787.37,150985999.80,118171286.14,113150662.52,109870156.33,20083650.00,13832594.00,9365952.00,0.0
3,交易性金融资产,67364.00,2135198.00,0.00,226648.00,1518895.00,2593744.00,0,1149000.00,0,0,1639500.00,3620.00,0,8000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50018682.86,49998982.86,0,0,0,0,2450000.00,2450000.00,4900000.00,4900000.00,9800000.00,9800000.00,10000000.00,10000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1288839900.69,1510077170.71,1513435501.99,1384592435.87,1358923611.62,1570184267.59,1617980081.17,1458172976.39,1386202940.93,1464086478.80,0,1303485961.54,0,1205351624.96,0,1115668876.25,0,0,0,0,0,1373050180.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,5284276.14,11765716.91,53336457.15,89009029.45,93764556.18,99256110.12,176871291.28,120981750.52,141441384.82,129781658.51,113622126.76,105025274.97,81529174.63,142042865.65,134540507.23,155132343.86,132028263.14,148847834.39,301596301.45,319424131.31,331781754.94,437889640.32,342586492.94,303240592.21,316227654.87,310162820.63,215164706.25,234739978.73,238331888.39,241680771.26,214651496.06,247574661.01,286970383.64,225022773.11,168706921.82,216505942.73,196238948.76,158909952.88,88266406.07,94355812.24,95403445.27,133782422.62,170086076.15,121460037.99,73324140.33,129279802.11,49147652.25,60548879.94,26759784.64,30746194.72,37248399.03,60933766.25,52277210.51,53510593.39,34102135.81,51609590.29,47409818.33,72139365.78,49141672.85,24761089.39,42363487.66,38375293.32,25126041.50,25112960.39,32538879.46,26763382.71,11818779.17,17460346.38,24157325.50,22362520.84,14286844.55,23350794.93,0,12893599.76,8502524.34,26048194.26,7802440.83,6396000.00,1115800.00,16230000.00,15706425.76,4000000.00,3450000.00,0,0,0.0
7,应收账款,1283555624.55,1498311453.80,1460099044.84,1295583406.42,1265159055.44,1470928157.47,1441108789.89,1337191225.87,1244761556.11,1334304820.29,1202710841.49,1198460686.57,1078008399.77,1063308759.31,1086044571.88,960536532.39,934672250.43,1052313948.47,1016743046.81,1046529296.14,963571024.01,935160540.00,1071137739.14,1009226925.53,882767101.63,903531699.61,934077247.21,876853834.83,845995894.15,892458498.86,910809008.05,926415625.45,895232451.09,797483810.27,873137879.45,813393299.91,721116397.00,703196335.37,808767342.90,762342041.78,655601639.90,618686159.31,604894274.14,595787623.33,531099020.46,606660578.14,820239713.57,755885735.87,627098558.95,686894477.92,638302870.07,622936749.82,545258271.12,545965300.36,448763360.31,527412519.94,472461521.74,463989679.81,401857023.21,385186045.21,315586179.28,352413940.86,311639312.11,347321111.36,324777058.55,286420641.12,264907928.80,231650883.07,223284427.20,238094284.80,218668997.83,245078330.99,0,244699907.36,278148499.32,223915363.56,266654582.39,179547114.15,171522994.53,140713861.61,120694237.62,102355132.18,80839437.00,81709227.00,56764560.00,0.0
8,应收款项融资,119915423.15,76553298.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
