,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1199686403.12,784988210.17,1031737697.75,968014845.64,1296386730.58,753643571.02,709312868.61,1119370032.60,1026267812.01,1005720060.81,1528627115.47,2067583623.65,1603870228.77,1590625111.10,627529182.04,1211460490.01,1145430336.02,1153813862.47,1037527120.21,808453475.20,1317664478.77,4599963601.12,5340637910.35,4979181758.03,4970087697.78,4390050288.53,4119671221.39,4130237661.17,4250773381.99,3969086130.77,3363457497.07,3274924470.23,3102067835.54,2872195903.91,2013968963.28,1468774553.04,132187305.24,87897521.10,121351340.12,146747464.85,109872893.15,123043855.92,146000322.14,124298004.35,127594955.87,79719375.62,102715364.60,66348592.60,59606890.44,102470574.65,98736914.07,108985347.37,109773267.62,127363350.53,176460622.94,191750650.30,177753684.92,178459823.35,212233112.73,213972785.11,231231829.27,246206379.57,240078033.03,235905919.75,226907888.03,231038367.50,308561626.56,6790821.99,1829263.74,1043416.73,0.0
3,交易性金融资产,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220000.00,3250000.00,3470000.00,3720000.00,120000.00,20000.00,120000.00,570000.00,1300000.00,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1433456345.01,1533167730.51,1569026722.78,1433701753.26,1314019368.09,1366717808.70,1284179933.28,1341867225.63,0,1235500928.88,0,1012186885.04,0,874966765.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,675698515.39,546239232.24,538745551.69,395384450.98,413999965.05,573918476.71,476418022.16,423811391.55,412925783.13,531361137.29,557277286.93,394197112.63,280456140.91,239981547.58,250382493.51,283128909.50,562221360.25,675125023.10,901291484.32,958523666.29,599425846.48,8198329295.78,8638528055.33,6074902890.14,7425508655.27,6856156986.97,7532475251.63,7081115455.87,7170887073.39,6622959654.40,5017381725.90,5184396596.52,3005303615.78,2407276816.22,1657753926.48,1289398548.68,7601760.91,10303111.82,5230000.00,8927660.88,11632000.00,17317567.61,15201769.80,19978261.98,33405747.92,26059900.00,16396150.00,14527751.23,17064446.80,24127858.85,25583450.00,31864814.15,43421584.20,31704251.50,17182703.86,30104514.81,30235389.29,33201057.90,30076166.05,27890499.00,28464566.86,26500720.00,27731720.00,29910000.00,30028904.50,25147352.00,11029500.00,12670051.70,14981594.61,5826400.00,0.0
7,应收账款,757757829.62,986928498.27,1030281171.09,1038317302.28,900019403.04,792799331.99,807761911.12,918055834.08,895011141.14,704139791.59,862678104.62,617989772.41,726371082.60,634985218.14,272058793.68,360661691.08,335698087.70,441096726.91,469767291.91,434060176.05,494371042.29,1566750641.42,1444315716.91,3209004458.08,2409354509.69,3209451424.06,2634971714.41,2653759112.32,1357571764.80,1900196109.75,1861827483.65,1534539324.07,1826022395.54,1806983240.09,1414562711.67,1243324401.35,16160595.83,19031594.93,24417962.56,13495324.03,14823462.11,13935391.70,18949854.08,15909924.01,17744264.85,20617176.18,18145509.24,13880867.92,14474368.13,13924987.55,15482467.50,10734691.39,12239126.19,12971811.69,33221520.47,10240223.25,16378334.28,13524309.46,16087512.95,8678569.81,11592868.36,9161865.01,10687318.08,7234647.13,8737667.79,8167881.31,9484780.84,8634056.04,11841584.17,15935789.25,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,154115822.87,134405337.97,103675093.81,43428875.39,71574409.85,100686969.59,146162770.23,132969698.40,257699567.12,128662680.22,103264417.42,13434262.02,126998942.28,145554955.34,44443180.64,35310915.96,91487439.33,128441905.89,10360226.90,40474491.53,166699589.10,7937540757.65,6606904203.39,5535177205.07,5862378107.26,4954757356.01,3748273479.24,3094282008.55,3663910472.66,3253951673.95,3216534472.33,2900172589.00,3512168109.61,3418834730.95,3684952362.19,2347984062.16,351093.60,169502.28,66681.00,19585.00,3020026.45,129583.00,454941.94,311258.00,692088.80,736143.00,1144214.00,413700.00,1017894.00,1406083.28,1170609.84,602132.70,765908.24,502728.80,564681.81,138076.95,448536.72,322091.48,282824.33,212762.27,712196.10,764749.80,612890.80,299370.80,402420.74,279475.20,281938.10,187044.00,138003.00,0,0.0
10,其他应收款(合计),19365404.25,34097239.03,125789737.06,127196265.80,131702888.76,130137318.40,123507271.65,108739981.66,0,119743383.83,0,113773906.13,0,90013070.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0.00,1297397.26,461452.06,140401.44,866045.27,3962976.77,3538849.53,1032739.93,295567.68,318838.98,1516986.29,1324931.50,116476.92,1423271.19,1434138.90,844759.51,999689.09,6873641.52,1499187.53,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,34097239.03,0,125898868.54,131702888.76,129996916.96,122641226.38,104777004.89,117850521.45,118710643.90,117284599.74,113455067.15,89510243.12,88688139.46,95081128.04,92466394.11,58608604.07,57937688.10,49625488.23,34958377.14,16084471.89,9153418.44,59119808.58,36745735.52,35854062.33,34425010.97,31331868.34,19952474.08,21044834.99,20206989.71,28160459.89,42058780.00,19956801.06,19227704.22,4043365.68,2343573.67,6517496.68,6202182.62,6097921.66,6051189.69,1867263.33,2221975.43,1592361.86,1246882.67,1700717.23,1622901.76,2410097.00,1389757.46,2138940.42,1847844.91,2265990.21,2781177.87,1074455.10,1185682.94,1493509.53,1074058.58,872358.87,511383.18,1376347.47,1204379.74,622657.00,523625.69,391164.99,537624.57,568021.99,412836.31,564758.86,2352096.17,1736907.28,728243.99,0.0
