,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,
2,货币资金,2694225902.83,2977331799.98,2680751372.18,2661010543.58,1233641360.67,1853599630.81,2570932506.32,2210727437.48,2342218723.80,2315130200.12,1863966875.14,2071601674.92,1232251058.68,1185428650.17,1003006169.43,799553924.09,582820680.69,498019901.00,496649648.62,0.0
3,交易性金融资产,394141706.97,202342740.31,1123642385.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233710.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1210387260.59,1390639312.84,1194624407.48,1249095075.64,1217986836.43,1177227952.17,1074972014.56,1228386183.48,0,862244173.98,0,675786226.22,0,615499140.81,0,0,0,0,0,0.0
6,应收票据,24508642.91,27790846.60,59719793.31,63785017.42,28538275.60,30894200.00,14630094.35,12887903.44,3604623.30,2403452.80,19923253.74,31089259.72,2709740.04,7516618.79,22706404.36,19577544.70,16260000.00,15562522.30,1707782.40,0.0
7,应收账款,1185878617.68,1362848466.24,1134904614.17,1185310058.22,1189448560.83,1146333752.17,1060341920.21,1215498280.04,927700449.37,859840721.18,692197341.62,644696966.50,580461678.88,607982522.02,512836732.05,538056045.98,348473756.99,309518382.22,201180596.24,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,77055648.36,35033162.69,55641355.91,21073537.27,22159200.35,24285854.30,23565022.58,23929057.58,40879137.09,24402864.75,23823210.05,18762733.44,41358104.64,18825898.28,14837169.43,9551626.29,7920371.83,11696543.93,4381848.03,0.0
10,其他应收款(合计),91835409.19,79240643.38,99604444.26,62432371.61,86826116.28,81154946.95,94371500.11,40348537.00,0,63489989.25,0,26966740.43,0,32348618.15,0,0,0,0,0,0.0
11,应收利息,24161747.32,27259853.78,43456189.50,14916849.32,29675493.15,29982154.83,25531096.27,5166227.80,9478276.81,7778260.20,5265781.19,1292621.58,4446574.66,3556488.80,0,0,0,279355.53,237185.21,0.0
