,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,271640978.60,542085722.91,367742348.70,307246720.28,973073063.80,631159185.76,698580120.46,512990553.32,931675615.03,458942458.13,351225136.55,498521143.54,567484926.62,466265309.85,603901277.04,1577833308.65,1266761003.52,1284148702.57,1187874360.58,906682096.50,1182588033.82,905343752.22,846609258.97,900556984.32,679505936.21,692762938.17,733799855.44,759611449.86,760571243.19,484258449.40,553008839.15,771623069.68,737912692.63,674832507.03,292747076.49,394742115.89,282561264.60,395479475.67,365874922.73,292951453.38,174379310.71,285567653.76,312506544.44,346077932.86,178927831.00,207820467.91,165915312.37,250088735.37,220339555.26,307197869.42,282280711.32,260376997.91,97418313.85,157972591.28,119185807.95,140255027.87,166275772.75,124657294.58,201805572.69,222065275.95,236180079.05,269124658.14,52767267.43,28148661.20,22291106.39,1439404.07,0.0
3,交易性金融资产,16960000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,288326208.46,342599469.61,313952014.94,350562015.41,417825269.00,542394083.45,584699894.93,557417219.79,567553155.23,0,574929498.11,0,650786587.43,0,680273583.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,23939483.20,63006243.22,46754843.55,11225892.56,120537709.90,155130022.31,170538522.00,138946526.63,101938143.78,59990925.65,74519212.00,97704139.66,78751692.17,63714993.95,115526895.41,114924921.48,92956355.68,52357600.00,70504802.24,62070705.96,59749949.73,34785910.00,79087849.75,79363340.00,30776400.00,43623415.75,37155898.16,136403812.00,122672250.00,124267674.01,104724468.01,53424176.00,55175308.00,59960706.51,87592034.21,59808479.52,57280600.12,35035288.55,65164500.00,2757300.00,26524085.03,22384395.00,15895440.00,5630000.00,28112388.40,4468942.60,4137600.00,3864000.00,28078511.67,0,0,0,0,0,0,0,0,0,1140000.00,0,0,0,0,500000.00,0,0,0.0
7,应收账款,264386725.26,279593226.39,267197171.39,339336122.85,297287559.10,387264061.14,414161372.93,418470693.16,465615011.45,556039551.55,500410286.11,475648224.19,572034895.26,541766642.36,564746688.10,604123178.76,568004478.56,711850333.25,586737737.87,582728237.76,494591017.90,507147437.17,428268480.94,428143487.87,372356357.90,355152989.50,393730260.47,413960801.76,339737264.87,344182217.63,275355624.92,284645761.78,200337544.89,191594886.29,185361619.56,182652590.80,145090199.03,150129730.80,141436020.66,116890202.26,111249328.02,113744303.85,91021225.58,104678717.51,91664313.77,90132429.66,93206927.92,84474463.76,79134237.92,74392456.40,63703030.97,60264062.99,55653355.40,61372897.22,58594695.72,56943879.15,40722688.70,42985663.16,22947489.61,14970616.44,17409033.64,20597011.66,17598976.24,17370244.17,14393273.49,24737335.00,0.0
8,应收款项融资,3459864.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
