,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2105015177.59,1866741070.88,2175052907.80,2671332673.25,4278552698.28,4840318882.85,4237067157.32,5333067887.58,6971947925.52,5171985422.65,5524561074.54,5763125310.66,4570242181.58,2704084800.44,5160510483.13,3461485906.44,4478232732.90,4209886757.81,2803080902.64,3843006172.71,3344749159.71,3942551494.67,3698831258.72,1679300888.88,3305202093.49,3379930000.36,3349740903.88,4577459129.90,2016987476.44,2513488101.66,741493464.52,909346338.41,1320610105.57,1597132901.81,1800372131.95,1721926744.18,1458784218.60,1400402457.82,1995290862.93,2660633775.09,3352729367.64,4094958290.12,2101226661.71,202653233.65,143090201.49,206404818.76,40774189.99,95030464.35,990175.85,859802.39,976057.40,111349616.14,4133000.98,8845141.93,4204892.64,8061684.01,16497768.95,27148473.45,20298570.93,123031386.33,113046919.83,125330748.72,105772836.03,89058304.26,189144302.65,193027855.45,204620992.55,201051348.32,163054391.56,159073719.43,156870631.94,214993210.43,63554667.33,31282461.11,54057936.72,54650391.08,4293021.32,2133841.20,3228414.08,1207170.83,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313050.00,3158450.00,4151460.00,6627000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15997069.90,30035092.95,30035092.95,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,590343457.92,410825260.65,525849556.89,500019727.98,532615939.52,545266663.27,870323132.93,872917843.59,0,1352532185.39,0,1540448143.94,0,1240390185.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,9500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.00,1500000.00,1000000.00,2100000.00,6095000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,590343457.92,410825260.65,525849556.89,500019727.98,532615939.52,545266663.27,870323132.93,872917843.59,1175776995.20,1352532185.39,1322849517.51,1540448143.94,1184072550.43,1240390185.57,1273714215.82,1297998214.12,468399388.19,774646294.93,1882470746.77,2842098511.73,163441945.38,204305194.11,163109937.19,171848267.90,18585141.94,49703523.11,45386176.92,28283605.12,44640258.90,57550259.63,31382975.23,25813353.36,92198244.56,80671456.66,74629959.02,277808169.35,280736829.80,264183395.06,254628880.86,259706370.92,274523163.86,227313319.26,152020788.23,127020620.26,6564481.17,14087645.17,78165197.55,100537808.77,1491784.69,1602432.19,22523012.62,5513755.76,7111123.38,7111877.97,18516557.07,6570604.68,12311262.39,10309951.64,18117855.28,6280927.34,6391764.75,5941043.68,7086556.46,4867170.93,4793540.38,5073178.44,4842003.89,4759120.49,6016888.99,9133831.17,9271817.85,4527170.82,4603230.77,5405477.57,9065161.19,6348302.47,13483322.51,10335986.86,19535514.21,11344405.12,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
