,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,291135125.64,445569365.72,595584803.33,464807731.40,334656485.81,380915255.78,414184297.43,395619226.40,319102523.76,333704594.46,365615391.19,415822168.14,380950111.43,393217461.30,498881315.27,415245422.11,415303278.39,398070670.10,396238312.81,311689225.61,357202092.83,449438004.76,524891462.68,582346577.50,559637628.72,677565415.99,575771857.46,670401260.76,570509744.25,628483733.39,559128627.90,597115228.94,503370407.45,635278035.56,635954760.73,605028729.03,461871515.00,306528222.94,392761995.79,537771419.08,77724124.70,84155389.23,53860779.08,32304081.41,19511230.40,0.0
3,交易性金融资产,0,40000000.00,0,2018940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,536702590.81,422497256.42,383626599.90,400124911.62,504354310.30,474512998.15,426654634.79,429386556.28,0,583575184.18,0,547758501.61,0,609685126.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,93505500.00,50490000.00,49500000.00,49500000.00,780000.00,250000.00,50000.00,50000.00,30000.00,200000.00,100000.00,100000.00,100000.00,250000.00,50000.00,50000.00,50000.00,315000.00,385000.00,30000.00,120000.00,1138640.60,865000.00,771929.00,726781.00,1390000.00,2621300.00,710000.00,2550000.00,1110000.00,1070000.00,642674.00,5419000.00,7000000.00,0,260646.80,100000.00,0,0,0,0,0,0,350000.00,0,0.0
7,应收账款,443197090.81,372007256.42,334126599.90,350624911.62,503574310.30,474262998.15,426604634.79,429336556.28,564271115.67,583375184.18,473467618.72,547658501.61,695397279.16,609435126.06,477064295.46,512142659.68,893014685.42,709183990.12,573550663.38,669655880.65,914567716.18,1126573227.28,891248071.15,1102964040.66,1164050930.40,1200061792.13,852639211.40,1100763327.20,933274492.60,860388575.14,684300072.44,804850490.62,745268765.59,811903440.80,505837032.64,589797326.45,595449371.34,655852675.13,261071661.81,119335069.75,229280397.22,160823899.52,25548750.98,17236680.76,37856039.01,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
