,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3218615543.74,1359719246.80,1487897862.24,1800787250.42,2475753659.95,1682613131.97,1964895993.34,1634291324.01,1158192660.76,1204656744.77,1485796297.89,1375914724.03,1488381378.82,1635752751.65,1407063110.48,1438279527.66,1044254836.12,1937592405.28,1352739845.86,1590123659.99,1412728968.20,1918643392.65,1871165292.11,1457344270.38,1412799925.26,1714077238.34,1498305729.56,1550903717.44,1209982413.84,1439062828.72,1390682131.80,1126661998.40,529906834.10,521272344.68,481502158.96,482047511.43,403252555.03,561134385.39,399321270.60,297202019.11,620808891.67,349019988.12,288931126.11,262526035.50,363013798.72,290701324.61,177941754.90,352085230.95,422704619.97,135157812.74,151451453.69,194643476.45,185247578.35,304909184.63,205093308.47,152774223.39,291027769.81,256423457.42,388741190.67,410464232.59,434613175.72,203516840.41,353090132.36,162662847.46,140852663.15,113281934.76,64793399.69,77420238.46,58860197.24,85836093.39,92569048.59,47501890.04,23556341.41,78581494.37,121024879.45,139942867.75,219789291.90,102115106.02,88334164.24,134449822.55,116807812.17,0,78516368.09,0,30439299.35,0,11911109.57,0,35582732.95,8753786.80,24800783.46,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000.00,0,0,0,0,0,0,0,0,0,0,40000.00,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,387695142.46,333669413.90,328339622.32,309440402.25,307024644.38,311551057.50,360958104.56,314558701.53,318685558.15,0,360101509.86,0,352787894.45,0,278125557.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2800000.00,0,4702800.01,5097800.01,1139967.68,2624005.93,3560321.96,3297848.04,4728580.37,3873944.59,3191211.33,4966684.35,3184042.53,5562005.56,6409443.30,2238523.95,0.00,400000.00,1496522.80,0,1041254.40,750000.00,1790000.00,575500.00,330000.00,1744000.00,1608000.00,50000.00,200000.00,0,0,250000.00,440046.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.00,1710000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,384895142.46,333669413.90,323636822.31,304342602.24,305884676.70,308927051.57,357397782.60,311260853.49,313956977.78,324976358.83,356910298.53,330902782.00,349603851.92,370028271.36,271716114.49,240432965.17,168871920.17,186493853.52,220371715.98,230881814.36,191580714.85,227159216.55,292386334.10,235815456.13,304281693.54,277617673.60,306807953.86,280954112.68,319812070.59,288462589.34,354243014.74,372802323.27,333780559.94,362872273.77,455835009.78,369671467.93,380796909.71,507732785.66,444297186.31,486748438.49,246918326.47,464844882.99,553061281.84,404345096.54,488905518.20,604278348.84,573709102.86,458588460.32,344097118.41,451683787.33,446977216.94,284340209.25,172159105.09,331987338.47,307934479.27,243652476.23,240625083.94,311179626.18,315011717.69,277835803.06,272764969.96,278489232.23,282640747.14,269514445.09,187902454.21,119994141.87,86586569.99,98081676.32,29763664.11,37131321.93,65039875.91,40731658.12,110741766.92,57599459.85,16614631.49,45416258.89,5554073.87,46407461.00,62517448.42,54861161.03,57952733.95,0,55786052.45,0,31470819.73,0,3774860.15,0,4271492.36,1928660.48,1294130.80,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
