,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,257000238.62,290657654.71,155836999.04,326075782.30,284348058.19,304331120.63,233714350.18,232465518.06,349903883.45,387756292.59,491637323.60,329431661.05,276388433.41,479392657.32,475424260.29,472492121.14,1158687486.18,340225417.89,273841995.06,317435043.47,421695400.92,484963175.80,432080340.37,372732907.70,457762561.45,443827397.64,468855263.85,636360174.65,575801006.14,430188525.46,380361501.95,157643123.24,291067983.12,203794227.58,204560772.35,304075267.35,325007188.23,259022345.10,141659598.77,204674502.99,273999244.44,268637061.70,252969920.80,106964739.34,85893142.75,48985845.88,136276185.07,111677839.60,115221271.35,165145500.80,155234350.36,108723172.05,112760333.44,46898274.90,88073905.57,36181998.56,67383417.88,51243833.21,56070211.02,71484034.51,46502172.30,131847932.78,131256204.88,146529175.31,63015764.81,19134275.50,42966653.84,0.0
3,交易性金融资产,0,0,0,20000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,136906264.61,71381230.64,60769063.18,58990452.71,75619439.20,92353447.06,86664865.52,117737301.47,67960924.10,0,631076041.46,0,171512272.73,0,138047699.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,500000.00,4535397.22,800000.00,1522500.00,4812698.09,7845588.80,522500.00,1128685.00,1468685.00,4760000.00,6860000.00,8219350.00,3443037.00,5346825.00,7067600.00,1795200.00,10398475.96,4601865.00,3634693.00,2316266.00,2460000.00,1500000.00,1400466.37,2000466.37,1140000.00,2707300.00,0,250000.00,1464480.00,0,0,0,1500000.00,0,0,300000.00,0,0,0,0,60000.00,0,200000.00,50000.00,950000.00,0,0,600000.00,0,0,0,1100000.00,0,0,0,100000.00,0,0,0,354933.00,234933.00,343028.00,0,0,6100000.00,2000000.00,1300000.00,0.0
7,应收账款,136406264.61,66845833.42,59969063.18,57467952.71,70806741.11,84507858.26,86142365.52,116608616.47,66492239.10,117316328.65,624216041.46,104679958.33,168069235.73,126591229.79,130980099.42,145008618.62,145689118.17,106779952.33,167405223.97,170698949.27,98461924.51,109017698.77,111749212.20,124726360.65,125110299.50,84118481.97,196079083.52,205300672.94,176921530.48,98477789.24,103637041.98,382282706.50,276482848.33,249380923.18,86144317.93,97866622.45,170347088.53,243861636.67,221268468.61,193996702.52,162735082.16,200544384.12,183122928.70,146852836.98,149065059.94,142028111.54,169237068.05,157726570.48,179568639.06,181301011.18,183788012.01,113146491.22,128060711.31,43671185.40,58211790.51,76488463.85,74087296.53,98270276.08,100662906.18,71099805.37,106305069.57,115125872.08,74160510.48,95952814.84,74323552.59,57145267.49,32526363.09,0.0
8,应收款项融资,18921137.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,11496963.60,10648751.78,9049265.46,7831668.72,17675100.90,9546504.58,16809447.01,10696840.82,18371844.70,8794747.56,105148728.84,10339768.04,7542904.95,6628142.34,7077129.02,7117615.65,7700688.08,2436877.08,2866382.07,4628147.78,1721566.47,101755.27,101755.27,1493471.05,3615410.76,3723854.77,376145.08,6162.70,2336823.05,568245.56,115207.47,73457.22,2178117.29,126395.00,226299.03,221534.36,5675886.45,212477.78,0,0,740212.00,8729046.51,7829312.00,13097062.01,18706065.45,13471590.80,716138.00,1711138.00,12408211.34,103831838.00,24589297.00,23111038.00,13738174.17,2111038.00,550538.00,3635781.50,947314.20,857767.50,667000.00,258000.00,258000.00,273000.00,0,2680794.00,2525394.00,0,0,0.0
