,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,367188723.32,985043140.22,651537803.81,485269724.35,340672700.52,410728957.92,407509462.31,521046762.71,499346697.84,546323334.60,692809436.33,608778825.05,194514734.16,196860273.30,286362149.08,163628572.50,305629931.10,346726709.58,154726982.29,44391411.25,227804849.09,109707849.39,172552679.71,196400634.18,198966453.87,208715602.48,331796195.07,147219227.52,300012721.87,430228927.89,495377901.33,165641627.57,350107568.17,420633528.86,760309498.33,336524652.18,248142717.16,239048948.73,338664924.79,334676816.18,313122142.49,369788257.18,625925602.58,608398218.01,348904085.86,441008059.50,510413435.26,287766691.23,250131449.12,419299618.36,559394332.44,250146430.82,205672008.79,292413756.40,420360409.71,427173040.15,385368545.51,542895147.75,542467676.13,527204067.26,534277065.87,279043474.12,92515202.47,43947348.93,10364399.68,0.0
3,交易性金融资产,2982888.03,12473370.15,0,0,0,16042669.67,16120945.61,6703213.27,0,0,3171954.16,9890748.12,0,0,0,478134.08,0,20289285.28,1529172.97,0,28167252.69,0,0,0,0,0,0,5959894.88,557709.57,0,2953097.28,619227.11,325782.10,57899408.66,0,0,996153.21,0,0,472972.88,641390.78,0,0,21877179.75,7139211.55,0,3403288.45,4736541.46,95056.52,-1325141.11,0,0,0,0,0,0,0,0,0,1977600.00,2000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,241976038.97,204018762.03,394793900.84,320615701.83,300556311.12,319956196.95,430013088.54,331557456.26,0,339810350.35,301980756.30,174413631.81,0,298843838.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,177610784.07,191971285.02,121085687.02,145875579.38,255517511.02,237167384.54,244896513.78,202347101.02,111639210.80,109054608.29,138674161.04,204530253.30,54986902.68,187031520.13,93487911.61,174268752.47,68014333.00,67643144.42,90661450.17,96637133.35,156138200.67,55989482.92,123004753.38,45502205.06,52568903.82,48256826.74,41080793.00,108526935.65,356464825.96,370673396.08,528380404.61,309747868.95,168163218.87,49995109.44,315079303.58,190361438.02,257844556.52,277368689.71,133434276.40,70056344.46,103711773.10,36990668.74,186522748.92,211892752.62,119397412.98,192881641.44,109611103.59,107735194.44,128311166.89,93128270.96,74287291.08,137309842.39,46813687.63,33118649.43,43605620.86,50348483.30,20763663.20,15402933.35,7321749.94,15389760.57,30266343.89,698347.52,0,0.0
7,应收账款,241976038.97,204018762.03,217183116.77,128644416.81,179470624.10,174080617.57,174495577.52,94390071.72,236875693.09,137463249.33,190341545.50,65359023.52,139958395.37,94313585.22,129403287.08,92969568.44,171768098.12,142441981.15,267509528.44,169935986.43,239042296.77,153218639.46,262079459.47,169741325.66,174879357.38,105288392.85,249270927.73,98872764.89,113425950.54,58140158.76,252892965.95,108140402.27,235377397.44,197698364.67,198178889.02,101647267.46,133680170.88,114986780.68,137234767.71,51456073.81,99952064.10,100122216.72,287088368.09,55160543.22,7995686.14,83438400.96,120459909.66,131585303.23,211954667.05,319645003.18,205879170.70,119733221.95,163702329.94,86119323.52,143484682.45,29339328.66,98217424.98,58116208.51,64448762.25,34473592.09,61798036.38,59109500.86,40960462.05,49059032.30,49601408.68,0.0
8,应收款项融资,118850665.36,57800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
