,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,499757461.11,560484035.18,1231723897.98,1067452713.14,1012459335.52,849313682.62,456367888.42,721124038.89,1371523937.72,2053676067.07,213863122.94,528723225.65,2260614694.71,2172401036.46,83670962.98,97670292.47,83788711.68,65886557.23,99085423.11,94202469.88,102536037.91,105536061.55,103881194.42,161727535.54,144088530.34,111835146.25,80979831.28,109304680.25,122819497.54,127292817.14,186281658.05,120895573.84,110953334.74,145585449.65,122519889.53,115065330.47,80134346.91,121835504.61,149095101.98,176921192.70,126543994.23,125196827.29,85286751.43,113309022.60,125022999.01,391520693.46,412117782.09,463667462.79,422407082.24,462553703.70,399311313.80,441605412.40,440202824.39,442733830.06,461563208.48,357186479.87,420983733.79,390886371.88,375412878.75,395243335.79,413371386.87,455335292.90,301038232.33,321219367.40,0,302763320.65,0,200806737.50,296432151.75,228747631.34,0,268051675.03,200560757.38,68195011.51,62461934.41,48761316.69,23517996.70,40851193.97,10074981.41,4279653.58,0,32286557.74,1994312.24,228886.22,0.0
3,交易性金融资产,1059921914.25,837527659.45,750625237.83,0,0,0,0,0,0,0,0,0,0,16123577.21,0,0,0,0,0,0,7601000.00,8001000.00,0,0,12000000.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,0,0,0,0,0,0,0,0,0,0,2000000.00,550000.00,600000.00,2000000.00,3100000.00,1000000.00,0,450000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2696768579.58,2321092700.79,2418952932.54,1896139750.78,1851278617.93,1458287826.99,1696722110.42,1387026756.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,28149285.77,75230351.00,0,0,0,0,0,6911570.00,0,1487000.00,0,4016130.00,2496130.00,163812.64,191941.11,3563044.26,1269075.50,249075.50,100000.00,22421883.68,487445.00,1631110.24,2668205.77,2591940.12,10275225.75,1957253.15,7492026.11,7547474.32,4161700.00,609000.00,3318960.19,3112500.00,713985.00,2370905.87,278490.00,399452.00,1144788.00,800450.00,410233.00,1578750.00,2182950.00,2133148.00,2344890.00,4463550.00,1444500.00,1557000.00,2004745.00,3849314.90,3393832.20,3062827.50,2990000.00,4139131.54,1481567.54,250000.00,250000.00,3574520.50,100000.00,500000.00,1678920.00,1500000.00,0,2794525.00,0,0,0,161350.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,2668619293.81,2245862349.79,2418952932.54,1896139750.78,1851278617.93,1458287826.99,1696722110.42,1380115186.11,1111988408.54,990946998.37,964525756.30,745004128.17,687939044.43,642842624.99,67982030.95,47705828.01,112987001.18,86295580.90,102411244.40,126317679.06,141804676.57,135372908.02,145502562.40,131119346.48,171550720.23,170526262.43,166348638.58,181530861.71,177351605.78,173624082.87,192896633.09,218858676.79,342795195.81,316320257.77,226154606.94,344594847.85,253822164.35,268950457.10,278030579.14,277291858.69,261632886.29,273193891.88,294516929.26,272490653.89,328501082.21,329953860.78,356010937.00,359359090.22,290180023.28,288211461.84,308341423.79,334369940.99,320246815.38,325040959.71,348252378.27,340411764.88,334169816.81,346360220.79,298758160.75,318619084.75,295472738.35,302162687.32,230143750.59,236735556.35,0,207361138.60,0,182151742.35,173188095.56,180532368.75,140123097.00,132242959.40,140315343.65,94188817.12,94392322.45,75827676.32,70783878.08,53335507.19,39457162.59,34437966.23,0,25836113.55,10017980.60,7004471.93,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
