,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4717207533.99,4768351674.65,4849924528.24,4774032044.40,5107262382.95,4167402441.27,4587263183.39,5103382313.27,5159165492.43,5099030569.12,5371144661.66,5721969748.37,7314773005.25,6836626947.79,6305611350.30,6183847753.49,6576527858.45,6251744754.30,6736970730.94,6706838757.60,7023362176.40,6397669098.70,6937000236.73,6944549645.19,7097293685.79,6376998462.94,6681118203.28,6097878743.90,6202226156.67,4684300471.96,4645483279.46,4883407431.26,4886841137.61,3932782698.13,3888044116.33,3361209450.21,3440883714.52,2897501510.31,2669539856.84,2845848786.24,3256664265.46,2477533625.59,1980648207.16,1721080216.59,2281342338.35,1568679591.24,1738184458.87,1259569873.95,1046671503.76,1236693965.90,1319982327.19,1017782822.39,981632084.98,551415654.87,566653169.01,483084023.99,457294389.68,399337323.52,662880213.75,623230731.03,284465651.08,161299810.11,354455874.61,245322724.91,269332347.79,309748279.20,314017056.78,393940700.88,188514344.78,120331089.87,188522339.19,323125354.62,76761512.58,213459979.94,311018116.22,369278187.06,251607680.15,169711714.03,129467035.67,115487356.07,0,79816104.51,0,54105344.69,0,89922000.00,0,47648555.78,2329415.07,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,250597467.76,225173671.06,280163643.88,281138923.10,230731280.41,224154597.54,291417300.32,276792971.31,0,222715677.48,216370164.71,256042733.41,0,220974265.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,590000.00,1850952.00,600000.00,260000.00,0,0,20000.00,3200000.00,140000.00,0,50000.00,0,60000.00,590000.00,100000.00,247500.00,478632.30,140000.00,210000.00,364800.00,633332.00,1641001.00,620000.00,350000.00,918614.70,1460000.00,2642000.00,400000.00,791914.35,476000.00,3020259.60,4374738.00,1347670.50,0,140132.53,180625.90,485000.00,0,0,100000.00,992650.00,600000.00,50000.00,500000.00,450000.00,30000.00,0,335840.00,0,0,129322.45,302949.45,763271.16,0,6019.96,10227.00,36493.17,320614.17,1060091.18,1407595.18,245950.60,2413123.24,2327113.00,0,210000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002740.00,0,0,0,0,0,0,0,0.0
7,应收账款,250597467.76,225173671.06,279573643.88,279287971.10,230131280.41,223894597.54,291417300.32,276792971.31,284400457.94,219515677.48,216230164.71,256042733.41,242839121.54,220974265.14,219499144.06,247449272.50,267736328.11,199646980.20,180636657.25,210175564.31,198061132.32,212856166.41,224494528.86,236822621.84,279904307.48,309469450.80,297094927.48,241142925.58,332105969.42,310138925.10,244679641.18,243876648.57,300125020.68,220478029.09,290087874.78,158517576.75,205067539.60,125989770.27,172802010.51,69477513.12,125876678.80,67776704.84,62106128.39,20410041.38,37895946.03,17890443.05,30829932.29,16767088.25,19395617.49,14041611.36,33814232.40,18461068.29,22068142.51,22940156.50,38943012.79,18070419.97,34980551.26,21916231.94,21816732.00,23026840.40,17451992.54,16345106.19,23967992.47,12931698.68,55033992.65,53690449.49,46708904.49,48500094.90,14683856.45,14209421.60,15725977.63,16175210.01,14914500.03,14676314.83,18061217.43,20175552.79,31990953.22,29616102.58,32405694.00,36940405.31,0,36839333.35,0,35440131.92,0,0,0,6489389.59,3637029.46,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,270456644.16,204616510.48,281448957.19,240277686.35,168419735.97,132829950.63,192471378.57,142063378.53,180205521.13,195432773.31,250307772.09,180734614.60,249526438.35,202750228.13,199554906.41,186111524.83,278223017.69,230856570.19,328202108.58,244954201.62,219328253.95,167613180.84,130648905.39,163939969.85,114172802.52,104092491.14,99433065.49,114531484.43,126023132.27,128035429.89,123982083.86,126150838.21,140294457.51,147248675.69,176566930.85,331022608.61,319419534.18,280904217.21,355335871.28,386815295.55,385186763.18,242087463.54,243093262.18,241322713.87,237267746.20,229958291.81,307977940.41,262038971.25,484434126.28,154532267.17,294253919.50,170181261.58,300561793.37,160877754.72,167128060.33,120950449.87,262044431.02,177425596.77,144686579.83,213717157.09,238551723.72,247237826.74,250137906.08,277324891.24,306860838.87,330461102.87,365836795.95,228775513.63,10414840.02,3302351.88,4323781.18,10419538.88,4832465.42,3366897.92,5542099.98,5131267.75,5794667.89,19713550.00,25569308.65,6709024.41,0,14196145.15,0,8565910.84,0,0,0,3494435.47,788259.37,0.0
10,其他应收款(合计),490763624.08,496729904.77,588421285.09,548668549.19,610121519.76,622353088.07,633533084.88,603626026.93,0,575841129.17,536472204.73,474933681.62,0,615022884.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,27335940.26,16583597.57,9271670.98,12171524.40,10562239.66,25593600.25,28967053.77,28659983.40,21318857.50,23690410.96,22299842.47,22348006.86,10647461.19,12895746.58,10483149.89,1214514.61,2186145.00,2186145.00,3366056.44,4136601.64,3105710.39,4055682.58,3876395.16,4378995.39,3098854.56,3119386.37,0,4300208.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66726.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
