,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1554532020.73,1098496243.82,1658194145.54,1647155918.28,1590092906.49,1476790705.51,1291000048.71,1208209646.02,1198591141.58,1301121818.53,1291697262.17,1083973488.01,979875541.03,455741458.36,506103358.39,556035878.56,649437481.17,606894340.42,766186453.42,815385984.65,924564328.32,865240102.51,493436772.02,1106871936.43,803059354.98,771408920.21,891010506.84,964942682.60,805737608.03,720759845.50,805104721.56,558507255.96,613317914.42,701502666.20,1252869111.46,492991273.03,1154358575.62,730602854.69,439813036.37,388409208.94,411943666.74,405259809.86,395719026.73,370324422.72,527978512.76,372194841.00,275411044.99,337080373.79,332752659.98,243147976.40,172006438.98,120624835.48,71244174.02,73792708.31,95529383.04,61422362.75,583247929.13,33934900.55,35400067.96,91560894.03,89145629.29,84040149.33,110849148.29,75593716.25,87096976.51,19199022.56,20558214.65,87096976.51,7019093.93,11794270.66,5427367.66,7178614.49,6232453.93,7407588.52,7087843.25,13137374.68,15619280.83,50914987.98,20488682.33,9961561.64,29928756.45,0,12511512.56,0,13908038.89,0,12731166.16,0,21546441.85,36610212.81,10579703.24,14307770.82,0.0
3,交易性金融资产,167252134.89,112841451.00,112156650.00,116573661.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625020.00,0,34000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000000.00,0,44774732.40,35000000.00,37000000.00,36137477.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,12218230.54,13536139.84,13937564.79,12249769.71,11408232.49,14102670.45,11086331.20,10613616.80,9478343.50,0,10794360.67,0,6894730.15,0,25756123.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.00,3808193.00,0,0,0,0,0,0,0,0,0,0,0,800000.00,0.00,0,0,1000000.00,0,0,0,0,0,0,0,0,0,0,2000000.00,4000000.00,0,0,6000000.00,0,0,0,0,0,0,0,2500000.00,0,0,13000000.00,10000000.00,0,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,12218230.54,13536139.84,13937564.79,12249769.71,11408232.49,14102670.45,11086331.20,10613616.80,9478343.50,9894476.93,10794360.67,12733259.02,6894730.15,24557180.06,25756123.58,27024081.47,24626704.31,50429495.24,53893430.92,59817518.17,72083424.57,127134912.73,89856598.01,104742777.13,94180158.45,121278809.41,110970717.40,137219346.25,115570556.87,195063142.60,222202877.64,292445875.35,296139464.73,51091052.16,76708807.40,100308417.95,74542023.13,32699195.54,2905567.54,29244604.41,7744445.96,28370793.43,61825661.49,33521747.11,1850955.64,38107416.84,4226935.46,37312934.12,5090937.76,40424892.45,3148059.09,2151434.92,5061174.78,18114370.31,10955643.18,7434045.38,16898977.39,3970015.67,7063866.12,11791213.75,14085966.06,11854042.08,14915803.09,18900570.67,5381536.84,4936357.32,8265069.62,0,9696592.81,3968081.41,10474235.42,8741687.04,16213988.94,29627636.11,20155718.93,33765025.74,27277248.26,26354403.17,50260358.04,13826550.31,20529101.36,0,11731018.97,0,5221132.00,0,13912400.71,0,5587957.28,9744778.72,978716.21,1724406.49,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
