,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4760808289.69,5376375189.07,4414217785.62,3546197838.22,4114393172.87,3908548961.46,3413268231.34,3295750477.84,2588494812.11,2640169178.61,2141001420.66,2680236320.36,1713422092.09,1675589721.53,1460968640.80,2052280683.28,2300202198.13,1749790140.47,2121252528.08,2214794710.23,2154595332.43,2220942242.42,1603764857.17,1904691425.11,1489208205.64,1552431638.04,2245704717.88,1899321120.10,2078419481.85,2359116744.80,2867018666.44,2254308507.14,2130203451.95,2716518485.51,2683041714.71,3087933631.56,1724083293.81,1597851291.87,1784992640.14,1679615991.62,1862905061.45,2206388146.77,1469537080.54,1471741118.37,231863242.62,265480414.09,385057176.25,312087572.68,290673913.74,337722897.28,333952678.69,487540282.85,369240062.64,255681116.89,222195852.30,355697893.58,330678818.67,360104214.44,309791372.03,281491073.21,442099700.33,325901094.96,191178606.63,226655329.19,186679527.77,133210597.92,132523909.21,191114542.88,191413864.58,164647592.90,147766161.86,128577458.12,177769177.59,229429959.71,173273936.50,98698041.99,71078613.36,80641719.01,5736270.00,6527731.00,2728639.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7924000.00,0,43000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,6864768650.04,7239628082.14,8059478914.88,7395810728.55,7735905400.27,7909804720.85,7920026943.65,7831939094.10,0,8771595808.67,7914461273.53,8269843442.88,0,8451541627.76,0,0,8034873048.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,714309845.98,769904985.75,542389553.27,495598266.31,563400242.62,383952660.22,458580707.52,376175033.71,259170546.81,469684389.98,565363938.43,611538721.71,370052868.91,341410719.06,335206937.47,434635139.02,751990374.73,642854335.04,797995403.32,741707728.30,576415986.57,452726850.60,418683780.66,436745925.42,458954310.32,450639883.14,591072662.06,806987873.99,849749880.22,609007466.41,738798163.06,751838344.00,774184786.78,750214912.43,705127829.99,855772243.24,833775558.75,858947530.39,767266830.88,445016547.20,501229718.29,301424476.26,248357206.04,173919105.21,216479458.87,160950341.06,338605875.24,201327259.41,131174491.29,127722302.23,69117930.20,109008304.11,84187653.86,44579546.55,43738819.80,67475276.84,86055895.05,91297679.56,116152791.33,143696200.00,123531383.57,94522320.00,79407538.50,75468741.94,57165479.73,33632837.64,50326000.00,66350000.00,67395152.50,43306667.59,85068550.00,960000.00,2903980.00,4200000.00,960000.00,700000.00,0,1000000.00,0,0.0
7,应收账款,6864768650.04,7239628082.14,7345169068.90,6625905742.80,7193515847.00,7414206454.54,7356626701.03,7447986433.88,7759123777.82,8395420774.96,7655290726.72,7800159052.90,7487681903.77,7840002906.05,8507951921.34,8797149439.27,7699666110.76,8207637153.36,8320595778.32,8853691842.34,9005210269.15,9366398928.30,8970060267.03,9004340715.34,8551663836.57,8690156828.20,8480561956.96,8090794734.46,7450978921.06,7413188086.09,7625662095.28,7831019655.22,6512148101.51,6464538082.24,6167388777.67,6098822296.04,5528839611.91,5385483579.90,4785653646.06,4358924812.80,4394149777.90,3805411376.20,3326930023.73,3118771934.02,2914536258.61,2467831015.60,2652422609.37,1806204251.03,1646572556.07,1545800281.10,1306528114.87,1144880168.56,1203433960.56,1214829795.82,1227678822.06,969730961.23,895892889.54,886992449.24,905539896.18,783218591.87,767740942.85,769077319.93,626844288.73,650445226.37,591222456.50,623115689.17,642723689.75,606460548.42,543270213.03,431579998.78,374573211.46,369595724.21,349549061.57,263239966.51,265538583.82,295825536.28,290503541.49,262574789.75,166137458.00,99968676.00,99627196.00,0.0
8,应收款项融资,583400610.09,533463164.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
