,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2737302055.36,2953140271.36,3312280098.25,4157857191.10,3458857505.05,2966294059.65,3460971784.49,3167133518.33,2672633904.93,2725213208.08,4115968502.74,2462250751.98,641148853.76,953695347.21,1169677340.35,1594510942.50,823054383.79,496745144.43,747891540.40,1662884934.74,903640111.89,1373977642.46,1093908212.13,1403661509.49,785216412.69,1071870427.21,845286395.52,978544912.98,1020424241.64,1225539847.09,1246136592.73,790204113.71,1261651093.82,1033650341.88,908234102.43,845361028.97,213947482.74,185189089.54,230215700.09,201085835.00,385379154.45,226421299.52,142370349.21,126569984.06,107762449.03,63232580.54,91487293.41,91785864.49,86751340.98,146096110.14,198930891.97,225863813.33,231763267.00,278350570.28,174425583.69,268888763.70,201440583.09,261802429.69,255220384.54,248090875.87,204847642.15,178672119.74,194463167.96,222420401.74,112225670.60,155222994.05,311958184.27,352965356.41,364678704.20,363521221.50,342113315.30,364007047.98,270731953.26,283620788.38,144514365.08,230634916.03,213977240.45,212449664.42,21798668.80,0,44606488.06,0,41661573.02,0,33208000.00,0,19707167.17,28352848.44,37968277.44,0.0
3,交易性金融资产,162000000.00,176000000.00,136100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,840594.06,700000.00,700000.00,0,0,500000.00,30000.00,30000.00,30000.00,30000.00,405000.00,30000.00,30000.00,0,0,0,0,1300000.00,1300000.00,0,0,0,0,961785.00,961785.00,1315225.00,1315225.00,1315225.00,1315225.00,1561485.00,2472665.00,0,0,0,0,0,0,460939.57,0,13716512.29,0,41430000.00,0,71750000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4109415269.18,4144973344.54,3496254807.97,2868578913.55,3357376015.57,3466536644.20,3563447186.22,2607371872.46,0,3089233860.98,0,2724636328.10,0,767009056.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,286272765.10,228767253.54,268955057.47,237748643.31,203321311.60,331297930.11,374899178.50,373381729.57,399227405.21,414898529.36,394712384.38,598855904.22,82623028.29,94048398.59,116694940.25,81733753.63,68299148.43,59601983.96,58058820.03,73529082.12,66296423.97,80641543.88,116668926.61,149374252.97,142969863.36,124017471.82,130919291.43,125972631.25,118148233.50,141752120.83,116140158.52,119210231.33,126587136.44,144910866.90,124966325.57,111542722.57,102563182.76,126614578.12,84071194.48,94408231.34,85871085.04,75292955.90,41165588.32,40857519.83,40143969.20,72770275.80,55515353.73,36814024.00,93723664.87,117049687.30,149354287.91,108857362.66,135740013.52,189836063.33,96248788.58,99897852.74,91539467.01,89354506.30,81801713.74,123852788.90,234930211.45,295359365.28,164131287.06,137045265.03,51296766.82,32808511.62,31276238.52,32605120.63,32885642.20,67402880.54,39836930.09,38487228.22,11556267.25,22826738.21,10581038.15,14981580.06,12310000.00,11370888.00,600000.00,0,19710000.00,0,13700000.00,0,0,0,300000.00,375000.00,1350000.00,0.0
7,应收账款,3823142504.08,3916206091.00,3227299750.50,2630830270.24,3154054703.97,3135238714.09,3188548007.72,2233990142.89,3093618458.46,2674335331.62,2524979194.06,2125780423.88,724160240.26,672960657.47,699904489.94,224963236.71,788895930.41,744711368.07,764000170.10,255760353.98,741921140.72,732635938.96,678733862.58,185173850.22,717884187.25,478898772.22,462537407.33,414540681.80,434870754.66,356122897.13,456988980.62,410076139.02,367111806.45,318842496.18,325458241.46,275880146.22,139315586.31,138252082.96,135499204.78,111450859.47,134511564.55,126054192.98,124111084.98,106859016.14,126832564.48,130017641.60,96359554.05,94747127.97,208089981.53,204936398.69,170684599.33,157177926.14,148564441.69,161404085.79,146241708.37,130718261.77,155487916.49,173212190.01,207150576.57,149904591.06,164318449.53,169449618.02,173381266.08,164508745.41,269998710.13,269859593.48,264650499.35,268257641.35,299759054.18,289365739.71,275520744.69,288850427.96,329606221.85,351936170.96,419569184.10,439766455.05,407280848.06,397814658.60,165623371.84,0,118042243.79,0,108422819.33,0,0,0,84029735.14,83475576.38,74345787.13,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
