,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,90989897.61,84256206.29,244113950.22,328499847.31,91285032.73,94971947.44,83737044.72,256990719.09,113302391.55,73551348.32,66033595.92,110709128.75,169510306.15,123044399.28,66736949.83,155970914.86,47783900.86,98994840.18,130452281.32,104954131.77,201072652.01,218543154.51,201514891.57,270244219.21,494576763.56,527929647.65,529885023.11,497295616.47,513047434.18,524919122.09,529294280.64,481844755.10,507485896.65,509377718.36,481706421.60,452335435.17,441900702.85,422991761.91,432314500.85,386847612.75,395404866.36,330992328.86,324976389.30,353312870.52,341583128.10,525146080.16,156959701.05,130441317.14,229949867.33,200163170.46,112002384.00,111770347.07,199554340.70,284438902.26,281152505.30,293734118.25,284192479.27,310376308.76,241809050.82,231765441.49,274423540.03,300127678.82,330411205.34,15800538.36,36694376.45,42198748.08,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287400.00,20204550.00,300000.00,0,490000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,85000709.75,77650634.13,80495414.19,84539341.99,46301802.41,31382471.57,46237431.88,36436066.68,0,14730751.96,0,16410035.48,0,19052778.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,6751639.80,5041239.17,4966117.79,23661323.90,16784061.45,1800000.00,8606350.65,12632849.00,2606618.06,1837358.30,4366926.00,5319518.08,450820.00,727482.11,4263039.67,10002678.17,9798523.15,4017688.90,1094047.63,1350000.00,13228484.89,7528089.50,13560000.00,17730000.00,12300000.00,10380000.00,1156000.00,2426060.00,2218000.00,10471488.12,2933808.12,150000.00,6707086.40,2558726.60,2677404.00,1412486.00,14990603.63,4043903.54,1508900.00,13557822.12,1876158.25,265771.90,311244.00,1174600.00,785900.00,0,58000.00,2718080.78,7062680.00,1224100.00,440000.00,1096704.23,1140000.00,0,336000.00,0,1955273.20,5024560.00,5120500.00,3862449.90,7250000.00,5850000.00,1729000.00,1139000.00,1123400.00,0,0.0
7,应收账款,78249069.95,72609394.96,75529296.40,60878018.09,29517740.96,29582471.57,37631081.23,23803217.68,13475357.45,12893393.66,10252917.14,11090517.40,20128783.51,18325295.98,27515251.08,21513549.74,54606692.01,40791612.08,38141082.67,42594243.81,74053136.72,87420046.45,62456821.95,67964912.23,44845657.52,57541662.26,67392852.33,61233945.49,45697417.11,56527009.67,51946927.69,48212854.51,54015048.25,50625031.12,57436007.30,48764895.71,78885839.26,81389180.83,58524055.63,65413170.87,87319680.48,132310447.08,132591327.20,113144728.38,98943150.11,148511217.68,96216250.80,62276881.77,36847308.78,94808426.03,125347439.78,94190615.43,80224621.35,142579767.73,122608206.45,70529066.60,77444459.80,102379663.72,79129263.71,73249644.85,81090225.59,67766724.55,53692530.16,73632680.60,55623625.25,41860008.42,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
