,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,817220940.43,767006883.14,919680856.69,1006840629.41,1052213981.56,1075434688.08,1171637823.60,1223049696.00,454729123.47,440716661.83,464261099.79,413519119.91,371731098.03,446337014.48,511334248.57,485841377.81,357945201.41,290615438.88,390137939.45,385674798.18,259120788.78,356554099.51,379608410.42,407581095.43,272675254.07,256527985.20,332340001.33,378236190.86,429402084.39,486459866.14,445460377.64,443732762.71,311944927.69,499476106.57,56221230.16,197996548.60,93352513.87,176869801.21,166885496.69,135618615.71,219319782.88,116091148.03,270776058.05,243357225.86,188291074.36,218688816.76,245618627.14,308267429.97,359580560.69,362579309.60,63842268.51,106328381.67,100749618.47,88259087.44,146785258.43,103520543.68,124440360.90,169603280.24,198707091.03,204309015.90,193917957.08,172845357.29,153545020.92,148993926.69,39144012.77,32382500.46,13364718.42,5731192.22,0.0
3,交易性金融资产,2995315.00,3586890.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.00,1000000.00,800000.00,800000.00,2500000.00,2500000.00,2350000.00,2350000.00,1000000.00,0,0,0,0,-17822218.27,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,133129750.12,120265522.94,124764965.39,157056525.62,138131052.60,131035369.19,174055474.06,167743792.27,0,111199558.86,0,264075570.17,0,79595199.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,116602727.82,106244463.93,104540274.26,139075216.53,115401008.14,112998234.77,147829849.25,151025061.70,77918545.64,87537468.56,105678708.17,242171091.03,151219756.72,51880526.88,105031058.39,138789354.19,100641250.26,100507190.41,94778563.67,128127303.43,148687522.62,146764205.06,157737002.76,203622430.09,164401137.70,144004406.60,126450816.22,152520767.48,198797282.28,142906297.52,139339236.26,149477538.09,158074697.55,85190748.33,94399319.20,69379000.76,87751774.27,87310535.37,85886906.82,98717061.62,72523674.53,26644350.28,44782358.89,74283381.62,63102043.28,30451517.12,53375310.68,28850000.00,55664162.73,55851618.38,38209475.30,33476901.65,46403003.22,13166980.85,37773400.00,58199513.36,39136627.85,17625191.10,17071845.50,48955900.00,16192000.00,27807109.20,77573815.20,11417935.18,0,19725761.50,22495596.39,9827000.00,0.0
7,应收账款,16527022.30,14021059.01,20224691.13,17981309.09,22730044.46,18037134.42,26225624.81,16718730.57,17089339.58,23662090.30,24091014.74,21904479.14,19634171.67,27714672.28,26661047.50,17869908.74,24722630.16,22676858.87,26777425.19,25860788.75,27164382.77,29808604.07,30779574.78,19991378.58,29148771.52,40361417.84,38093156.88,30654565.01,33199640.46,39511843.56,43143265.90,40076763.56,47047096.20,62565397.98,28034703.78,57790683.50,84915951.64,60658583.22,91479390.77,78879914.46,32352826.31,26978736.70,35025486.78,20578013.71,38533199.38,29248958.39,33314221.91,20729420.06,34246216.70,22730608.17,21363930.48,18247930.50,37776652.27,29364296.18,32776566.98,22230121.02,46996280.40,23345364.86,29050492.63,19906289.93,22803487.92,22173811.70,30195293.78,22998794.99,22125701.18,22242851.60,33284727.05,29022143.68,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
