,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,857673837.43,850106730.02,853315682.69,823679442.83,1550984297.35,2130506898.83,1563051794.20,2024683116.11,2843877090.48,2036203839.86,1738669593.61,1593522512.09,1973071192.77,1711129163.60,1611713693.37,1439322658.80,1265175310.79,958646054.07,1679933349.58,1046869486.05,1291900337.61,1185388775.83,1535353582.63,1169360997.60,1281148365.53,1210252224.47,1579019411.89,1612010440.25,1170981357.23,1088501583.72,1325118824.82,1074307300.44,666534921.91,658357049.60,1347402611.69,1005115787.59,1079635292.34,1498446827.96,1462293028.07,1217980170.84,1945118356.39,722540438.18,595339280.26,420061901.62,505231625.88,489676705.79,427840675.44,795393877.84,289000015.75,485481712.82,506076364.25,432424431.12,127667909.78,214965199.86,101341544.11,101539593.18,88108464.37,68334180.01,76660926.94,129712725.28,233125045.43,384919946.13,494923679.54,63084325.79,57132597.11,36489497.61,36212203.47,0.0
3,交易性金融资产,3613387.08,1529745.96,65137.87,354821.20,1570190.23,112593.34,2831498.00,75708758.89,4957138.43,234015.28,164469.48,181405.11,9284136.54,118541.93,104715.70,147900.96,102540.22,166023.42,265996.80,269337.43,469739.30,601339.17,440715.79,414122.58,258339.42,2971143.28,1919983.33,870075.00,2500.00,0,0,0,0,0,6100.00,0,0,0,839000.00,0,0,4876800.00,0,739875.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,35001080.28,122004268.89,173250493.42,192740476.30,151278411.50,352097453.15,334463227.85,210226727.08,153238865.18,0,190753189.72,0,157480139.33,0,191076192.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,10942256.48,93740965.49,91862072.99,90817708.57,57361363.91,191711730.43,161810653.32,110130237.44,118866490.42,135221645.20,86751160.00,88273123.76,62287329.01,47608533.41,62597618.61,37935447.91,36961200.00,69312465.92,106064012.55,105488370.63,169861985.21,124698156.98,148096815.00,69454889.10,155181465.10,131179811.20,102929780.76,131945660.07,203760364.36,167000000.00,141625744.07,82598755.56,58976000.00,99460000.00,40680000.00,49523107.99,94350000.00,56470000.00,244495014.76,136227799.18,54333741.24,34704063.06,69093471.26,56933906.61,98144191.56,75857602.91,64380000.00,72110583.38,81359541.52,112656496.57,28608540.00,5737236.00,5686236.00,7251000.00,4214670.00,23336670.00,17075294.40,4063500.00,7291970.00,4815210.79,5287524.29,4297000.00,2597000.00,1055880.00,2423038.40,0,400000.00,0.0
7,应收账款,24058823.80,28263303.40,81388420.43,101922767.73,93917047.59,160385722.72,172652574.53,100096489.64,34372374.76,151815539.56,104002029.72,111015235.61,95192810.32,147267191.09,128478573.45,165035530.23,143221287.65,233366306.31,202276114.95,154488030.07,79026076.87,99807427.08,129992613.76,122826001.49,96845056.76,170443339.27,136390333.43,197207875.03,119682205.11,180908507.54,189770309.43,207186948.34,108497530.14,62252206.93,52279624.11,87004097.35,22222673.20,58714572.25,27354519.71,52717686.31,2487525.44,59932917.05,32108885.31,143675327.32,5494579.98,50319531.81,97319648.60,85454677.36,94371842.86,64803955.28,83056124.70,34900189.84,43916156.37,29433652.58,18885076.42,14328273.15,14693095.12,9942244.73,15311162.32,62578843.08,17889738.81,21467200.49,21450920.28,25422013.13,24571009.63,20457398.54,22655646.88,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
