,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1519016026.10,1237358158.99,866581116.18,946822566.85,859877664.95,828869578.96,898446434.53,1153191390.09,1177136965.70,950546990.04,827014184.42,1130415662.08,1097029733.84,951763169.24,582695535.39,730496762.77,890342473.19,550258873.78,430521715.83,451983827.27,529857161.18,538199621.50,417205013.89,439142789.11,391099773.23,422674908.58,332080002.28,392157038.54,316852249.15,317675744.04,341696294.37,540472553.70,366789086.80,485772917.81,484813951.50,571360639.49,623772189.66,632030378.67,521390480.22,645319272.67,615459958.27,551571519.12,486276533.12,483579074.23,430864495.87,421802922.09,559442401.41,581454448.48,558560080.92,534990624.60,552637950.73,505257575.75,557941041.86,630591067.37,797352724.73,265530761.83,232532498.16,264049879.49,235241399.89,214077224.89,244141341.64,253168112.88,209938405.85,187316647.41,199004500.51,191513932.51,173242158.20,127079392.94,192996153.90,198581681.71,137259737.59,133131157.22,238127393.60,193166485.99,345782183.34,300087509.96,102360303.05,89002083.85,140149864.21,162262141.43,76134101.00,0,166741239.00,35132113.00,26596385.00,20288389.00,0.0
3,交易性金融资产,1525509298.62,1647000000.00,1665000000.00,1639000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631212.00,552520.42,178144.00,1309451.36,1021320.00,1379150.00,4375321.00,5706382.66,7456389.00,12033171.42,13413271.12,22114591.20,5084160.00,40000000.00,107060.00,0,0,0,1100000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,821645114.99,1158807984.27,1203772221.65,1298302009.48,1005103404.29,1084157055.37,1368908263.16,1291450811.50,1050408722.06,0,1294977091.27,0,1070829869.00,0,1294381781.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1800438.66,241232619.93,263253840.72,247742784.54,206354322.10,219222353.60,326880665.82,266801764.61,162172880.60,228027373.30,308921707.27,346848893.35,204241028.59,223558099.39,333631043.24,297744294.46,224852937.68,239708487.37,284595423.06,267154474.99,305313957.32,356128329.16,408540275.77,309625484.94,233101587.58,161677493.70,178876928.76,215030171.94,174804608.97,162402196.45,125597716.29,153850904.58,120896036.53,135090957.42,137284338.48,118434884.11,107057422.75,96020961.22,88322224.19,74388180.78,53145149.15,46325774.64,37698493.13,44312709.94,14172940.98,29293667.05,37655134.07,39696434.21,22808769.79,38135458.80,24771366.30,20306777.39,10961228.80,17687229.15,23579425.68,17626915.26,10601162.11,13123371.95,12447675.80,13249551.74,9060651.70,12373509.76,10832517.25,8480739.55,7073282.55,6166615.36,6066755.00,4654413.00,2532700.00,8251836.00,10806192.93,3033032.84,3530750.00,2029866.29,1725000.00,3076000.00,1533310.00,232200.00,1700000.00,6069750.00,3243500.00,0,1515600.00,712000.00,257000.00,0,0.0
7,应收账款,819844676.33,917575364.34,940518380.93,1050559224.94,798749082.19,864934701.77,1042027597.34,1024649046.89,888235841.46,941187725.02,986055384.00,927909512.24,866588840.41,924315111.75,960750737.99,1057441090.07,829433431.06,933347596.90,963477153.11,981194242.88,820783310.49,929721368.58,893132785.38,867226428.90,703316372.07,795969470.43,813215495.25,784169109.66,641373243.70,745159312.93,728215178.21,730506471.16,572977835.70,697688564.00,745774710.50,709769233.15,525016460.05,553039529.68,505393679.49,481385537.67,350507169.85,407023086.03,359453516.54,350891601.21,308436946.82,425736291.05,399880778.08,432807977.00,298864187.42,373855482.63,340445810.02,330127863.45,212376062.40,256797232.71,249524783.03,239899221.62,151727051.38,186253639.28,191814780.73,177329360.55,153129734.38,173285671.81,194065405.49,197015551.33,149312258.61,170641781.27,141559103.31,150625423.90,127518806.65,149146009.15,144896010.73,136895328.71,126570052.81,186153514.89,126822580.10,137911369.87,171605654.79,174189201.05,189219671.75,204831297.50,144179252.00,0,104902835.00,90987440.00,88769399.00,65272581.00,0.0
8,应收款项融资,286955886.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
