,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,524848938.63,714535910.99,740087754.09,1228106619.48,605139542.07,968971673.71,779884701.98,1008287336.43,1074388019.39,1183863233.79,906678102.14,1117295394.19,1327966780.27,1019391848.86,1091126545.94,450246861.93,272411261.60,251197930.18,497981369.51,182688891.71,150797568.48,130592465.41,156098820.74,146402540.12,122522741.10,151730817.93,134590083.28,108181859.16,38905128.23,41656953.21,42396468.17,35292488.41,38297754.17,38081095.62,38045516.92,43446999.50,41914091.81,42254912.00,44411153.56,31710818.50,27002151.46,26625198.75,26436208.65,35081096.71,37524526.02,35858089.21,36403405.02,40650834.68,30763370.20,30237139.33,29225816.05,27631774.03,2439081.23,7124384.87,9308598.92,7743914.15,3127804.08,1999901.00,16449064.07,19116292.92,2784647.98,1888829.12,924624.68,2140027.22,1309034.13,1685298.72,2085156.90,1951138.56,1250379.03,4378865.91,0,2151208.35,2122668.00,9202811.48,22226046.00,10420718.00,16395591.37,8241024.00,8106377.55,10421683.46,0,462786.20,0,1037164.05,0,8059982.95,0,11475141.09,0,8867663.98,260465408.00,0.0
3,交易性金融资产,328543361.40,62344041.65,374851.35,332060.10,347464.95,374851.35,395391.15,24269643.58,0,0,0,40035414.93,523880.00,642530.00,4555550.78,5937756.24,4765847.58,6278106.08,7112477.10,24848659.12,26817079.28,26486044.28,46496832.37,45904083.99,45418566.31,5056867.53,7055979.58,26909688.55,2009535.19,2015517.73,1994379.42,7000000.00,0,223570.00,275960.00,54460.00,0,0,278000.00,82610.00,0,0,32715.00,32715.00,32715.00,32715.00,0,0,628830.00,0,17000.00,509760.00,18143810.12,15000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11934094.33,0,11934094.33,0,12934094.33,0,914760.00,0,0.0
4,衍生金融资产,0,0,0,0,3520700.00,1288600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3203737958.57,3082665008.62,3041670236.13,3198906919.32,2811092186.61,2595001783.85,2395725546.73,2594504570.01,0,0,0,1753693430.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,142089550.13,140574389.32,118696709.78,113794145.05,115695700.09,168353618.50,115889037.57,101748083.75,42692960.60,37503560.95,59869530.00,87499525.00,40290708.00,34220987.80,30294284.80,700000.00,3000000.00,3331200.00,6200000.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,3061648408.44,2942090619.30,2922973526.35,3085112774.27,2695396486.52,2426648165.35,2279836509.16,2492756486.26,1809724329.62,1613452859.35,1525264852.92,1666193905.03,1321658258.77,1236260135.66,1153336871.85,742991546.90,530156396.26,495618710.18,402889549.84,5920307.35,6599455.11,6240718.64,5967742.96,4518079.76,9385096.00,8332205.78,9664593.03,11960432.69,665711.84,439282.85,707036.84,2049676.84,6197290.96,6112007.67,1395503.18,856435.45,2566562.60,1654348.60,1371116.60,2496.60,4300724.00,3601602.00,3552148.00,0,1901351.00,2207725.00,403949.00,0,1387220.65,1038062.32,1386297.32,368244.32,4234059.32,3031207.32,9863065.32,352759.32,3375670.57,3051096.12,341592.84,0,646716.17,1340631.23,1155879.69,15231.47,2551806.90,574200.62,495609.56,495609.56,518289.85,518289.85,524690.00,618163.75,14968228.00,14785161.92,27308117.00,7118052.00,2272279.38,17239113.00,15666511.22,13671723.25,0,2138964.75,0,15679654.53,0,24950559.08,0,10144850.78,10905085.75,7599215.77,30515471.11,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
