,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,229061218.23,364200518.30,536885703.98,310243727.18,530416639.84,301851685.79,276654958.50,206238873.73,358251235.67,623159652.09,540478061.87,680853787.59,633514958.78,863086633.34,446878999.73,452471499.41,557544863.49,140257548.75,283437812.76,258441388.67,334538839.10,281417035.94,321414448.43,373948608.32,379409303.81,383160932.45,384803911.10,383009553.55,382524211.68,721218355.53,876734185.78,1641700832.53,159951130.50,127633297.58,162777227.86,157161670.89,168549185.70,250416008.60,83809063.18,3609056.57,5481640.39,5559935.37,165421.94,289832.51,1372002.72,1666614.22,1565893.40,1227619.11,6888784.20,6823620.73,449862.22,369179.54,557819.66,599449.07,71496721.53,74304713.46,72181541.58,95697270.83,126804957.92,243202988.99,93892334.80,81321296.89,84878726.69,148581861.66,200558709.54,181174184.42,116549635.69,120243608.68,175258591.23,191086874.33,186627253.06,204165066.84,184630328.40,14419411.48,30538088.97,6666415.17,0.0
3,交易性金融资产,90521765.25,0,0,210581343.95,0,354479840.99,493478648.01,499722826.82,400000000.00,400000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52500000.00,52700000.00,200000.00,0,0,0,600000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,235846933.64,218684001.36,194404109.73,150441844.44,170255917.65,129200938.84,129885286.64,105932964.65,0,78841057.57,75119045.19,109246373.93,0,148625160.22,63389204.56,0,0,0,0,17389220.14,1151325.14,861711.14,1119889.08,769889.08,22736424.14,36207435.78,46355859.63,94806349.69,62626700.75,58264916.98,73914644.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,1848762.30,5338380.22,1049595.43,0,850000.00,1000000.00,1318135.23,12425093.15,0,0,0,0,0,0,2862814.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420597.00,154144.15,0,0,0,0,0,0,0,0,18830000.00,0,0,0,0.0
7,应收账款,235846933.64,218684001.36,194404109.73,150441844.44,168407155.35,123862558.62,128835691.21,105932964.65,118108515.85,77841057.57,73800909.96,96821280.78,130163977.67,148625160.22,63389204.56,54416301.14,89159246.30,31858281.23,40666467.20,17389220.14,1151325.14,861711.14,1119889.08,769889.08,22736424.14,36207435.78,46355859.63,94806349.69,62626700.75,58264916.98,73914644.25,44916567.54,18920677.83,35010190.96,29147635.01,17393195.06,6048610.76,6986161.20,26332052.81,6268619.41,6919407.32,3890014.11,17033700.10,3529495.91,2525315.43,16647886.04,30631172.90,15766362.38,24035479.68,24160158.23,16278658.62,16278658.62,6784784.78,7673241.58,45244482.17,55559245.82,56298009.43,51799206.91,61949021.82,76043442.56,76814626.25,148364643.30,133321800.39,105367261.78,89195830.97,108329223.68,169976868.12,134846410.12,69721164.93,65225568.31,82221544.36,67022106.37,42359562.85,34035023.85,51685821.22,89095642.11,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,210809969.49,233436858.28,133423325.45,122653230.50,132666083.49,127767583.11,117836460.85,84857043.94,39942662.62,83891868.35,113024676.77,4301646.97,41875953.58,56521115.37,6496780.00,10491680.99,25198705.34,89537920.73,31021825.91,159145841.74,157458295.81,151860539.72,152240957.02,150895151.61,122956287.03,126861422.00,50257393.26,143433654.25,796141342.69,872507863.91,922691667.48,168262613.95,89378423.76,11212480.94,7584682.97,11584795.65,207011322.93,118291882.29,30124786.69,30106142.20,12313934.38,9838112.41,10586638.53,10277185.25,11829712.33,13186440.80,1855994.58,2174535.27,50676685.22,50123468.73,5371190.46,5486881.10,5388182.61,5371190.46,104321814.74,151127705.37,263102551.01,249465811.91,208392692.31,177151392.95,129391114.44,249254110.48,227469282.65,223171585.67,151872621.21,116718919.01,89319593.53,101986805.93,114610528.46,91143001.61,77016532.43,56333262.79,1829995.04,19534897.92,26654433.37,880948.75,0.0
10,其他应收款(合计),9561410.23,3424811.85,2894753.27,2315855.29,3731742.50,25923461.02,13935620.41,1140011.77,0,26423992.78,16196424.35,3724401.55,0,24397253.29,24559788.34,0,0,0,0,29220921.60,98439011.37,184958854.69,96825421.82,96569253.72,486877290.77,490705127.96,900211658.58,842495766.24,563712914.53,573949317.47,13972871.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,196620.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,3424811.85,0,2119235.29,3731742.50,25923461.02,13935620.41,1140011.77,35588501.66,26423992.78,16196424.35,3724401.55,25963159.09,24397253.29,24559788.34,23822526.25,26200874.07,32150088.58,34524169.01,29220921.60,98439011.37,184958854.69,96825421.82,96569253.72,486877290.77,490705127.96,900211658.58,842495766.24,563712914.53,573949317.47,13972871.77,6006356.18,24209541.09,7560684.17,26491871.98,10249279.92,955255.11,18181374.10,30209554.17,6965995.23,35482526.04,24996404.72,25160260.96,28195531.75,68311682.09,65971623.80,253156004.86,265213015.45,159490499.80,227126059.01,298877613.34,296450081.42,330308418.09,332285062.75,348636184.44,296145930.56,152218490.80,133594036.16,168800144.04,189649261.14,239866740.28,52422642.38,33211855.28,39642069.68,31675094.73,11875123.68,25863717.92,7604405.16,6977107.31,13349024.26,7734601.22,8629976.17,6828697.16,15424957.38,12870834.27,10097590.81,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500766.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,417701657.14,416265837.80,419019419.56,440576573.15,411483829.55,404388280.13,383192953.29,398422331.97,402655186.63,398428232.11,414759182.30,439522936.40,519567986.57,583982027.18,634425351.05,683477245.02,878902778.23,1029544886.45,1065735087.93,64964003.64,46357994.27,50588994.79,50063136.92,50147542.30,80412609.36,82706413.51,120715555.55,126977834.30,177875319.53,181655509.30,137736490.72,108798354.37,4837335.27,4369990.24,4296901.26,3836231.24,1119504.62,2656906.79,781117.22,1146381.41,1148687.80,1038839.77,842793.48,1042851.56,0,3310089.01,3579548.48,4040721.34,27206906.38,27024994.07,10616088.98,10616088.98,27552134.67,28394289.71,609136492.22,595298654.14,624092479.46,635843498.62,600579090.77,732613105.60,1043887910.93,181435797.48,203491361.30,189537902.86,159597911.67,130504430.09,108200031.77,101520827.72,91711161.19,77813570.70,105153087.05,109453310.69,124247806.73,105509699.03,45127812.16,65064841.47,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406651.69,933967.48,0,0,342451.61,237431.14,344199.47,339829.42,431998.72,206634.26,383868.33,146416.48,15962250.69,1128206.11,812435.14,452589.82,0,29664.98,1037557.31,0,172831.30,0,0,384419.80,1036365.47,192500.00,0,70215.58,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,301480633.20,451038518.16,400313060.42,427682212.71,550768825.47,517039785.90,436368339.67,514774801.30,372544871.62,217444577.63,646993084.37,607808667.06,396271872.48,32721955.85,526124292.58,536158146.76,5209662.69,138515635.04,7452377.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372774.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,流动资产合计,1494983587.18,1687050545.75,1686940372.41,1664494787.22,1799323038.50,1860651575.78,1851352267.37,1811088854.18,1727940974.05,1828189380.53,1806570474.85,1845457813.50,1747357908.17,1709334145.25,1701874416.26,1760837399.57,1582216130.12,1461864360.78,1465700554.96,529161375.79,637945465.69,669687136.28,621663853.27,672330445.03,1092391915.11,1119641331.70,1502344378.12,1590723158.03,1982880489.18,2407595963.19,2025049860.00,1969684724.57,297297108.45,185786643.89,230298319.08,200225172.76,383683879.12,396532332.98,171256574.07,48096194.82,61346195.93,45323306.38,53788815.01,43334896.98,88539479.50,100782653.87,290788614.22,288422253.55,268705006.97,336192268.25,331966188.50,329200889.66,370933791.42,374560664.71,1231679894.57,1225476078.77,1168525071.00,1166606458.69,1166909775.19,1418806607.72,1600414977.39,714731994.25,684927503.97,721181135.65,648221020.68,566182918.39,521865753.38,474153777.03,473074195.87,442168468.59,463290942.53,445988142.66,379762755.65,189116489.66,161965044.41,170085979.00,0.0
22,非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
