,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,202342727.64,224655814.18,549767352.40,661121857.44,730853576.23,757663300.61,1196486023.93,2452638526.73,2935091376.00,3197869273.70,4139255136.27,7856900572.68,3263912335.79,2731497874.32,2932657371.40,1852578830.19,1064351458.17,1605688446.82,1111312229.52,620105599.06,640513558.70,1038924004.11,685173849.64,820407858.62,758228264.87,866512970.58,473883864.73,911323386.63,1058124465.70,1686387670.27,1926753765.81,831319589.96,637599090.98,932413570.33,558493758.44,1098642100.71,1060188016.79,1378188246.10,1750913006.20,1531543392.47,673894128.93,812490878.55,582709391.98,709529549.49,477454288.08,421637216.09,472877145.75,373504544.49,476521370.19,500003360.84,0,717818182.16,318969008.18,355503244.39,373189697.77,445646000.57,0,634663475.21,0,264494736.98,422635260.96,459585756.07,425810520.48,459804407.28,314795339.21,315967325.64,366963958.74,388488719.91,324042313.53,304088417.36,347510721.36,314340579.22,122137430.82,150742011.95,231729016.57,205481374.60,23986501.43,42240637.69,16112209.15,11804695.34,0.0
3,交易性金融资产,0,0,0,0,174055799.25,174055799.25,274055799.25,274055799.25,0,0,132236880.37,132236880.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.00,1800000.00,1980040.00,180040.00,176855.00,169210.00,178869.00,180655.00,172815.00,174030.00,156355.00,156355.00,168965.00,168965.00,196410.00,196410.00,50000.00,50000.00,0,50000.00,50000.00,50000.00,50000.00,50000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400253.78,43618776.73,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2051125005.43,1834477116.62,1643378035.92,1609093114.63,2975047886.37,2992221196.35,2685749219.05,2735695266.87,0,2294043937.33,0,1891815577.98,0,1863543909.73,0,1713946748.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,9557328.22,18056000.00,13640000.00,5100000.00,32227514.14,7540219.99,8081233.59,12600000.00,3516000.00,20687669.00,9513847.00,18980400.00,12621657.24,16618538.73,9146391.29,14000000.00,11052778.07,14373750.00,17100000.00,43514522.10,20601945.31,64433782.02,30063998.02,8171400.00,5600000.00,16950000.00,12300000.00,9250000.00,13000000.00,34640000.00,37350000.00,10350000.00,14350000.00,705000.00,20650000.00,20600000.00,16600000.00,7307000.00,800000.00,5470000.00,50000.00,1950000.00,3700000.00,10300000.00,3600000.00,11564804.87,40571235.12,33447635.00,18100000.00,26168212.72,0,23795363.12,5602400.00,10120000.00,7000000.00,1211318.79,0,1310692.54,0,641647.33,0,89066.03,20445900.00,20745900.00,2135866.40,2045000.00,1226062.10,2736612.10,8624464.10,12518402.00,520000.00,200000.00,3505000.00,0,1088000.00,0,530880.00,0,0,0,0.0
7,应收账款,2041567677.21,1816421116.62,1629738035.92,1603993114.63,2942820372.23,2984680976.36,2677667985.46,2723095266.87,3014962409.80,2273356268.33,2143026178.14,1872835177.98,2333768046.57,1846925371.00,1605200710.18,1699946748.60,1914344130.61,1913926611.73,1669709141.33,1863534493.81,2044804185.80,1843368548.02,1749137462.05,1566086426.74,1644191435.10,1440470469.76,1842625555.87,1649460664.77,1462128549.97,1425285583.55,1000377304.59,1037303200.94,1347036452.43,1759101442.51,1680450978.47,1428883399.06,1061853245.85,1043280879.51,932426090.88,805711244.35,536535400.74,516369960.07,378730519.22,357588848.61,422072431.46,527916198.47,414764378.03,294710804.00,351919945.36,366144829.40,0,338088276.73,660226603.86,931521040.68,833363680.34,729385861.48,0,918958330.32,0,517813320.62,544286663.68,382325769.91,328617604.76,326467314.17,281272404.16,257098025.11,234828600.70,232640359.40,184588969.49,185755436.37,173387819.21,153524278.10,186247737.33,146295458.80,107239095.29,84276584.12,94672590.95,97391434.50,43543187.11,27766926.67,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
