,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,10345835810.75,7924908970.32,8655010824.10,8124600288.21,6305366203.16,4923071784.35,4302520701.02,4891012818.11,5571469252.53,6511578621.28,5059221016.89,4784910874.07,4083084324.82,2990031886.52,3861586297.46,4222042542.32,4584050470.40,4287437828.21,3014396226.55,3371670914.82,3321669472.60,3121326916.79,3546704881.71,4436406160.99,4142958171.06,4649554634.96,4410810458.92,7382700200.55,7474663795.13,1830241815.57,2708007900.67,2802346664.55,3415818767.89,3665780406.44,3887515382.02,3641999961.89,3647757219.35,3360526460.27,3814460657.08,3985670996.43,1948868241.97,1466503404.40,1587065139.57,1898507612.59,1809405023.94,2091148895.18,2548832124.65,110223898.84,130866531.23,219877601.56,319244370.21,280012017.46,242528055.69,473643182.49,297711923.19,328643750.60,341642133.84,635511928.00,737484583.53,730337456.59,897624035.77,280004962.14,192565653.11,196750993.27,239693006.66,205860690.61,186978773.18,145515874.90,172831734.65,193744443.02,146365505.98,167063486.36,145246373.72,70269866.57,38931918.58,220870704.51,625235441.42,11295157.92,15508082.04,6553761.95,7707078.62,0.0
3,交易性金融资产,2443733198.90,4141741122.31,4046000000.00,2150.00,0,808575.00,17509971.18,53948458.95,40131971.33,2698875.00,0,0,0,0,4309275.00,4413375.00,878750.00,0,0,1667000.00,0,0,0,0,0,0,0,0,0,0,0,14685822.00,1387195.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,3623881.46,1207425.00,819500.00,186480.00,204000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2765972822.78,4467950186.95,4164026909.19,4263070028.01,4832825403.66,5141113198.56,4491008566.82,3753707245.70,3528961452.32,0,3206506442.14,0,2552821118.36,0,2243957037.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,794232137.01,2002291889.36,2165043106.16,1864562137.89,2698430628.79,2247614079.76,1822636648.31,1130711653.45,1445322760.13,1216084321.77,1168171742.98,1021552403.25,1402812509.75,1422337587.42,1136576715.33,708850241.85,1010411370.45,1310365279.38,1260968314.16,915176165.68,1133423526.89,1582243884.75,1286933857.09,999186354.89,1174725947.93,1447843275.15,1232695641.22,742548244.30,870201766.06,889743935.43,621904867.42,785677554.57,565479607.54,753095889.02,396764761.32,626058481.38,238914944.55,195382288.03,324532619.28,394330408.71,227913251.59,156644325.70,133128074.27,178729988.43,63414466.46,54226025.58,126948068.68,187310885.14,121707347.55,63858185.77,30282514.23,21773571.63,38444905.67,40810919.38,14615865.00,16450658.95,31039148.95,18984009.98,18446846.96,3290540.00,10599324.80,16122219.24,40450938.31,19741375.20,5131480.14,24751119.48,23252690.00,28408000.00,27181400.00,18267400.00,5736155.10,14212650.30,15768050.00,15098044.00,9096700.00,7188025.00,19620000.00,6340000.00,9731000.00,0,0,0.0
7,应收账款,1971740685.77,2465658297.59,1998983803.03,2398507890.12,2134394774.87,2893499118.80,2668371918.51,2622995592.25,2083638692.19,2243659493.86,2038334699.16,1531203077.77,1150008608.61,1353028122.84,1107380322.13,1042551067.34,710204663.76,875037662.92,896988789.71,936156148.54,545252199.68,657743046.46,661866537.40,731604603.63,440009991.53,720544288.73,742108340.12,853657564.64,650474443.46,734048595.34,731469288.65,610193057.08,462992425.17,379722844.43,456741117.82,368505413.90,306097841.95,326216521.45,321793384.11,193670259.20,174488044.82,424428852.09,183444167.34,242825355.97,150597633.36,356031391.16,351987860.53,139886467.95,123868063.70,86840800.93,89489680.81,107136972.85,72157364.42,100336790.19,100485325.42,83251646.26,69099937.93,81411013.99,57211009.15,56047901.01,53536680.15,72215961.84,61720555.99,54639030.03,41119167.16,92187482.50,72237928.00,78319976.79,71430229.41,107337742.40,79168580.50,58945161.82,58982227.73,64847317.09,47730288.96,33421628.36,38907813.28,75812913.01,48915459.76,27745768.59,22388948.97,0.0
8,应收款项融资,1029551888.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
