,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,65318342.42,175959512.99,235812489.47,280961259.74,519876156.14,1056443675.14,1202871980.26,1289201658.80,781609852.56,1351885106.71,920437333.52,1221724707.53,727328469.08,733122959.76,783877711.76,866490904.18,666124684.53,761525927.97,645820438.83,550268076.95,264275732.35,344471397.20,299906113.21,239626293.83,172696285.17,225168533.29,254146599.06,315402240.10,317620584.50,206568007.65,234615483.13,248530618.52,216661280.95,428974581.53,331245403.43,324081659.77,192785129.54,148658108.12,160917578.85,116403599.93,101395541.02,107068956.69,163408189.78,130728967.18,228318726.87,83556957.89,61707949.40,74363038.28,55907945.79,39436414.71,20566066.77,66409372.19,52108016.77,30671705.32,27710240.16,30626149.80,38967192.15,73344997.30,84697992.24,58647175.81,62006223.79,72072490.32,72778078.18,80798540.90,96071619.34,126712338.02,88287044.13,122293058.18,87518407.12,105071185.11,89821723.78,139785836.82,183297680.14,15688154.49,17147965.25,3593710.32,4841530.61,8790859.37,12140576.62,85491321.05,0,28616716.57,0,17693147.27,0,13518000.00,0,4717707.56,10649589.21,67043613.56,0,0.0
3,交易性金融资产,0,0,0,0,6860686.16,6860686.16,6860686.16,6860686.16,16991070.67,38491070.67,47931070.67,5151070.67,0,0,0,2023300.00,14712011.35,4496034.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30924634.80,13258364.00,0,100000.00,100000.00,100000.00,0,0,0,0,0,0,0,1220000.00,1220000.00,670000.00,140000.00,130000.00,120000.00,120000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,550245332.17,545675503.10,571487446.54,627887680.38,601397506.71,586595885.25,439689004.46,393634024.65,0,309539480.98,0,152039505.05,0,222493996.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,45930926.20,3619290.00,28624271.90,50733187.60,110538731.00,135049565.42,140262487.60,150022790.00,49287785.00,39984390.00,10483839.59,1196900.00,1947403.00,1863331.98,3450518.98,5257214.00,2888000.00,503863.12,2823089.26,20755796.00,526962.00,1165015.47,1761754.89,3545485.00,3123713.68,8873235.55,8847438.73,14377925.00,8859963.45,3667296.00,18835624.29,6007200.00,6763747.16,8486672.97,8409832.41,535773.31,1598168.46,2054919.43,1335038.19,0,625907.68,917412.10,1419854.14,10980000.00,2389521.73,523295.00,4063747.11,840000.00,2041007.27,2259098.09,3828728.96,3696333.94,2519951.65,3182962.22,697063.91,100000.00,21954395.01,23206946.07,2466968.28,24142287.37,1304015.38,1918872.66,352872.96,6955859.77,2159936.00,4432168.10,5380000.00,7782500.00,0,1405008.50,2553934.49,0,0,0,200000.00,0,579573.08,2570000.00,0,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,504314405.97,542056213.10,542863174.64,577154492.78,490858775.71,451546319.83,299426516.86,243611234.65,311174460.10,269555090.98,254548203.10,150842605.05,264722711.53,220630664.31,182329674.96,100176855.68,161609376.90,137755102.18,149135891.40,123236318.12,253110721.59,245650237.65,199023233.26,189270922.63,219028610.88,227070306.43,193717474.55,194134100.12,192347743.38,201259344.24,182362648.47,146504415.65,202271997.35,181263644.27,150700145.71,121414314.68,114037403.14,118914750.62,116384340.30,126056496.38,143873515.33,137605761.23,185843834.58,162174051.79,154780133.11,171359368.53,209283454.92,203925338.82,307106170.03,308722226.19,113487821.23,68091555.13,73795609.14,70897625.20,79531410.03,83184038.83,106795562.69,122441357.40,123156425.85,124141962.34,219376693.42,246164968.03,236295959.66,258955240.81,214925643.19,196813001.22,86938687.42,216527434.61,131377426.94,126105352.27,123633401.02,111381748.08,45516125.18,174013917.52,298198399.86,271707860.14,271878903.29,230807539.01,221001426.13,177152358.56,0,142082085.52,0,98095875.60,0,0,0,62181565.49,65986738.68,55859335.48,24100128.75,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
