,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,379812973.96,775843794.90,899725352.87,954299903.54,1068875073.14,774924437.38,868800296.96,778536704.82,766212022.71,783789230.52,516657672.40,330017836.51,356823263.48,397091741.66,334451538.64,297443800.04,422103558.73,352584399.77,391210553.49,300033841.95,351429527.31,303048173.60,406521774.41,364912428.62,567155305.40,580333738.25,339187936.25,657063127.88,478991644.71,283341081.47,305080622.61,452528375.48,447277755.87,351105996.24,472239380.23,395512521.39,425152057.37,388189400.86,388846244.03,334567711.93,483394101.32,402683971.56,502676331.73,510007149.68,475416275.66,447950151.03,516869808.83,477723285.11,472253481.34,502196821.01,470190612.54,472368222.51,529868973.92,348245277.80,373166667.93,460142436.14,712622315.14,471367364.41,390373585.00,316316673.58,288476650.62,181858446.48,195423799.10,151788648.35,179235851.27,131874569.86,134797125.83,117777566.81,140964726.03,144295832.25,160348441.74,154405971.31,239638409.57,379289451.15,340468833.58,503242652.62,78407107.82,69193343.79,42133448.15,0.0
3,交易性金融资产,5722390.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.00,0.00,39100000.00,37599657.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000.00,0,0,218000.00,1200000.00,1200000.00,1200000.00,1200000.00,1200000.00,1200000.00,500000.00,500000.00,500000.00,500000.00,0,0,8000000.00,8000000.00,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,255969672.04,365432384.49,351862852.09,383109337.33,366226765.96,412703505.39,380359278.59,371638208.97,388535520.43,0,360187489.45,0,369635174.95,0,373310870.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,473400.00,94937784.74,84915781.32,106482478.01,114441545.64,120455766.42,111300975.66,120305804.03,118859513.62,108363987.93,113942783.53,102639654.48,116750380.16,109325860.46,97229647.44,83196059.20,84947505.66,67844682.31,48875511.47,83967206.32,62758751.95,74370524.73,71322556.75,90169754.34,90704806.52,83988480.69,83529673.99,103862601.87,119995363.00,167773526.89,113041437.09,130184170.38,151242627.23,109288618.24,124153422.84,86766299.88,134497583.81,135292830.87,140898815.26,119423548.86,159024267.78,97333737.76,101778167.50,106416983.95,126632166.28,100264111.91,105976558.17,101590353.80,155823682.93,83304503.02,89360219.02,230383724.35,238935999.61,333545365.83,286591074.78,309688369.83,415750601.48,394086793.16,376611811.37,329532622.73,323942756.06,173300386.03,171379255.79,110342920.93,123787956.63,102675916.07,90819000.54,44466062.20,35534193.86,31961111.10,27726312.47,31621990.22,47736016.28,35078699.54,480000.00,250000.00,0,0,0,0.0
7,应收账款,255496272.04,270494599.75,266947070.77,276626859.32,251785220.32,292247738.97,269058302.93,251332404.94,269676006.81,282560642.47,246244705.92,256116090.58,252884794.79,269464628.74,276081222.68,257393043.05,201604985.60,269148205.06,280145325.28,246117190.02,219867996.55,243975856.35,255860590.94,226728147.18,218303790.90,237012597.76,238664737.47,247275365.80,236838645.14,277577041.85,275485275.55,273337814.49,227905802.24,312124632.80,307294611.68,317643791.41,319296633.46,330920635.62,327026678.48,324730633.40,318500535.19,425225855.17,390452111.97,374483333.08,383029483.08,500125112.50,471321959.27,478286217.64,396479646.37,445459944.32,441289383.90,423323803.19,363202845.10,415175946.25,389027536.07,396775015.02,312125159.49,387368234.73,336499101.60,381956194.48,344466150.85,348119887.15,301590112.84,325913747.73,272468243.55,305637574.11,279458865.61,353749528.22,253874430.39,273785735.92,264830439.61,246705251.66,229315139.86,257208421.46,337591004.15,259062697.19,256402399.45,233938570.94,237602947.10,0.0
8,应收款项融资,103931908.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
