,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,628263015.86,392324324.51,524053440.18,381514060.76,657209106.38,372380247.74,649379631.35,807239387.72,825073297.94,628802134.61,840312517.22,665039644.73,813996162.20,437238103.56,461087052.69,424778132.60,389311176.47,271021467.74,214514203.34,197416745.34,266707852.51,978096409.84,904341058.82,1042689240.21,1215804016.39,1116223904.02,1252387535.88,1047350344.80,1475500805.74,1286463239.07,1164169450.87,1458935252.08,1069145768.97,867683520.40,545492730.20,413516556.34,474171843.70,232983699.64,355657504.44,497740046.25,503844303.22,394242337.33,381491671.87,369536389.87,182050919.83,186486106.56,278809467.82,222699368.77,450440082.07,150259342.88,149274080.15,143526955.02,128361031.84,185475313.53,166256489.15,165584092.19,161994942.77,141779875.66,233328708.61,230015418.47,96985988.59,214359295.97,309103301.85,243871531.21,179516527.87,98607074.23,68559230.67,90027986.57,157578052.26,57337011.05,71718604.25,58697078.97,112487743.08,120860962.85,351346056.57,20391500.87,35238038.38,28019633.75,22661193.83,0.0
3,交易性金融资产,1171180662.66,1470520250.72,1451636716.94,1638551724.89,145809527.83,155168592.23,141968055.64,144145079.16,147771537.96,149870479.89,170298913.00,162672892.01,59804760.74,65112990.02,65646156.04,69570329.20,38489722.98,40995400.00,45294385.70,33894380.00,29106450.00,18384400.00,15483193.60,14946080.00,15658338.00,19854058.61,18773926.64,19765585.67,20082002.63,19657584.96,19813429.76,18540020.33,16919533.09,16490903.81,20285338.01,22151666.94,21270105.13,21164152.71,20919281.22,1504659.80,0,39980189.28,1496530.67,1227006.24,1031936.07,1215000.00,1309500.00,1500000.00,0,3670047.12,0,0,1000000.00,1300000.00,300000.00,0,1000000.00,1000000.00,0,0,0,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,566368623.53,635774753.54,552735071.20,461956979.38,551239876.17,614726530.16,633373237.35,526381745.73,591706269.27,0,528347730.08,0,410662082.08,0,424562312.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,86774970.79,69803218.26,54585456.41,53202366.48,33654867.01,45291347.53,40595718.17,56310062.04,52572028.04,61148463.10,33969255.58,26231868.16,38752162.85,36905013.74,25236293.29,45357643.84,42026360.28,38033233.21,18663316.90,24206847.00,27579721.75,27747031.69,30107432.00,28548533.56,25415741.82,28592223.29,42894161.11,49605714.57,45677637.38,32973492.49,68160556.06,33985777.40,50968216.89,40815834.40,19598991.06,41989393.17,45828366.47,19202794.18,30701429.86,25434887.87,14884338.88,7517632.69,6462030.00,4540600.00,4562882.00,3359016.89,4372062.92,28549110.81,84248868.11,73370579.44,43300627.28,50566836.82,26410940.66,27886368.89,14460413.00,4073793.04,9008842.23,7612513.17,4194976.21,8234905.79,3220526.79,2370875.00,1391577.00,1690335.00,2403397.00,1730570.00,5087875.00,5172511.00,4294440.09,3765140.05,3147521.84,3080081.74,3781633.60,1617000.00,1524000.00,276778.22,0,0,0.0
7,应收账款,566368623.53,548999782.75,482931852.94,407371522.97,498037509.69,581071663.15,588081889.82,485786027.56,535396207.23,442409435.42,467199266.98,397688731.58,384430213.92,361856570.68,387657299.13,297449795.06,329597844.51,325318189.70,300216541.97,257741806.73,267004101.09,263665735.08,240191106.48,224518124.58,253863694.28,412545891.71,433077405.38,349888606.88,321219424.76,466786820.20,528436500.12,452154147.38,475299198.44,692245692.96,523761962.88,331790203.69,363901657.73,320492474.83,338030051.52,259953519.26,232927598.33,225133476.02,197348541.23,154908815.13,201787129.59,248195489.44,234611059.78,194437980.81,310504737.29,281551291.27,316808040.11,273236184.11,380811108.78,344478046.34,312373552.14,259824099.86,275636331.76,249849500.07,255219975.53,253996848.57,239924369.27,196734615.62,206518563.43,157579451.23,226353960.15,123220951.48,176743352.88,126956521.06,120357672.60,134583055.00,141617693.19,104786669.00,95980594.36,56847578.35,78270533.23,73687156.57,56401477.38,56414100.39,36265521.07,0.0
8,应收款项融资,89060274.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
