,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,796035954.86,838411469.65,1375332976.71,243569541.00,286817594.08,349424557.86,442262042.05,675542297.11,708486172.70,542141444.59,402184508.29,348805323.80,412684682.77,252583352.26,333940425.65,446762109.53,371103421.00,451972692.28,259147980.69,490863268.09,343820146.09,457541405.75,370254295.02,395141542.26,94470916.66,118574218.34,98382800.00,295331613.46,216684207.70,182665055.39,0,176880706.53,195383019.14,192874344.96,217953626.66,242722651.77,257064340.04,282326651.39,259763046.19,274342964.65,301527494.51,228259646.73,330542868.89,369569504.30,329510995.89,275352823.25,432643587.98,410459484.24,272046577.12,278894300.82,381513255.20,441057098.02,241452378.37,83114916.30,26722201.16,23089906.09,78404251.26,93762170.04,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,763249285.67,707979353.97,580562624.11,603300758.84,310891035.98,340397582.67,322929334.15,402034060.36,348847132.49,367691751.56,383172152.33,404826005.33,312575034.87,309867966.83,398858151.90,424011589.90,355767624.94,363975518.89,364172615.36,433806440.79,76921648.95,49262338.46,45278055.24,41493334.47,29536151.64,22141964.22,13978400.00,13719217.58,18036729.05,2267854.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,23309958.21,14021048.84,10711048.84,11223446.41,2700000.00,1000000.00,1000000.00,2000000.00,1700000.00,4133472.00,5433472.00,10283472.00,12100000.00,7758461.85,8598461.85,1850000.00,1000000.00,5700000.00,5188977.20,450000.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,739939327.46,693958305.13,569851575.27,592077312.43,308191035.98,339397582.67,321929334.15,400034060.36,347147132.49,363558279.56,377738680.33,394542533.33,300475034.87,302109504.98,390259690.05,422161589.90,354767624.94,358275518.89,358983638.16,433356440.79,76921648.95,49262338.46,45278055.24,41493334.47,29536151.64,22141964.22,13978400.00,13719217.58,18036729.05,2267854.26,0,13312945.76,516414.68,517667.67,509581.75,201120.00,229822.94,515496.73,576679.98,258674.69,742713.28,598702.79,591294.56,413169.56,1429101.14,1262154.48,3413100.48,2950625.56,729831.95,729831.95,1397715.28,879931.95,122421.75,134777.70,126255.00,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
