,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19960331,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,208563949.24,86184800.42,79514313.33,199908867.22,197098250.72,90533270.90,135926320.54,104324362.63,107405958.79,45633439.99,69905937.34,194935330.23,229236137.51,97618180.56,162721781.72,294647973.85,268288781.39,102616221.33,133162456.89,188539947.56,143480044.69,131826918.73,152407011.57,115727769.34,140380442.87,93354141.91,96124138.28,121248017.36,59438843.97,109471481.40,134750409.79,131020475.93,63302712.87,70902698.30,64833823.55,29167636.65,39470546.55,99181973.10,142303581.73,123846289.52,115435696.10,171613850.58,187392513.46,166516486.11,90309113.24,101400682.32,74819709.73,95522753.32,106486176.66,113429848.70,73959822.85,55817586.96,69913208.63,83029903.56,44087696.28,103091447.26,101892010.57,72112328.83,49924226.89,11345290.40,26274064.68,33445349.10,74707072.02,39935579.81,56350614.33,55382385.29,73834684.86,101080913.92,154322898.53,117577169.32,153789859.50,47761436.67,138419549.38,60452059.57,27369543.85,18865429.00,28802983.50,59958386.51,21838035.64,26421035.89,23253127.92,0,66370834.34,0,0,4354492.73,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,66295814.40,20552926.69,14930281.07,107181336.31,65227040.36,23630229.64,65943220.93,111829958.33,79600269.85,0,28129251.77,0,89649079.43,0,44037184.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,8139360.00,41078400.00,41078400.00,0,0,0,40421520.00,20429820.00,0,0,0,0,0,0,0,15000000.00,23390000.00,34390000.00,73462634.84,94462634.84,94000000.00,97000000.00,70000000.00,85000000.00,67000000.00,47000000.00,67000000.00,67000000.00,51000000.00,61000000.00,70100000.00,81100000.00,96000000.00,90000000.00,67000000.00,67000000.00,52000000.00,52000000.00,52000000.00,37000000.00,47000000.00,47000000.00,64000000.00,64000000.00,50000000.00,50000000.00,50000000.00,50000000.00,20000000.00,20000000.00,34100000.00,34100000.00,34000000.00,34000000.00,12000000.00,12000000.00,0,0,12000000.00,12000000.00,0,0,10000000.00,10000000.00,0,0,2450000.00,2875515.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,66295814.40,20552926.69,14930281.07,107181336.31,65227040.36,15490869.64,24864820.93,70751558.33,79600269.85,20831095.06,28129251.77,62870546.57,69219259.43,44522095.10,44037184.92,87819699.54,86435992.17,43512970.46,53817469.95,78065760.90,113485273.83,44829143.84,59294572.79,164209844.49,160552842.22,204182933.77,228258842.99,312706520.04,230298251.07,247911651.75,296136072.85,315601972.26,213108622.75,262863107.74,321413421.63,344237651.99,219694947.95,295422546.91,357968794.09,359998441.88,219604091.87,350669818.44,345330493.81,362681506.59,232637170.70,321123716.45,353073265.99,388610259.81,277775453.22,404733837.35,437823164.30,593678513.20,426887343.34,492158535.23,526905856.06,547304239.04,363143242.02,401444065.95,392082359.59,452506169.59,388574091.00,359822198.33,348587027.88,398052266.02,290624330.47,320634398.55,353131189.96,414937327.80,303306112.02,370517120.21,371507012.10,435971066.20,314791219.68,378481982.94,253345359.16,356553748.29,366885207.85,334553880.24,270419568.64,244517724.18,172557138.55,0,132928878.91,0,142311478.31,105185987.60,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,238830066.84,272499145.56,165850116.55,246693454.73,234668800.40,182803473.46,131339689.54,169246687.63,161274099.33,83322066.08,129701254.41,234868719.39,196708068.62,148493496.80,98960554.15,101202924.88,105699835.14,102540809.81,72542896.72,77566075.09,71531478.00,41838699.13,43570381.31,90846124.97,42337693.46,54898824.47,97149975.81,89127009.64,110157757.59,91538792.56,126102019.17,195613867.63,132262300.39,136490770.52,132122960.81,68502913.95,114975470.47,188259597.29,206632870.17,355649411.37,315245448.45,365286388.30,332427953.41,349702715.70,396518605.09,303564799.13,231707168.93,215936679.45,229382968.33,168008008.67,121624090.47,101393279.81,103306425.64,112852360.90,114525188.74,97652281.33,137225937.59,125895774.65,119019750.22,84824528.36,49172034.68,20767236.69,21594587.32,15188436.38,32204057.42,54967949.68,53296018.98,66877619.25,70198871.66,20547503.43,21930203.00,59713791.96,65095090.50,45403761.21,17307308.15,11643770.21,12276958.85,1163946.26,7396235.32,7591876.58,8303152.73,0,10726595.56,0,0,1147999.08,0.0
10,其他应收款(合计),3175984.46,4802976.83,4756627.82,4791424.22,5391173.41,5063050.47,4875781.21,4895960.96,4401076.02,0,854792.34,0,40074829.98,0,6214929.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
