,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,529541052.63,677815180.87,342286785.59,420951064.72,731404663.81,534459521.83,414456234.22,536676277.57,266771899.94,400651838.32,718833744.74,763468280.36,896712570.53,742484259.10,887459562.67,886042656.50,657890918.44,638316590.00,713724778.82,634803408.14,794895750.56,70706447.26,58500481.54,55439834.53,56177886.20,52798568.81,73803422.37,92232502.49,221994656.91,248892841.27,139779082.80,213158973.07,366463126.23,735312890.06,1067351437.31,1209110909.41,460252367.24,502974153.57,592436668.17,829764589.10,1413868639.93,648047543.47,132062785.02,336151388.51,605187023.76,26764072.37,110000000.00,255820.92,109030.74,219223.03,81860.16,6890614.53,586372.86,357367.76,892861.11,6773342.52,141989.16,1781753.97,1655596.62,755389.88,5494179.50,8019475.09,15700596.48,17304847.50,148286573.57,221383884.45,200540780.55,281266317.29,378899158.14,390477232.92,62401986.03,62477834.10,47048966.88,0.0
3,交易性金融资产,0,0,400000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4971640.23,4971640.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34526308.91,0,35000000.00,35000000.00,35000000.00,35000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,13474009.13,9222162.09,10293196.47,16125067.53,12922931.15,11532496.16,9122774.07,7049869.58,0,6543285.82,0,15425420.13,0,4523567.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,400000.00,0,88388.89,0,0,0,245000.00,100000.00,250000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858784.43,0,0,0,0,0,0,0,0,0,0,0,0,0,8093943.80,0,0,0,0,0,0,0,0.0
7,应收账款,13074009.13,9222162.09,10204807.58,16125067.53,12922931.15,11532496.16,8877774.07,6949869.58,5975663.27,6543285.82,13086618.90,15425420.13,2595350.14,4523567.36,2412807.04,8042273.35,7858032.59,9194031.33,9061733.93,12124254.00,15937330.12,8659313.23,5050323.83,6032881.80,10822530.52,16441503.26,14393304.50,26974371.58,27170519.59,56770075.01,96030117.59,91197495.32,46821536.80,46929880.80,64270715.80,77584715.80,0,3210879.57,10620.82,11078832.32,10941977.00,8363598.47,60236458.92,82039320.00,95532871.04,63097788.44,0,52878325.57,27831395.03,16355925.20,17067797.48,14150008.17,18606292.21,24347569.12,17064133.74,26487631.28,39876656.23,50499518.92,66318808.97,77444974.72,63081357.19,68559240.89,80644291.97,58256834.28,95550360.32,94016312.56,130887255.49,94057502.66,73320490.22,51650087.60,44972498.94,27374028.12,23462721.15,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
