,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,40131377.24,331091987.18,572638979.27,693091766.63,859328632.73,701985687.87,541875967.04,641350225.16,707945198.78,741117582.33,1100964336.37,1259042766.44,440246396.03,613210044.89,339827550.22,321115617.17,280637200.59,367903079.13,334804177.74,305158739.02,668987461.48,572739298.07,592822556.75,205625431.66,333926820.36,326439678.83,632015512.77,747655667.49,532818781.52,624225885.09,107711228.11,115034332.11,127000633.46,161939310.47,109492059.52,177068383.44,127445352.17,162995685.78,52691740.21,48321944.33,132152056.87,90389260.87,24961914.49,37469740.11,57914988.13,27496480.22,75988393.09,45313261.89,90535625.48,53126802.68,27377107.71,79761174.61,52125940.11,62959476.50,59627199.49,42886004.93,131705092.77,125895653.74,201617418.78,180713582.94,213714864.26,187999447.99,190546626.98,155897177.06,195001428.72,190924759.05,304000317.35,145481583.53,148734771.69,121502805.03,98748125.46,82436082.32,116797167.02,176334588.58,191862725.23,134007067.62,118870704.08,50122552.40,219128894.10,309375969.09,0,86566797.39,0,76003179.00,37920104.75,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000.00,43500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49998123.80,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1377562383.72,1405753399.82,1439289133.44,1179317938.01,1535892309.19,1711842653.77,1056794829.52,1105194464.85,0,664780796.19,0,443896952.16,0,504320053.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,65000.00,10268155.00,12167495.00,180776105.00,201809092.00,172863934.00,18984267.00,0,925989.93,0,7118200.00,2663950.00,133182850.00,333728100.00,337596100.00,333730350.00,3410000.00,223880974.36,257816249.62,255020808.34,253187067.76,290965183.40,265521594.73,225873391.58,210203485.89,251601459.87,216653328.64,178918415.57,197771313.91,229940522.15,284896959.89,66645000.00,27932765.50,6025358.04,15387227.49,57248514.75,18010603.00,58528583.70,70732772.15,66377653.33,36961184.00,51761033.53,36405319.69,56000849.40,23665222.50,26906278.04,48471493.54,49119311.85,58449608.15,65195000.00,42060014.40,47367695.06,24792669.03,5985020.34,25126970.10,46474400.66,26617920.77,63461490.15,44436932.35,45018241.61,46607492.02,49428625.99,59604898.18,24300230.08,4970000.00,12685000.00,17173963.39,11799935.42,6840000.00,13110000.00,20363000.00,28212326.50,2060000.00,46186058.24,39639374.84,35830000.00,47717000.00,36065000.00,17890000.00,0,0,0,0,0,0.0
7,应收账款,1377562383.72,1405688399.82,1429020978.44,1167150443.01,1355116204.19,1510033561.77,883930895.52,1086210197.85,951743880.71,663854806.26,498677545.70,436778752.16,385265453.92,371137203.47,368024029.69,104040978.53,504343849.75,267008583.05,25879827.60,21308198.87,40228426.28,42154396.02,42864143.52,41942979.89,64843261.25,61031465.58,62482529.67,50023368.65,46819733.70,45941479.23,50945935.78,30969015.08,77531640.62,65583979.87,25495606.17,19954868.70,25501145.22,19192029.55,24407414.25,16799304.38,14639032.10,27822523.70,25371073.61,17808141.61,34576786.50,44801739.52,38984181.11,16652929.51,35749234.48,30021114.57,39094157.74,23089888.47,42653553.21,32293436.22,33336990.58,28630896.16,29757182.48,38522639.53,37489308.62,27987702.54,30543282.26,27350837.92,33218123.37,33807143.98,32294337.44,33790929.41,33239202.39,28972321.17,29815290.43,32009100.83,34502413.37,11485170.63,26274538.96,80784412.15,21205654.18,16987170.64,26771514.54,22149187.44,76002913.28,39694115.21,0,64338638.26,0,23958056.43,24948427.60,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
