,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,894308765.21,811939079.31,1072732640.43,1019610068.01,1074454880.59,668926762.82,906233380.34,850029639.44,906673870.47,873571791.04,863823274.98,1005277714.10,913552514.94,276121174.54,244052435.68,442413023.49,50970537.26,19062146.30,18852438.75,21506533.74,69960788.84,33818063.54,84329850.41,35136201.99,29903271.00,66993741.06,35692463.94,47075712.84,67175079.41,34149283.65,93377978.30,48904516.35,67420164.68,85680939.33,56025219.58,49767126.69,10266626.74,35930196.61,16220239.78,12070986.26,17193250.28,60414562.75,105837724.13,29344813.41,40427201.51,32973956.96,91293680.10,142140602.02,104661669.77,31418102.72,54376628.41,54253514.09,51799271.68,24393335.78,49691431.54,21106181.31,63740082.37,75736576.69,86902108.83,90544805.67,114446008.46,98689742.58,157790693.94,140186531.84,186337722.41,177494091.77,214880078.20,230222186.45,18423490.26,33949528.23,26202809.17,22846920.10,14554127.98,0.0
3,交易性金融资产,120000000.00,53910000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,177166236.75,113281420.69,292913038.52,136966327.14,237153977.11,131459558.01,297034759.51,152684273.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,143390898.54,68415161.48,273365748.57,111788203.09,225744538.72,120043999.12,296825869.46,152316294.03,155576533.08,52609747.28,221461453.59,88414378.94,116530994.17,74013844.74,150704798.92,73357992.50,15751980.00,22463403.25,24300316.13,14795519.96,25983901.96,12696509.75,68869545.93,4300000.00,772571.00,21975450.00,22316458.85,42956394.47,60143141.47,51518100.00,109207625.65,13564000.00,29871743.48,8039549.00,9630554.96,0,1865758.95,0,230000.00,230000.00,3003995.84,1445635.62,9106437.57,0,0,23618275.96,56922561.41,23362489.27,40548855.20,800000.00,2000000.00,4092400.00,2185000.00,8615000.00,4225000.00,0,1030000.00,5049760.00,1500000.00,150000.00,6204645.67,990000.00,1423453.00,3700000.00,1790000.00,3450000.00,3000000.00,2700000.00,2864750.00,2350000.00,5391720.00,8044150.00,7820000.00,0.0
7,应收账款,33775338.21,44866259.21,19547289.95,25178124.05,11409438.39,11415558.89,208890.05,367979.10,367979.10,367979.10,367979.10,367979.10,379402.83,413004.78,683466.77,418674.49,456975.46,1342667.98,475478.77,58225396.58,905795.79,814401.99,837808.62,891835.83,562797.51,539815.51,536815.51,3692594.01,663307.90,678685.10,689673.77,601020.57,799509.22,577824.42,616464.42,577824.42,971740.42,1016623.23,969754.92,825679.54,952638.44,809979.40,1400824.23,3832468.59,6993713.20,10929571.09,10320084.45,16320648.49,22317504.86,38947480.67,49957753.10,50145396.23,48925713.59,28488780.31,25682916.87,25436163.65,28282786.46,29419374.92,30530275.05,29713905.35,27226210.68,48477324.27,61981348.32,34935233.89,24301373.88,31496163.58,23172833.62,22157850.90,34060474.36,34289583.22,23693869.82,25965283.49,15450506.57,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
