,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,927299786.18,903333423.56,753216445.52,1068302311.01,1014607600.45,899963626.27,764645825.42,778354663.58,724846456.79,731574326.78,740402671.06,790060662.26,898046934.58,785995700.90,606244133.70,418532889.38,250363712.23,737220384.66,621208242.17,642859401.42,605526487.06,661505704.06,761229378.96,646253270.85,711187991.29,768306125.40,683704522.15,952088352.78,957059833.00,600256297.84,566317635.10,694894643.81,537903940.36,702041666.38,704190528.85,811579664.58,748895503.67,348903238.81,281952908.15,371359060.24,264752776.49,315654721.41,227106051.06,338963810.55,130568162.16,130643536.30,209780645.41,266498773.58,112590122.26,111086271.64,52454058.36,68070134.99,69123607.26,59594364.26,32642536.24,83386937.84,83542776.56,109526402.27,87370573.40,70153579.01,44445181.23,121541316.03,143301398.31,41421667.28,116645399.03,150295988.42,207625969.49,132740414.63,190211292.66,128167830.18,196009075.63,263113729.11,266810251.61,187242420.48,230159857.37,135576683.74,155240007.06,25364899.70,30912456.19,28249878.23,49769908.62,0,122445489.70,4286031.23,2322966.61,4881336.62,0.0
3,交易性金融资产,654068750.12,720420000.00,669420000.00,149950000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00,800000.00,0,0,0,0,0,0,0,10000000.00,10000000.00,20000000.00,0,0,0,0,9978817.80,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1104182004.25,971515315.06,974935608.57,1167338657.25,978996839.18,871896775.31,904895856.50,871825712.76,840578525.71,0,633485424.04,0,462956440.37,0,585676848.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,896398201.48,790960306.67,802678945.41,944361091.74,974868086.69,860811363.13,898478596.11,850295480.20,824511632.86,711282800.60,609651595.65,574005606.86,449404461.18,362050068.77,571767254.33,782408293.86,734430025.02,555232948.70,586769375.23,662308630.98,771359322.88,623221564.93,639051579.53,628086070.87,533095300.06,401882224.67,469584924.18,527786292.71,485791763.54,441530856.19,365111590.72,430921320.17,453404524.90,283070287.74,81496932.57,160539616.49,366913451.02,134179315.46,191670195.70,144017287.35,212719217.04,191387619.16,61141533.81,195427217.48,201989690.99,183746515.83,192076450.17,249879594.75,177581503.74,272891342.11,222317738.93,237511204.15,240761269.66,149307725.86,141015877.91,145140825.64,75445610.63,128661956.04,172956069.88,194887140.38,125330469.69,91291729.41,50616189.49,60355355.59,113917970.52,64835460.90,48110371.64,112902087.89,8509162.00,45494277.58,44836944.10,6056000.00,1463500.00,2500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,207783802.77,180555008.39,172256663.16,222977565.51,4128752.49,11085412.18,6417260.39,21530232.56,16066892.85,19087032.28,23833828.39,16810682.89,13551979.19,14725876.62,13909593.80,13471372.16,11334932.55,187534347.86,157227707.34,175165100.59,111913298.81,157497483.81,135500039.94,164716920.90,65608866.93,112063372.93,101610494.30,99772153.03,30585351.79,103303365.68,72172210.09,66844615.30,17421431.82,135206999.03,45040973.84,57712200.87,15317584.74,84251940.04,32971109.03,29000883.34,4527831.37,33562960.94,35944676.72,14496667.76,14188901.70,51718843.06,40505693.70,33277110.92,34482882.43,37044413.81,33108173.06,30070923.39,24628087.88,33179302.41,30477062.43,35035814.37,38000604.07,38598477.14,46486166.92,47128416.50,58840845.97,72941035.72,79203365.37,69513918.03,65965441.96,71146212.34,98962631.50,104952604.43,78746085.03,94794636.66,107342990.18,149455538.10,112878915.07,139655697.78,89684213.82,91249254.54,81368840.66,82691229.88,91642929.35,92444543.82,72575924.73,0,28109920.84,18549483.89,9728732.48,9870162.95,0.0
8,应收款项融资,38905841.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
