,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,495115350.24,639403813.85,819827751.54,1192528393.14,633977186.95,545883940.92,198154783.77,318467833.40,779830288.74,553708346.34,399179000.38,675296574.26,1062053370.53,1075284371.70,1184390121.41,2173697442.81,894938503.19,944608110.01,529547890.29,457352102.00,182059662.83,234315061.60,384583223.63,942975941.35,1130329981.75,655618162.49,1512799412.98,808312432.29,1370653453.58,1510810892.43,441769203.09,388126449.23,202692248.96,144952260.24,76355774.19,263077986.79,213404752.46,210260037.54,335338991.05,293642274.84,251655899.49,219647833.08,284157598.10,263584280.72,266230929.54,303786605.44,272340681.45,257700719.68,219574616.66,209075559.75,238079056.34,197903588.63,260323274.57,275120072.03,0,180306075.90,185794263.78,273423848.08,310160718.66,510211315.09,221338240.87,428787062.17,479309140.30,464672532.52,374196112.78,531557649.71,517006228.72,384236265.60,358416838.41,1720339503.95,1054199337.47,1625184789.64,2153932474.66,1600219935.78,1179678113.10,689414125.35,400497618.20,468080228.58,237598471.36,406206218.84,0,217209781.30,0,212938852.58,0,475209018.67,0,0,52755977.75,50638559.72,2559007.55,4749923.78,0.0
3,交易性金融资产,3185216815.75,3761819579.93,4062183816.93,248274718.39,273418987.48,300082318.23,333771521.42,369547960.79,350665075.44,260948469.49,272714297.07,228322005.88,96032408.30,388552161.35,485647296.00,516109411.00,18852495.00,52302550.00,8177898.07,49097661.56,40351681.93,45099412.41,45517235.07,38714838.28,17855196.46,31607634.88,21463803.73,10541059.21,29073988.93,23943666.88,32824192.00,30001682.23,42454263.36,40524291.91,47532006.49,39407134.22,22279600.00,37162941.35,14643730.00,3529304.00,16044944.80,8902020.00,353400.00,7816719.01,0,0,0,0,4989370.00,718290.00,10662744.00,4335440.00,63081086.19,80610131.79,0,120082311.12,191327659.10,299521027.50,322088091.35,264372525.37,323609435.11,292066909.33,295711875.81,254476004.40,358030351.71,460160184.15,487236743.51,510987975.58,671091704.71,783801352.94,1366870681.10,633357897.08,304692498.47,319077803.25,375639585.44,268287009.09,119455455.18,64019354.38,88226912.18,283092330.48,0,58397169.53,0,68619098.63,0,37730389.55,0,0,3000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130099.41,130099.41,212867.67,254205.68,315472.77,318356.60,283297.22,333239.17,5509263.67,7400906.82,7410818.90,43717.27,378648.97,6131497.86,418000.00,1389033.10,1513751.70,1419113.65,10395540.15,1462352.62,3253144.62,0,5088560.38,2455642.94,3193589.70,3335043.78,6252579.32,13939720.07,21060396.89,14039704.55,15637584.13,11024759.57,11033143.57,15338740.52,13798170.06,18323904.86,17874576.04,28121974.20,23549603.54,69597989.31,63493184.85,76250731.62,127106024.31,132488141.62,97286230.11,239466016.79,200012671.04,0,161355611.87,0,56731115.23,0,50894271.17,0,0,19543147.73,11840515.53,10505033.42,11487568.99,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
