,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,435527466.96,488286021.31,537655216.81,693276626.30,258743459.15,271693624.68,218492265.27,345057871.73,151585075.50,289671373.97,186377407.22,338214720.30,260366187.14,186723958.92,182992988.03,225146645.18,239940015.48,245952757.88,443508893.95,283120467.94,158830881.74,161981922.41,181143928.74,190356057.52,187693701.29,181863939.89,226081241.79,298465458.23,278996054.96,223208076.09,220879164.55,281842011.28,197781551.53,154941913.55,232974581.10,248405628.93,168757123.41,128226760.43,177060967.97,139251462.59,166948632.01,136713252.71,129934118.26,186968003.59,113457633.65,91366882.73,93802900.91,207745914.92,111207055.24,85652722.14,61831933.41,116491945.13,91709270.86,79083891.06,83086009.97,110411832.20,73757471.07,80136078.23,84866106.16,99955673.14,46588910.09,54082942.54,55013484.64,75229592.41,65066320.38,64566794.57,61788037.32,77226119.68,63291854.30,67399246.43,76843000.00,87848821.47,95404904.51,256113090.88,39466192.03,32752434.11,11017678.44,46960032.40,61252279.42,48872098.17,15564720.00,25960686.72,11781900.00,7390710.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,30104182.24,0,0,0,0,0,0,0,0,0,0,0,1180045.12,760517.71,673033.31,664086.05,714787.23,732681.76,656132.92,754552.86,773441.53,672039.18,722740.35,710810.66,680986.44,809528.85,843031.39,892738.43,838060.69,739640.75,739640.75,946422.03,1009052.90,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1139596550.08,1222364554.61,1253823643.08,1064241627.49,1305234179.19,1223603990.51,845362974.37,699279688.74,0,635294230.25,0,488840417.93,575127121.58,568658041.36,547183362.10,417096245.50,0,0,0,116087550.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,950000.00,950000.00,11862000.00,10215000.00,350000.00,100000.00,420000.00,9820000.00,9400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000.00,6821621.04,13071621.04,18870000.00,14780000.00,4100000.00,7700000.00,12280000.00,13000000.00,9500000.00,15000000.00,0,0,0,0,0,0,0,500000.00,500000.00,0,700000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1138646550.08,1221414554.61,1241961643.08,1054026627.49,1304884179.19,1223503990.51,844942974.37,689459688.74,713016775.01,635294230.25,571015517.89,488840417.93,575127121.58,568658041.36,547183362.10,417096245.50,121572181.42,121486027.88,109390646.90,116087550.64,15884185.63,19070308.28,33805890.33,37666261.85,31091911.45,33679884.41,34925218.83,35451232.22,32035246.12,35932846.59,33726287.47,28782406.27,19662363.59,8011664.56,6514475.34,6389544.38,12812870.08,22011404.23,26188552.99,20408298.59,31412528.82,14535343.08,13694772.82,21484640.11,18078492.28,21440471.44,27997960.92,32117572.22,28712033.80,35552489.11,52398032.31,62850772.29,69873625.59,62470588.21,62846486.57,56677609.56,65081146.99,74268613.35,73433230.79,76795147.72,82418328.57,84733020.11,78678191.41,64112298.44,77691752.69,65744890.31,51329304.60,42568734.86,32311585.53,25795726.60,20772000.00,16428304.55,35337592.83,21866170.80,24129424.63,4872512.77,1360624.18,881544.84,706028.81,1945468.03,1671610.00,1648461.77,1633460.00,295430.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
