,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,990675535.57,553737294.89,473753290.37,585243102.38,528418247.77,257211508.28,246890004.22,252502558.77,232032541.42,171639617.95,204097046.94,284366175.80,308920615.95,449545978.53,438540687.44,544819618.30,286136016.13,465682232.92,484854154.67,352084141.72,611006725.06,743958717.72,824436432.10,816340685.72,615364971.87,600826371.55,611312144.10,624391974.01,622942555.02,680948362.15,677888968.69,586841245.66,533881998.28,530482758.53,511263615.86,460116775.46,411738166.77,373515040.03,353323668.38,331504893.10,271281638.55,236815352.13,227149522.47,196799604.01,180071993.30,152782077.32,97041970.15,72503019.48,103268120.16,106135841.54,117100814.97,103156814.07,36954653.95,39837701.65,39978109.14,43140558.97,63662240.27,26955588.65,30835030.26,41972044.44,31574252.08,46468875.25,44442374.01,61147021.45,17472896.92,33320586.73,22939805.32,40051102.01,54595717.67,56369814.36,20129692.36,66286519.21,33087624.24,48207018.57,5951778.96,24757359.64,9143901.44,59062095.66,28079057.82,78384203.67,0,27525820.69,0,6556508.19,0,9569000.00,0,11672781.59,9131026.73,9711424.57,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,71451762.12,79405896.74,93156991.00,129102471.80,166679206.38,187030885.98,0,4250.00,507567380.46,789693370.44,413481743.59,367388673.90,162038862.75,0,0,0,0,0,0,0,0,0,0,0,0,15518400.00,15518400.00,42451800.00,37910276.18,29994139.96,15865305.06,0,1332000.02,3926400.02,3339790.81,31612522.27,1641232.00,2692375.00,4321207.00,21901122.40,22116729.23,4339770.00,0,50000.00,50000.00,50000.00,50000.00,0,0,0,0,0,0,382658.60,1906300.00,1450400.00,1649590.00,2063470.00,1987700.00,1987700.00,2584800.00,11233150.00,29353059.92,29353059.92,37438888.20,35454495.63,26967574.63,26967574.63,10497387.96,10497387.96,5368629.58,5368629.58,0,10174280.80,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,463312674.27,443868423.47,455494072.18,418639100.40,399545830.98,244686063.88,225399664.92,190270097.68,0,0,206224031.54,189019729.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1441553.30,2141900.95,3810322.95,3308358.35,2494342.88,2705934.09,1814763.99,522823.00,235253.50,712324.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,0,750000.00,650000.00,0,0,600000.00,0,100000.00,500000.00,0,0,0,32585745.44,32585745.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000.00,4050000.00,53300.00,38400.00,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,461871120.97,441726522.52,451683749.23,415330742.05,397051488.10,241980129.79,223584900.93,189747274.68,222283419.76,204274640.57,206224031.54,189019729.24,176730265.91,171542760.39,153487162.08,162563613.56,104188337.34,109743314.94,115223335.39,118941173.18,49431511.02,53411842.10,48121085.21,50991106.73,59002901.84,56680518.52,37795301.98,41144489.72,26758975.01,26814458.45,27148731.12,25672793.72,21042089.30,22605594.09,22637110.52,20372076.66,15892621.50,15753068.42,22575964.17,27648906.27,24122851.58,31554627.31,24441573.83,29039797.70,34670165.28,30519736.65,20079933.41,34645526.77,22978546.74,35653082.01,34468391.91,33722345.48,26607875.28,39311966.44,31922752.81,24372592.35,22069901.33,27232121.10,18849016.14,19119751.63,27531663.95,40591153.19,22591139.47,28716891.62,22614027.24,36276187.98,36667967.37,24102901.71,32473455.62,44384775.05,23067280.72,28327888.66,30770888.72,27555068.93,36366495.87,46634533.13,48105508.94,55625468.87,67272120.78,65074531.89,0,71771255.63,0,60361574.15,0,0,0,19158136.22,17676451.82,6629025.48,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
