,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,673753784.63,895756807.66,995068258.30,951567418.37,987514282.04,1043778726.75,1021297174.78,1317702134.63,930884818.20,1393392565.19,1088830160.80,1429455768.87,1262530257.08,1326778115.38,1237743736.75,1669565821.22,1419212814.76,1076990879.17,927499773.69,432259839.75,594713656.96,717231515.26,565132470.08,580348886.91,616909070.71,440089700.08,560206707.76,566149345.88,548971685.68,276665386.96,394830184.71,390258349.08,407791173.22,138496515.37,222048221.63,691402116.68,654942616.95,525394727.86,395161946.06,455596167.38,455566399.54,462139591.31,621845217.71,394324682.23,274420884.20,209085526.03,296659174.06,268699150.29,286897649.08,287111910.60,246725662.71,211039851.19,234692588.55,216927092.96,164758144.36,262088295.01,216945876.60,203768478.22,234527743.47,252227212.72,213247120.60,257462777.47,33057096.86,51253111.44,141109453.93,77694191.97,32767760.36,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,25828768.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,9000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4846014274.54,4290107980.23,3869260678.53,3913457865.71,4426938837.64,4387968335.75,3487280407.12,2964188115.76,0,2365130355.46,0,1925459300.29,0,1629077211.52,0,0,0,0,0,0,0,0,0,0,581217395.31,0,511466880.90,577012427.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,197858721.32,174634032.20,139835283.27,160176452.32,108048592.94,54923942.41,54278557.90,52634378.38,89316818.44,81553045.11,19749364.00,7911268.40,45047186.43,40002868.80,7174662.00,4534580.00,19557917.35,1651366.00,850000.00,370000.00,355000.00,5305995.00,713374.00,5211040.00,2287960.00,1427985.00,280000.00,1050000.00,350000.00,1850000.00,50000.00,2320000.00,300372.53,1650372.53,370372.53,260000.00,0,0,200000.00,0,0,120000.00,170000.00,120000.00,590000.00,1450000.00,4950000.00,120000.00,100000.00,0,500000.00,45450000.00,600000.00,100000.00,0,800000.00,70000.00,130000.00,150000.00,469200.00,651129.51,781129.51,500000.00,530000.00,0,120000.00,0,0.0
7,应收账款,4648155553.22,4115473948.03,3729425395.26,3753281413.39,4318890244.70,4333044393.34,3433001849.22,2911553737.38,2581795096.85,2283577310.35,1996893726.41,1917548031.89,1710183554.97,1589074342.72,1361737837.09,1365496830.77,1477787982.76,594212313.23,600724904.65,682737059.66,597788515.42,621193027.11,586458651.65,652286112.18,578929435.31,532393124.63,511186880.90,575962427.45,444644493.53,507298589.48,475331129.35,624168404.86,624968652.50,576250294.06,442827579.97,446786238.70,354027233.10,369959082.96,308267123.11,359848410.18,344276804.34,364860452.90,325846664.93,358880852.16,417040948.05,389650106.23,390807782.13,660500288.01,573871463.87,587522358.48,540004807.82,606121780.24,605268845.32,633117488.05,579526151.52,625497184.26,367188001.11,313369585.54,260489719.67,313515342.40,300253830.18,219333165.49,159008163.59,237217884.68,100626567.81,150087890.91,153954961.68,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
