45,非流动资产合计,6143495900.91,6047667615.23,5980877892.14,5903627534.65,5882535412.16,5777590549.50,5745549992.75,5844635719.28,5836174889.80,5762204425.06,5623252209.02,5525861718.66,5525584507.75,138355723.96,140880224.61,143324404.06,146018514.54,325968396.91,314554416.48,312924929.92,311934204.43,281374638.54,254609436.48,258295482.09,261791631.03,2223665.54,2334682.20,2368653.77,2385795.18,2434541.66,2522250.10,2609793.55,2695287.61,2780457.46,2868500.36,2957241.95,3040895.65,3094541.76,3182158.32,3267278.91,3348601.86,2511218.78,2522386.84,2527626.06,2542822.37,5708350.18,5445881.81,5746784.47,5763771.19,10880757.91,10964322.16,11988035.79,14060784.32,3919530.30,12024439.00,12045949.71,11999135.25,6082966.92,17066659.38,17104797.32,17115487.15,16889399.72,26508297.32,33585188.92,33753325.95,34215676.76,34558955.51,34761504.68,34967504.50,38809910.42,82573184.09,82505081.92,83322891.00,85388706.81,97105830.57,148390027.88,146679840.92,94800320.11,93362317.32,96297399.43,95283517.70,63017026.58,61750837.14,42191797.18,39519602.48,29783180.23,30481400.00,24377300.06,23301416.67,21573947.32,7267881.06,10230637.76,4488114.09,1133571.24,1266814.84,2226416.98,0.0
46,资产总计,16076860681.20,16351675565.69,14195163498.38,14027028079.84,13165128262.69,11818977931.21,9804867624.37,9689804904.19,9426863475.88,8785595804.69,7470575678.59,6517382071.92,6479167252.77,242388166.11,245914771.44,257198708.45,258374340.89,404946256.54,398878207.36,380432870.08,400791196.92,369604022.90,371492548.33,365969469.98,371425372.20,38529798.02,38382570.69,39674605.93,39882611.39,43377648.67,38644033.11,33112722.68,33551561.03,33465200.46,34033159.04,34027301.31,36028819.86,33883848.00,35585312.32,4304034.77,4963989.80,4398596.95,3064593.84,2860816.11,15940887.95,18116268.85,19041032.73,34155916.00,34724270.90,51817726.85,55875441.93,123261326.25,128700482.60,38408820.48,49763559.40,57453767.23,63556086.64,103421703.99,118823635.90,123326320.87,123343631.22,148110292.27,194009360.24,309265187.40,327198832.01,170827009.23,170834272.72,172575504.36,173799070.15,525464867.24,578054334.24,586356518.76,706071294.36,1114463947.92,1145558130.65,1174040340.57,990160625.29,742719285.65,727214050.10,679183741.21,604118471.66,519603101.63,481184998.66,424863346.12,378485447.46,316534794.81,289915900.00,259670792.07,233701006.63,230077228.25,158158968.92,124056177.06,100542209.70,41951524.61,24384742.26,9696033.52,0.0
47,流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,短期借款,52275000.00,55275000.00,51000000.00,51000000.00,51000000.00,38000000.00,25000000.00,35000000.00,35000000.00,35000000.00,20000000.00,0,0,818238.98,812529.03,791698.72,795668.73,779457.85,744720.25,747587.48,749768.54,737429.64,740027.30,740296.87,747060.59,753321.94,755049.64,768135.97,770169.98,777374.82,774997.71,772830.54,772511.96,778673.65,793058.82,804025.36,811487.51,847291.14,834437.61,836925.00,836667.68,837451.88,837451.88,837451.88,20837451.88,20895041.55,20895041.55,20895041.55,20895041.55,20978634.18,20978634.18,23278634.18,23278634.18,32147107.77,32147107.77,37678430.03,37678430.03,115365049.09,115365049.09,134765049.09,134765049.09,134765089.91,153520214.39,240697434.39,240697434.39,284172149.56,287172149.56,295872149.56,319652149.56,344836341.47,354218341.47,436519414.78,490958303.78,665474430.00,608300290.00,610029300.00,579047504.00,333400000.00,346500000.00,338340000.00,262500000.00,0,169000000.00,0,83000000.00,0,25000000.00,0,35000000.00,29000000.00,54000000.00,24000000.00,15000000.00,0,8000000.00,0,0.0
49,交易性金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,应付票据及应付账款,1311920915.43,1153809731.64,520330137.64,503835046.07,479033178.71,401876221.21,526071593.62,546749374.23,631528441.73,0,197706533.55,0,153640758.10,1659950.68,1606750.68,10371736.77,7780899.05,11168168.88,5361950.44,2951917.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,应付票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,100000000.00,100607751.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,应付账款,1311920915.43,1153809731.64,520330137.64,0,479033178.71,0,526071593.62,546749374.23,631528441.73,169666366.28,197706533.55,160551238.36,153640758.10,1659950.68,1606750.68,10371736.77,7780899.05,11168168.88,5361950.44,2951917.45,3221917.45,-14103376.48,2362962.32,2536155.91,2270155.65,121.74,200686.04,0,0,0,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,344578.00,764148.90,764148.90,764148.88,764148.88,764148.88,764148.88,764148.88,764148.88,764148.88,765013.40,764148.88,764148.88,764148.89,764148.88,764148.88,764148.88,2096663.88,3961918.88,11479513.44,11549513.44,10687674.10,11728965.44,12800916.05,11362710.90,13304458.62,13779476.52,13265422.35,12535361.71,13016184.03,753855.08,5905210.27,794020.33,758781.32,8689998.80,0,450286.89,0,0,0,6870800.00,0,0,0,0,4034306.39,0,0,250539.55,0,0.0
53,预收款项,3687325860.50,4776860459.34,3824530067.49,3007457113.70,2381219573.64,1751004408.53,855488583.07,921063323.61,651695381.52,366145473.91,265391966.55,163634003.09,179717561.86,13440000.00,13440000.00,15573814.42,16476682.10,3047838.04,4561832.92,2186630.61,5373948.81,4854993.02,5173463.08,5994565.96,3943778.36,1956143.24,1195840.24,1250000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121940.16,121940.16,121940.16,421940.16,421940.16,421990.16,426914.66,881228.26,869228.26,869228.26,5054421.06,2387599.56,1244902.96,451902.96,616992.36,181940.16,439890.16,878583.66,884890.16,29858960.16,6938960.16,12429345.15,25009839.54,7357926.83,3065550.16,2849550.16,2613523.67,749855.16,1124690.16,744690.16,2030204.18,1680152.03,1687803.86,3302547.70,1360957.59,901711.92,1687234.32,1837999.32,1441207.37,0,553282.13,0,923795.43,0,0,0,9184682.52,25380429.28,14907671.98,13705427.91,2786711.22,0,8371663.93,0,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,应付职工薪酬,27943790.92,10567953.93,11701347.31,9668821.98,22193814.15,5219221.39,4294293.87,5432359.31,12515878.42,3120299.28,2252285.75,2014290.35,5217060.41,423909.88,396074.53,457108.77,1078877.08,732739.25,647648.26,432582.89,387483.52,651643.30,639895.46,387608.70,158851.35,256395.71,256906.11,192723.75,172326.85,181814.35,181813.75,181813.75,175908.31,130870.65,159116.75,170949.75,255416.25,63516.97,185005.05,181202.04,176561.35,175277.35,166146.15,186987.91,166948.27,192238.37,191019.30,170065.68,194194.76,329798.60,462173.60,432201.09,763715.20,572008.23,488825.11,452572.66,412467.80,372743.71,325630.26,277604.12,245421.71,193104.47,155296.16,300465.95,201422.47,153438.21,96910.22,83061.94,62223.64,-108377.71,71559.62,-183366.48,223388.70,126341.85,161090.93,121967.59,152824.80,90136.38,101179.22,33462.17,12152.53,0,416673.98,0,391856.38,0,0,0,238392.92,254585.56,283953.33,0,0,0,0,0,0.0
56,应交税费,301207615.92,156430443.76,151794552.39,252962543.95,236652311.63,78859532.42,92605445.78,60310265.54,93096787.37,62582075.56,87258344.08,76936102.94,78720395.07,155381.57,225843.49,-2196757.38,225851.37,1226953.01,927283.61,658137.00,529997.58,45837480.52,45632112.41,44983641.01,45004916.65,-9926.97,1031.66,5051001.27,5147321.81,5127744.82,5112813.35,5103015.56,5095663.14,5110262.64,5108674.34,5107500.44,5109772.76,5109772.76,5109772.73,5143072.73,5144099.11,5115439.95,5110989.35,5140702.67,5291316.79,5118233.44,5109961.36,6322894.65,5956394.10,5923692.85,5896702.33,6079390.29,5821216.02,5574936.85,5962546.74,5706684.32,5780667.12,5895691.55,5911662.61,5908132.37,5914668.82,3452337.94,1307530.90,792666.25,873265.39,146244.61,81077.32,166157.06,4105156.14,4403381.85,5065143.40,5003871.12,4926441.37,5555193.50,4212058.58,3471256.99,3645555.06,4498202.61,602807.26,1895826.00,1894387.87,0,7059166.79,0,2578042.92,0,4215400.00,0,2385032.22,1569576.08,1581580.07,0,488399.19,0,0,0,0.0
57,其他应付款(合计),952363089.88,929417660.98,411478292.89,392628413.83,376256793.02,364581718.16,169278663.69,76033884.01,64310543.50,0,204789750.35,0,70480331.27,337580557.41,328435350.82,321718664.71,310021406.32,243949226.77,243296668.41,227763298.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58,应付利息,15756923.40,18622136.31,15656453.23,20791687.96,17223025.85,15371213.62,2660405.94,8452415.73,1753600.34,4597185.41,26583.33,2000000.00,2000000.00,16198.53,16198.53,4197458.38,0,18877519.80,17813323.21,16822039.80,14574291.57,19279431.61,19127424.16,16555813.05,14749982.37,21559416.91,20280255.11,19037464.24,17761650.14,16950605.29,16148716.66,15402541.66,16728926.76,16208772.12,15987979.62,15772352.12,15561119.87,15347856.87,15136432.37,14958473.62,14851049.37,12291349.10,12291349.10,12291349.10,16291349.10,19221709.10,18906437.10,18202139.10,17811749.10,0,0,0,18832547.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0,0,0,0,6597378.24,6597378.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360000.00,0,0,0,0,0,3995889.12,0,0,0,0,0,0.0
60,其他应付款,936606166.48,0,395821839.66,0,359033767.17,0,166618257.75,67581468.28,62556943.16,81376958.66,198165788.78,54488995.41,68480331.27,337564358.88,328419152.29,317521206.33,310021406.32,225071706.97,225483345.20,210941258.47,221712553.67,175593674.38,173466369.52,172073360.53,178948089.66,83749095.78,81838921.18,81659126.18,81414881.49,57527168.44,56036308.94,53521983.08,49712110.33,27187177.39,26284988.31,24698747.12,24061108.15,17682219.60,20622208.36,16974078.12,13531667.08,8860138.74,5730223.62,7113142.91,5661472.05,5769479.99,5655809.99,7268843.30,6465003.43,6930063.49,7045084.64,7034351.79,6784269.63,8351569.50,9268526.37,10924660.61,13041057.94,11930470.89,11501336.61,13636233.46,13280905.24,15971026.76,11647719.33,19010963.29,23326436.26,443166625.61,445273889.62,436750936.58,411502607.84,147813932.35,191875188.75,115528797.90,175821503.97,35881472.24,40709972.49,60292471.62,29834518.84,28924838.67,22018664.78,4416266.79,8921106.09,0,18046043.17,0,25662295.34,0,8005800.00,0,11050096.90,1910298.26,520792.95,0,2523433.65,0,0,0,0.0
61,预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22234791.60,21534171.53,22151787.23,21439664.90,46112464.82,45398705.39,45868791.04,43321731.61,43233696.45,43233696.45,39613819.34,43233696.45,36270841.70,32498456.41,27851641.81,23338419.98,18442716.23,12603747.37,7022506.09,606302.32,0,0,0,0,0,0,0,0,0,165975.00,0,0,0,0,0,0,0,1228598.39,0,1532655.78,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,246272528.01,249535968.14,247535968.14,307275876.74,306275876.74,915424751.34,115424751.34,107043451.04,107043451.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20352947.58,19588547.58,19210547.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997944.56,4570283.84,1278410.19,0,298571.09,0,0.0
66,流动负债合计,6579308800.66,7331897217.79,5218370365.86,4524827816.27,3852631547.89,3554965853.05,1788163331.37,1751632657.74,1595190483.58,729085737.34,777398880.28,459624630.15,487776106.71,354078038.52,344916548.55,347516266.01,336379384.65,260904383.80,255540103.89,234740153.70,246549961.14,232851275.99,247142254.25,243271442.03,245822834.63,108264568.35,104528689.98,107958451.41,105266350.27,80564707.72,78599228.41,75326762.59,72829698.50,49760334.45,48678395.84,46898152.79,46143482.54,39395235.34,42232434.12,38438329.51,34884622.59,27624235.02,24602678.26,26036152.63,48715056.25,51963220.61,51524787.46,54045123.34,52513446.50,56160513.84,55604519.47,57668502.07,61298952.55,463959420.75,477354361.39,500123668.76,494943452.02,698115011.42,716746230.51,726145351.29,727342236.01,763798400.67,811374029.50,927747838.20,946799155.31,809747315.41,806744530.85,801268369.34,800071265.90,529012253.96,576399706.69,578016729.02,688421730.20,732072810.77,767675619.87,790905587.88,614822090.02,373767753.14,371709829.68,347337980.30,283473128.09,224299259.58,195788651.90,157016768.56,127932748.59,57647758.62,44092000.00,85139931.29,57896731.62,58115742.53,77137311.90,46310018.14,24517226.62,34346045.02,16920774.57,2701674.75,0.0
67,非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,长期借款,1744553000.00,1679673000.00,1672000000.00,1917000000.00,1824000000.00,1053535968.14,979535968.14,990275876.74,990275876.74,1150000000.00,0,800000000.00,800000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000.00,13230000.00,0,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
72,长期应付款(合计),2788948.87,2786645.75,2784319.41,2781995.14,2779723.39,2777428.43,2775110.31,2772794.27,3561751.91,0,2765933.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
73,长期应付款,0,0,2784319.41,0,2779723.39,2777428.43,2775110.31,2772794.27,3561751.91,2768243.73,2765933.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,1000000.00,0,1000000.00,0,1000000.00,0,0,0,0,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,64799047.50,64799047.50,62855944.87,62855944.87,62855944.87,62855944.87,62855944.87,62855944.87,64390165.16,64356750.20,66930583.45,66679927.65,218481733.75,216855759.85,215229785.95,213603812.05,265240363.15,262600876.75,259961390.35,257354078.95,274430230.05,271206381.15,268320032.25,265208683.35,263622884.24,258373599.39,243237136.66,240163287.76,244156870.46,244156870.46,243593671.52,240467892.17,237549834.62,267046788.02,281306462.00,286577376.74,290571996.08,382940331.82,449420624.46,450915537.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
76,递延所得税负债,988641940.46,999147544.73,998387622.59,997630790.65,993712187.37,999513818.72,995657825.60,995892195.13,991953327.34,999305948.74,995469371.91,993669191.31,989730826.64,0,0,0,0,0,0,0,0,731530.65,592284.83,592284.83,592284.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679832.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
77,长期递延收益,390000.00,390000.00,390000.00,390000.00,390000.00,0,0,0,0,0,0,0,0,800000.00,0,0,800000.00,800000.00,800000.00,0,800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
78,其他非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00,0,0,0,0,800000.00,0,800000.00,800000.00,800000.00,800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-711919.35,-726528.35,0,0,0,0,0,1740000.00,0,3480000.00,0,5220000.00,0,6960000.00,0,0,0,0,0,0,0,0,0,0.0
79,非流动负债合计,2736373889.33,2681997190.48,2673561942.00,2917802785.79,2820881910.76,2055827215.29,1977968904.05,1988940866.14,1985790955.99,2152074192.47,998235305.79,1793669191.31,1789730826.64,65599047.50,65599047.50,62855944.87,63655944.87,63655944.87,63655944.87,63655944.87,63655944.87,65921695.81,65749035.03,68322868.28,68072212.48,218481733.75,216855759.85,215229785.95,213603812.05,265240363.15,262600876.75,259961390.35,257354078.95,274430230.05,271206381.15,268320032.25,265208683.35,263622884.24,258373599.39,243237136.66,240163287.76,244156870.46,244156870.46,243593671.52,240467892.17,237549834.62,267046788.02,281306462.00,286577376.74,290571996.08,382940331.82,449420624.46,451595369.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-711919.35,0.00,0.00,0.00,0.00,0.00,0.00,2740000.00,2740000.00,4480000.00,4480000.00,6220000.00,7960000.00,7960000.00,0.00,11000000.00,13230000.00,0.00,0.00,0.00,-41951524.61,0.00,0.00,0.0
80,负债合计,9315682689.99,10013894408.27,7891932307.86,7442630602.06,6673513458.65,5610793068.34,3766132235.42,3740573523.88,3580981439.57,2881159929.81,1775634186.07,2253293821.46,2277506933.35,419677086.02,410515596.05,410372210.88,400035329.52,324560328.67,319196048.76,298396098.57,310205906.01,298772971.80,312891289.28,311594310.31,313895047.11,326746302.10,321384449.83,323188237.36,318870162.32,345805070.87,341200105.16,335288152.94,330183777.45,324190564.50,319884776.99,315218185.04,311352165.89,303018119.58,300606033.51,281675466.17,275047910.35,271781105.48,268759548.72,269629824.15,289182948.42,289513055.23,318571575.48,335351585.34,339090823.24,346732509.92,438544851.29,507089126.53,512894322.38,463959420.75,477354361.39,500123668.76,494943452.02,698115011.42,716746230.51,726145351.29,727342236.01,763798400.67,811374029.50,927747838.20,946799155.31,809747315.41,806744530.85,801268369.34,800071265.90,529012253.96,576399706.69,578016729.02,688421730.20,731360891.42,767675619.87,790905587.88,614822090.02,373767753.14,371709829.68,347337980.30,286213128.09,227039259.58,200268651.90,161496768.56,134152748.59,65607758.62,52052000.00,85139931.29,68896731.62,71345742.53,77137311.90,46310018.14,24517226.62,-7605479.59,16920774.57,2701674.75,0.0
81,所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,实收资本(或股本),1695947339.00,1695947339.00,1697007339.00,1693885339.00,1693885339.00,1694705339.00,1694705339.00,1320055410.00,1320055410.00,1320055410.00,1068948318.00,964936431.00,964936431.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,194641920.00,162201600.00,162201600.00,162201600.00,135168000.00,135168000.00,135168000.00,135168000.00,84480000.00,84480000.00,76800000.00,79800000.00,64000000.00,40000000.00,40000000.00,40000000.00,20000000.00,20000000.00,20000000.00,0,6970000.00,0,0.0
83,资本公积,716382771.17,784938688.75,772622393.45,761122496.52,761277731.14,750509035.82,750509035.82,1067470564.82,1067470564.82,1111247617.78,1356502349.71,91137243.32,91137243.32,545972710.66,545972710.66,545972710.66,545972710.66,545972710.66,545972710.66,545972710.66,545972710.66,504478974.16,489083820.00,489083820.00,489083820.00,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,334454710.66,335834975.84,294503906.44,294503906.44,293352030.37,293352030.37,125188942.67,125188942.67,122682097.59,122682097.59,111584176.51,111584176.51,111584176.51,111584176.51,111319491.47,111312264.32,111313306.42,107483610.32,96956062.47,96956062.47,96956062.47,96956062.47,96835328.07,96956062.47,113176222.47,113176222.47,113176222.47,113176222.47,113176222.47,113176222.47,113176222.47,138520222.47,138643102.47,138643102.47,138643102.47,138643100.00,104233488.03,104233488.03,104233488.03,53737598.91,54076475.20,53998000.00,0,0,0,0.0
84,减：库存股,364137826.14,234402201.60,63414702.00,55544140.00,55544140.00,57588400.00,57588400.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0,0,0,0,0,0,0.00,0,4727146.00,4727146.00,4727146.00,4727146.00,4666042.64,4565937.94,4565937.94,4565937.94,4411905.34,3969675.24,3730018.76,3730018.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
