,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,740019460.63,736201066.35,902490622.28,974254785.28,1019938236.45,740191563.71,506619408.87,457680449.26,603377379.21,373462623.94,324823288.74,370111602.80,574448417.76,415726950.67,312912174.04,684063791.42,712546621.41,480816702.87,682823796.00,612939716.82,686405079.45,558434812.51,618810006.10,605450578.72,568206437.91,576773104.67,536437164.24,495374219.69,677976459.09,643341810.83,694193646.93,552430009.94,472318208.81,654341283.24,595927031.80,645241887.71,396286666.94,253941500.25,268175043.16,398895776.26,408999696.46,387969090.85,360608277.63,372104365.83,275821050.88,464055210.60,288459419.53,185041424.69,210535506.83,179036075.57,194904312.34,207481651.36,127283047.73,137314524.86,119829125.54,125093675.32,87211210.85,62771811.12,57643533.82,80814007.09,106323643.04,106998642.58,97103448.51,41918151.31,60038427.15,35661142.29,57054407.73,72233142.90,98773161.25,78940214.15,129306794.72,111262856.32,137887641.90,110083422.34,104721725.96,178084982.47,77185357.29,126567873.96,140533609.18,100345479.85,133242874.17,0,35079536.78,0,15915807.12,23166650.00,2966900.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10026733.42,9806335.00,11445660.00,12150000.00,19972542.00,24498441.73,20776983.25,21574759.37,0,25570667.34,2253400.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,0,0,0,0,0,0,0,0,7000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,417963503.31,465954831.89,464319451.77,490128102.73,361125145.24,458985880.28,441700357.62,345468277.11,340865198.29,0,363959323.54,0,314528875.36,0,496127481.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,48045730.34,37043545.43,116336305.45,40900821.06,35284287.15,40237042.30,27000869.52,28554923.15,52635524.85,49570395.60,31163624.11,33311516.57,30370232.00,18624546.00,21134732.22,33416207.10,50999716.47,52078349.53,64641818.84,20637197.25,50415224.51,19642686.93,20072642.15,31747899.34,93770405.42,43643147.57,35946017.83,34984803.11,70804721.13,78182574.59,81338162.46,54904997.00,116854406.46,85546516.81,13097167.55,14215242.31,100391277.48,51616901.16,27309814.76,21880266.61,90769897.22,104802471.90,25476350.00,7086826.00,45714092.55,48985451.81,54918110.43,45996651.62,91005799.01,118804629.16,98555472.06,100228069.61,92284051.51,85904934.24,68953406.11,68181107.03,88547975.51,100778316.25,91079565.34,75290299.72,65950475.08,74464677.40,78938062.70,67918628.90,46547137.87,56643693.34,55870046.59,78472224.00,48205210.00,51403746.00,65814246.00,52887246.00,25552733.00,22169629.60,14942008.95,15289289.00,7119034.11,1631600.00,9677000.00,4920000.00,0,450000.00,0,0,600000.00,0,0.0
7,应收账款,417963503.31,417909101.55,427275906.34,373791797.28,320224324.18,423701593.13,401463315.32,318467407.59,312310275.14,342076477.04,314388927.94,268142028.30,281217358.79,384404237.53,477502935.12,410216117.85,297157250.53,395133643.71,501227831.42,397995481.94,317237312.80,391729614.66,510246878.73,454498594.32,313788191.65,473875340.76,544019241.97,410228715.07,320031646.47,414357426.38,546566264.89,387752490.70,264593455.82,259440101.39,377777766.84,360641057.59,248302898.56,228182756.79,423832756.82,303414865.19,247919323.07,163437199.52,126745174.25,104706198.56,111811633.13,94133215.49,97335866.78,113961596.55,78763898.03,99779344.42,104587871.67,87544402.55,78679135.20,80818974.97,107076326.80,86281770.54,77756533.47,78985432.28,69399218.35,69513849.24,57446677.87,73562271.82,69348194.99,91624827.59,61527456.32,65033894.11,63650899.14,68126549.05,71286018.97,93682855.64,92061672.79,128316425.16,118235147.57,164166225.60,159263370.23,192500806.69,160606869.79,168127568.25,160518240.99,128056213.25,94309748.39,0,66151707.58,0,41781881.34,35921170.00,2805000.00,0.0
8,应收款项融资,45178585.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
