,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080331,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,44904764000.00,42251503000.00,34293702000.00,38684947000.00,38171008000.00,43403156000.00,35714482000.00,41516309000.00,60886392000.00,37275691000.00,35029380000.00,35174514000.00,45594983000.00,39458962000.00,35303530000.00,34568444000.00,39368687000.00,37968527000.00,34637588000.00,22193108052.00,18312008625.00,16874447922.00,19136521729.00,19289865000.00,16400136633.00,12851459000.00,13668846754.00,12823350000.00,15044694129.00,10158463000.00,12810409127.00,22962270000.00,23730328000.00,8494834000.00,13037102185.00,9530101000.00,14540603000.00,9923307000.00,11168952314.00,7240382000.00,12891514160.00,9822675000.00,9998218525.00,9129794634.81,11722771634.00,11226480667.45,3897216199.00,8271520126.00,5835591596.00,0.0
3,交易性金融资产,9180616000.00,6370217000.00,7090213000.00,5721379000.00,7246736000.00,13404770000.00,4443029000.00,9085317000.00,2569294000.00,936433000.00,798346000.00,734555000.00,731916000.00,2857000.00,1278469000.00,3017000.00,3424000.00,5067000.00,5258000.00,5199.00,5815.00,10543750.00,9312501.00,8903000.00,10988653.00,13350000.00,14247114.00,9511000.00,9589248.00,7459000.00,8070679.00,21450000.00,47635000.00,7387000.00,15168749.00,16373000.00,17512000.00,20931000.00,17639883.00,22420000.00,24248419.00,27809000.00,0,0,100000000.00,115301480.44,183884997.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,73958389000.00,99105107000.00,103227081000.00,85191013000.00,79680709000.00,76335928000.00,81974482000.00,98599770000.00,104744200000.00,0,109067059000.00,0,89152823000.00,0,87906935000.00,0,0,0,0,0,40235588747.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,14245965000.00,8832910000.00,12952651000.00,0,15475106000.00,0,0,13844784000.00,27071265000.00,17651111000.00,12456855000.00,13773957000.00,15099951000.00,10310749000.00,8297361000.00,8328174000.00,10166491000.00,7333052000.00,6461271000.00,5310799562.00,6693740724.00,4547333421.00,3551289696.00,3902566000.00,6196201886.00,3534642000.00,3807925958.00,4985656000.00,3735596912.00,2126177000.00,1592482513.00,2440064000.00,4201451000.00,1575779000.00,1787337184.00,1412012000.00,1720935000.00,664830000.00,873603465.00,1024215000.00,999096715.00,901537000.00,747169260.00,551269869.09,399649863.00,484530324.41,314143349.00,487308652.00,354517140.00,0.0
7,应收账款,59712424000.00,90272197000.00,90274430000.00,0,64205603000.00,0,0,84754986000.00,77672935000.00,95705010000.00,96610204000.00,78666420000.00,74052872000.00,82170903000.00,79609574000.00,74913249000.00,72514398000.00,72341346000.00,66105237000.00,32473293243.00,33541848023.00,42255712627.00,38404706097.00,29674242000.00,34120810020.00,31331170000.00,26180297483.00,27114517000.00,26618775611.00,34518860000.00,35221155564.00,20884326000.00,13689416000.00,35093282000.00,26625874394.00,22869962000.00,11179240000.00,14112994000.00,14410043782.00,13276817000.00,6638161350.00,9100989000.00,7935146969.00,6957638966.37,5995582717.00,6731051055.35,5858612626.00,4020422835.00,3496812548.00,0.0
8,应收款项融资,13085613000.00,5052937000.00,5997241000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,9909219000.00,11999871000.00,10221573000.00,10446485000.00,9198553000.00,12000631000.00,11135303000.00,12637372000.00,10677855000.00,12060779000.00,11715119000.00,14090543000.00,11872252000.00,12893437000.00,10643786000.00,9941440000.00,9194629000.00,11889573000.00,10299107000.00,6120063134.00,4686728147.00,6883683112.00,7053708711.00,7325435000.00,4875716965.00,3796551000.00,3133515302.00,3833152000.00,5055269803.00,4473259000.00,2262225049.00,2981125000.00,2419029000.00,6131271000.00,3797711173.00,6272577000.00,3047340000.00,5685951000.00,4083525620.00,5490580000.00,3644758758.00,5446350000.00,4239189692.00,5339229522.70,3555792937.00,4364163264.00,2888268962.00,2343505420.00,1342437019.00,0.0
10,其他应收款(合计),2599055000.00,3759205000.00,3211661000.00,3319217000.00,3029887000.00,4024139000.00,3489128000.00,3438666000.00,3349462000.00,0,5322742000.00,0,4486076000.00,0,3934431000.00,0,0,0,0,0,2000793306.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,45355000.00,22140000.00,32029000.00,0,43817000.00,0,0,81547000.00,54849000.00,66212000.00,63502000.00,43460000.00,25975000.00,28907000.00,22125000.00,17581000.00,7791000.00,9099000.00,35466000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226000.00,0,0,0,0,0,0,0,0,0,23901229.36,0,0,921867.00,0.0
12,应收股利,148563000.00,85418000.00,91973000.00,0,70473000.00,0,0,44430000.00,41680000.00,82577000.00,82262000.00,80343000.00,39649000.00,18775000.00,93259000.00,59153000.00,7363000.00,27565000.00,33660000.00,8851741.00,9544888.00,4691457.00,210691375.00,10691000.00,10691375.00,11249000.00,11249003.00,261249000.00,261249003.00,11249000.00,11249003.00,13361000.00,11249000.00,22498000.00,24166773.00,274167000.00,274167000.00,28283000.00,24212540.00,22498000.00,22498007.00,23779000.00,631779.00,22888194.77,2296375.00,42479083.11,45189463.00,45894463.00,4916151.00,0.0
13,其他应收款,2405137000.00,0,3087659000.00,0,2915597000.00,4024139000.00,3489128000.00,3312689000.00,3252933000.00,3864480000.00,5176978000.00,5368971000.00,4420452000.00,4381611000.00,3819047000.00,3627500000.00,2870805000.00,3627359000.00,3990077000.00,2461601993.00,1991248418.00,2265476345.00,2022289417.00,1360677000.00,1591521085.00,1682724000.00,1603487813.00,1356154000.00,1478938531.00,1182993000.00,1173832189.00,1244437000.00,989574000.00,1643784000.00,1217052588.00,1272926000.00,1027405000.00,776477000.00,854628640.00,868747000.00,674177665.00,470235000.00,436773110.00,557505594.34,559629668.00,988005657.31,762708211.00,783213957.00,628813849.00,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,60833768000.00,74725097000.00,71563588000.00,70571139000.00,55121500000.00,80750301000.00,74219379000.00,69689191000.00,55221998000.00,73476892000.00,67550400000.00,64088043000.00,54416164000.00,69250945000.00,70079285000.00,66211366000.00,59786201000.00,76796541000.00,74783562000.00,38975891725.00,30663145801.00,30326816439.00,27646712236.00,25748621000.00,17721118643.00,26382724000.00,21914231920.00,19614343000.00,18770235736.00,20515837000.00,17926408805.00,17223092000.00,17841991000.00,21481765000.00,19103433147.00,17663539000.00,17793573000.00,16822628000.00,13564650566.00,12526418000.00,11415070253.00,12442675000.00,10673601319.00,9796033772.44,8389453135.00,8153292713.46,5875200101.00,5839555664.00,5292860818.00,0.0
