,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,11485706274.50,6767223624.90,7850218302.43,9390377662.76,12511233431.28,6283486423.40,7226969391.38,9166827521.71,9988012886.88,13103882057.68,12635328588.42,9504712343.90,11840799291.18,9978099051.75,11644748009.18,6972592120.54,8641204999.85,8496723461.30,7907170265.08,7119357057.90,5232098235.32,11060317694.78,10562984236.47,9802374125.99,9486457524.83,8718255542.76,8323086028.69,7805729991.92,6548740008.05,5823947787.90,4808395147.58,4488240130.92,3988190008.10,3232685142.86,2389624232.99,2275982239.58,2415614051.14,1937888482.82,1491834527.55,1116699787.01,1277692186.98,1092263430.37,927752672.06,752434171.41,734709610.55,685588668.38,942452286.51,693048610.41,644299072.76,800876912.28,708070100.00,689435961.00,905280655.00,1062752625.00,782252260.00,633069495.00,807178788.00,840978139.00,939265348.00,916368568.00,1005463163.00,934496328.00,902072778.00,1058658832.00,858328025.00,997666141.00,886932303.00,851389168.00,967504852.00,898070771.00,1074581744.00,1284452234.00,1344655341.00,1539041412.00,1628381739.00,1564611769.00,256266458.00,92271000.00,118216000.00,121124000.00,178483000.00,0,253544000.00,198641000.00,50556000.00,49635000.00,39115000.00,0.0
3,交易性金融资产,9724008774.22,5319543506.14,9424162044.24,11777081500.34,10413029482.91,4278547694.06,6609058865.54,7327772109.46,4752129818.02,1183812840.63,1665621418.61,4818606036.16,4086514116.41,7887651234.89,5842674785.84,6257710648.24,6152546921.81,6050008058.16,6011940501.79,4313721407.27,6042235482.50,302286088.43,235022529.73,233445079.84,243515847.35,249365633.19,227924014.33,258780422.71,276665724.16,274648845.45,283298356.44,303287644.44,253226491.88,376319398.82,547578321.27,80204382.81,84349920.20,140457849.04,2145289.36,2003259.36,2170449.36,1587967.83,1035746.81,0,0,791280.00,2110080.00,3284550.00,4945000.00,30756414.08,3186401.00,1889428.00,136885556.00,9046954.00,2325400.00,0,0,0,8526445.00,8526445.00,8526445.00,42403748.00,150053079.00,147478734.00,113020744.00,140922746.00,20605255.00,45355936.00,72950088.00,71402221.00,85390603.00,57871794.00,117871794.00,12000000.00,12000000.00,7000000.00,7000000.00,20000000.00,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,700033234.76,1908848560.79,2093261249.15,1988797532.87,1733843964.89,1770201435.41,1731197484.03,1655117949.79,1669059840.94,0,2075338097.64,0,1841922335.57,0,2062556488.42,0,0,0,0,0,1554044408.16,0,1909379570.00,0,2327055659.01,0,2209011093.34,0,2075367091.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0.00,372686347.29,499961620.01,642037271.40,621288520.44,727339025.88,719977126.43,597070591.13,596974850.38,1042502743.65,877970636.85,757630447.71,788571838.10,843966763.31,935085022.90,1082549603.42,983797814.29,759670366.82,718379538.62,746502852.81,784056222.14,830264423.87,968744094.01,1364476124.26,1548491284.12,1497552316.03,1357593112.17,1168830593.59,1376597049.14,1371252451.69,1478554347.94,1459649575.68,1834695550.91,2286284815.15,2305391508.26,2044378608.28,2099738841.61,1986134031.21,1545646763.85,1293975044.11,1134243957.54,964130880.05,719024294.42,537753857.99,700808734.31,975096943.75,857792058.29,1266454354.15,1229251866.76,414963218.74,662386274.00,399534127.00,455682925.00,461222893.00,561940524.00,526549069.00,567213540.00,494371640.00,445859060.00,433411403.00,400434231.00,417267548.00,391930385.00,335038694.00,334783952.00,467875990.00,421704741.00,218038861.00,147418744.00,173964429.00,164379612.00,73583004.00,62407426.00,40004168.00,38070181.00,43724296.00,24967513.00,25111000.00,23185000.00,22403000.00,38321000.00,0,44050000.00,44764000.00,14804000.00,15697000.00,0,0.0
7,应收账款,700033234.76,1536162213.50,1593299629.14,1346760261.47,1112555444.45,1042862409.53,1011220357.60,1058047358.66,1072084990.56,1147694909.76,1197367460.79,1009807153.53,1053350497.47,1153563381.50,1127471465.52,1031277204.01,1065282798.29,966656838.58,1030020180.49,901877283.23,769988186.02,1098611195.67,940635475.99,893159865.81,778564374.89,775765433.07,851417981.17,799627378.27,698770042.46,625815651.80,618829771.38,642874935.67,476028483.60,579135932.66,526502526.19,543986292.10,421064521.45,549630981.39,458040912.05,464132845.02,399729671.94,423520596.60,408900956.30,372251376.95,373786068.90,548679869.33,674007588.16,400963566.22,427383317.15,536116980.60,640188977.00,455085062.00,417954983.00,484028596.00,397685111.00,404132303.00,375451589.00,478230343.00,522032609.00,487517252.00,445202457.00,519256947.00,551644455.00,637287848.00,547375535.00,479033169.00,533294814.00,519918382.00,457714246.00,537389358.00,538368405.00,432307600.00,329334838.00,413078082.00,320069119.00,430924462.00,465138121.00,235938000.00,189224000.00,155697000.00,149213000.00,0,135441000.00,83863000.00,58729000.00,57776000.00,63047000.00,0.0
8,应收款项融资,668396511.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
