,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,453870865.15,416666072.27,369226187.30,679710535.69,682871996.76,716025693.68,928964367.88,1129665889.21,883638840.87,855638535.46,1135061955.70,1026608366.61,1255461996.31,1611388041.63,1239275459.68,845977638.87,1003318890.46,2053155708.87,591138207.96,496489860.47,651598813.90,404487509.73,503036650.59,624683128.11,628422357.60,666707030.20,618161202.67,630125067.89,344908456.53,222582111.55,263692316.75,297146166.14,387426650.71,380935594.77,426091481.40,335802565.14,356057286.51,327919734.90,392220447.92,447692830.22,168999279.47,115219715.37,144292336.71,208988228.42,178529249.27,125341701.73,103909810.80,164849770.49,113634865.00,91148494.64,109207072.23,134515871.35,114012070.75,115508370.66,149392871.45,139852813.88,159121013.16,131499686.94,187358399.24,201917414.95,225321500.20,235887128.73,47083489.96,68758340.20,45660498.15,12914852.10,0.0
3,交易性金融资产,265317647.52,236177110.92,240062515.80,258696596.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170660.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,619661009.21,670654258.70,653256701.95,605177991.07,603925311.61,609587564.85,554632793.32,534277844.61,585112554.52,0,597682421.36,0,530206550.00,0,646550873.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,11123479.87,2572200.00,1648500.00,1816000.00,11838000.00,11145544.00,3197600.00,1457000.00,1457000.00,39800000.00,61600000.00,49800000.00,2400000.00,61000000.00,122802200.00,65802200.00,9802200.00,19000000.00,20000000.00,14000000.00,15500000.00,21000000.00,9000000.00,20920000.00,20445500.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,0,0,0,0,215000.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,608537529.34,668082058.70,651608201.95,603361991.07,592087311.61,598442020.85,551435193.32,532820844.61,583655554.52,554752309.72,536082421.36,511480815.88,527806550.00,532179477.04,523748673.19,503408376.46,480927036.18,523223469.17,474479741.97,437700146.46,357631296.41,352323122.38,283454160.62,236983796.19,191374150.51,304023188.25,258330897.08,204106079.79,161597617.64,156591702.06,158351803.76,150940935.05,118337371.50,130444643.20,127977391.03,127045090.62,113024277.97,128317783.02,127053655.42,130317833.66,111674984.68,126262760.64,127334307.01,118737092.49,101403501.90,99088182.81,119075531.23,96114123.05,84403265.58,92917005.01,107417816.00,96729976.49,93063778.66,96357240.84,76637509.73,70523560.75,66004536.63,77479716.47,77027057.62,55345420.82,48035230.11,71156797.90,72903675.57,46360555.20,43142590.67,39009874.44,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
