,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3366425729.03,3913773808.30,3815485378.30,4835951157.54,4348893611.56,4728326327.98,5370991061.60,7274346384.63,7706396812.51,5997680948.95,4769699992.40,5749471286.50,6032888544.19,6288832682.17,4876449245.20,4712032147.43,5965035024.44,3962426406.53,3412976462.11,2795588636.14,2770764365.67,2734792706.46,2436664446.04,1102173586.04,1166087083.11,1159332384.62,1319010453.30,1565052457.66,765094175.80,627672051.49,589245017.47,640587957.58,657392811.84,179405497.85,167126397.35,153567514.87,146667289.90,167779655.37,133861299.06,168106179.33,165407942.86,148213382.88,92146549.91,145669787.39,184146351.22,122856720.60,162491843.55,161181424.36,160456983.86,170245396.73,79059005.33,88095165.71,98371960.63,107192862.32,78343259.77,114641478.80,125653738.66,194885033.75,199200113.66,213193243.54,236520627.07,201138202.07,232239944.15,33416466.37,36675151.21,23050301.66,0.0
3,交易性金融资产,684889619.65,1333171592.00,1191597061.11,992417118.70,0,0,13946068.00,781310.38,196484.75,2041131.96,1793883.79,0,0,0,0,0,0,493368.80,2573098.80,0,2763238.70,102300000.00,64800000.00,66960000.00,79200000.00,198960000.00,69540000.00,85020000.00,87900000.00,84900000.00,100800000.00,0,0,3162000.00,0,98570.00,242360.00,94630.00,4616440.00,3550620.00,0,0,0,0,0,0,0,0,0,0,83415258.70,95008233.24,7620424.80,11864587.22,12814258.50,7282960.42,7282960.42,0,0,0,3581918.62,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2195176524.25,2030373639.53,2210051462.84,2723079523.72,2798783694.74,2604033144.40,2666945699.68,2988387422.93,3000498578.36,0,2987186223.17,0,2598005284.50,0,2172583408.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,125673101.55,118470080.11,134462605.79,299633354.43,293876549.65,312546667.71,327531805.64,344567739.01,330438044.35,339354040.09,360166904.60,313490226.98,314375019.14,340098896.81,307462316.70,320901692.70,282163279.28,337024815.72,363015380.56,316489366.10,174607808.41,202094964.49,202629967.92,55177183.16,69621646.18,64319347.04,61129690.39,40025771.31,34358305.80,46950004.45,45330156.68,65208863.47,34867219.98,39692835.83,28160797.79,17546820.68,15254339.11,26918420.28,16631805.64,3510669.87,11592900.81,242821.00,242821.00,322241.50,10768599.23,0,4293921.78,4551421.78,11434779.90,17100.00,50000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00,0,0.0
7,应收账款,2069503422.70,1911903559.42,2075588857.05,2423446169.29,2504907145.09,2291486476.69,2339413894.04,2643819683.92,2670060534.01,2351928661.82,2627019318.57,2331517539.96,2283630265.36,1971677582.49,1865121091.31,1658450920.08,1571712379.92,1503144753.32,1553291785.14,1157612846.45,981517716.66,981745068.86,1322390289.03,1193812628.35,1131357788.57,905736268.83,1128035706.43,1017110054.63,1004658530.02,761196854.31,810144154.84,493761866.15,532565867.13,94687969.37,97680812.47,78259682.33,69560644.96,84815158.99,94682341.92,62624592.24,60959939.02,103412599.83,105654422.73,81691240.72,66173431.19,121274454.68,112329506.92,76389363.66,56115867.41,85466891.22,96782190.98,76680696.62,53450675.63,53251158.99,34453731.56,43674280.12,33459071.31,52894365.33,40286274.36,38247687.51,28738468.25,58573682.98,44266902.40,30668705.25,20446441.32,14209323.88,0.0
8,应收款项融资,121634545.19,156077669.30,141634474.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
