,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,52271932.93,57490725.95,96517370.74,210872827.67,162909477.49,262522765.54,76174149.59,191067484.09,67411370.27,164888880.75,130522892.60,234836915.16,189044692.41,257612949.53,250988222.83,350552875.05,164338119.66,294905633.82,81123071.64,307937759.05,78514641.17,233702988.86,175560794.49,145775793.76,0.0
3,交易性金融资产,6317236.57,6317236.57,6317236.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,643868049.05,680257594.73,689939968.36,729699133.00,743990557.63,684667748.37,675532471.10,708711396.79,0,501253530.89,0,440400123.50,0,466010166.11,0,358094294.58,0,0,0,0,0,0,0,0,0.0
6,应收票据,1143801.59,1217339.60,214330.88,0,1000000.00,0,400000.00,7796768.00,1081221.30,0,137790.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,4850000.00,1000000.00,0.0
7,应收账款,642724247.46,679040255.13,689725637.48,729699133.00,742990557.63,684667748.37,675132471.10,700914628.79,546114415.27,501253530.89,445590664.04,440400123.50,450252499.23,466010166.11,386374417.13,358094294.58,435528288.49,415590033.37,281698237.65,263909479.13,327832233.41,211906214.95,142830430.46,95009416.77,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
