,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,159571668.73,170649599.80,271428166.13,329945774.61,215294359.53,254522882.63,245340586.68,317446001.76,152454247.96,279121807.27,251933441.44,322290109.32,175698521.95,205168309.32,221918225.03,308826722.42,248747200.56,316994380.56,305500118.49,362338139.35,278488967.98,295600004.97,407787182.24,391989699.66,243397614.66,329156775.88,455772575.15,437359915.48,409893331.56,476449553.35,445304278.65,469061445.84,520471527.99,556861258.97,474222048.78,499544689.94,477358007.71,444241551.90,494165540.22,504205493.11,458981816.33,394574088.29,423009300.40,405860018.59,282122964.83,230780281.11,318594285.22,349950038.87,271963052.74,249550781.40,293057339.31,380656939.04,167564776.63,162210879.12,212543415.35,217557316.11,179833314.94,144782597.65,121083402.38,196722228.01,138703577.19,157618241.79,154333846.63,134011331.57,120834124.99,64722391.32,71106538.67,89744893.00,64143741.66,75147101.91,170676507.46,144660568.43,132251256.05,156392075.74,223846201.67,40696530.12,27121950.65,35410285.22,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,366768296.29,300779185.21,283434150.15,213817201.15,316466558.20,328339813.54,316525888.20,296593015.97,0,331251599.97,243875620.62,231550404.09,0,230901254.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,36602597.65,48899158.10,28281176.79,53235831.78,24003487.05,46198505.26,53943611.19,68467032.93,12469400.00,42306372.11,30933718.80,36658075.00,24273801.41,20266304.65,53702462.10,91668902.26,22199878.84,40509793.15,87813515.29,98977619.37,46145011.24,40918314.33,95345138.83,143766537.51,69685876.40,38274093.14,65244458.76,86162393.18,37491000.00,27371734.50,35624324.50,35527903.30,10335061.00,18811260.05,30732932.71,22051966.28,3660000.00,14317352.43,34830488.75,33540671.50,23810015.24,20559438.25,36596241.86,43432988.05,58706073.62,47245460.03,43774793.36,54811880.38,12407613.67,9900530.00,22640637.78,24758443.18,15387625.78,15947061.50,27620653.82,24226368.15,8513580.00,7884847.20,22554754.22,10900208.18,33784649.24,35386596.00,18344203.79,17178261.69,22868177.67,14918762.20,12514626.37,15211606.37,6822665.00,16640210.68,7886431.80,1924000.00,3141700.00,2022000.00,0,0,1172757.76,0,0.0
7,应收账款,330165698.64,251880027.11,255152973.36,160581369.37,292463071.15,282141308.28,262582277.01,228125983.04,398677662.05,288945227.86,212941901.82,194892329.09,283386226.82,210634950.04,191990235.99,170894092.24,265472838.93,179387091.61,171850492.72,150232761.42,213468876.85,216176285.76,179348613.17,157516836.26,237475534.88,192291261.92,180878409.51,164504440.66,218506520.10,178972615.85,172116269.17,183207212.02,206214042.97,203808063.32,164649955.92,155827389.38,190682651.24,192715319.96,161549007.39,195758916.11,202504212.99,182295863.77,195147840.77,233802089.49,296905174.27,269964491.18,275806757.77,282160833.62,306416295.46,239204128.86,212675740.78,195910091.76,187267163.78,178746400.69,163323286.80,153629963.22,182460891.38,146732546.00,166187468.28,170340022.90,188090072.92,161484774.98,113334133.72,128593757.59,103328009.48,138667755.42,96770896.10,100017338.76,107999024.78,109204886.69,86908103.12,95455721.53,99976278.92,77106794.82,81344887.46,79901184.90,66163822.09,62516054.05,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,76972410.36,62436071.91,45501035.95,22343658.17,63139935.28,44984760.73,44842554.76,31961515.43,63136162.43,55308218.24,34544416.09,11997737.72,25256672.37,36113106.45,13931726.01,10359159.56,28555419.25,12986485.21,26907093.29,15048820.16,12786696.39,17024153.19,21995732.94,12597340.61,21587064.38,19171594.03,20062210.72,13740163.85,27629798.07,26000599.51,29321755.01,22962106.62,17655561.13,17135280.71,19093354.95,16970540.87,17090364.86,13430240.02,11818532.99,15161695.70,15533929.87,24425748.95,16235515.20,18184622.72,39044113.04,82201577.68,53092812.07,36388008.07,55720628.13,47402886.08,30412548.56,25661536.46,95087536.12,65793575.01,58410801.21,16250093.78,59163629.89,21695483.43,20306366.98,14612014.45,50480772.72,19136661.75,1243769.00,11187193.30,2908239.20,6236166.05,4662471.18,9279276.84,16112492.59,5362176.80,13111976.06,27295203.53,31540105.25,11025885.35,1737443.10,3721553.94,3530149.89,10124119.98,0.0
10,其他应收款(合计),32346135.86,34224694.63,34138132.69,28189261.91,32609282.82,21575234.46,16505489.78,20850707.83,0,12983843.59,13392365.65,15470581.79,0,13639338.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
