,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,186918652.84,544610606.30,426471591.20,753892222.51,711082317.60,1094423796.55,1081979568.34,861302406.23,961533005.61,1082147435.84,981556360.74,824121969.70,1318822610.29,1052239499.52,946151200.33,909061007.53,739571994.96,615842541.48,639054466.76,364007834.08,1108876272.38,636355042.60,1050100168.29,745600789.77,1134345412.95,2052283007.87,2627132355.90,2517468010.30,3103639442.85,2755761031.20,1737891053.29,1666345139.41,1753294413.27,1955473184.51,1911071819.06,1479144504.51,1464163761.03,1475096766.84,1557717610.02,1706315609.64,1549202999.44,679709265.70,838534093.42,393068630.02,408363044.08,540728788.88,893980696.19,694261447.50,605351128.86,606503890.91,640708545.68,606011004.69,1124978717.62,672156408.63,228332989.40,496800997.74,433677748.87,112618474.45,72027072.68,0,355134672.33,172652936.21,128195740.86,277008249.59,370174360.77,200615494.60,225670325.36,109043966.06,375076568.18,176547195.33,204116750.40,442802202.26,385086480.23,486707910.67,238591998.25,168728612.43,237707810.87,260250526.15,332177061.76,37857367.52,23547298.07,2690639.45,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,10000000.00,0,0,20000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.00,0,0,0,0,0,0,0,0,19400000.00,29400000.00,59406643.47,49906643.47,29877663.48,5201954.12,5224457.69,5138207.92,9415030.00,1415030.00,1630300.00,2769967.53,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,71009501.78,78369215.89,75951743.94,72269862.59,62017351.45,98188743.43,97628791.19,99241413.25,91162625.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1604025.65,2000000.00,1000000.00,0,490920.00,490920.00,535920.00,535920.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,0.00,0,13100000.00,17400000.00,647734.40,19150000.00,22150000.00,10100000.00,20100000.00,300000.00,50339741.87,50219741.87,120000.00,10390000.00,10620000.00,3340000.00,10255630.00,1829180.00,2713550.00,399500.00,1269500.00,470749.00,423500.00,4465400.00,470000.00,815000.00,255000.00,320000.00,1410350.00,0,1152779.00,150000.00,349902.00,30000.00,930000.00,1338642.80,0,50000.00,380000.00,400000.00,0,200000.00,650000.00,300000.00,200000.00,0,0,0,0,0,0,0,0.0
7,应收账款,69405476.13,76369215.89,74951743.94,72269862.59,61526431.45,97697823.43,97092871.19,98705493.25,91162625.58,96015208.39,96151892.37,95131885.64,86244515.21,97613878.25,90697428.64,90266707.75,82636786.19,109224796.89,106291051.22,106388500.78,104184187.78,128269033.00,113923138.96,275933630.42,277413731.43,286199969.84,121206909.60,70246227.63,59191112.12,82595295.40,76577817.66,392105485.98,386201802.48,450276731.58,483406486.74,465307897.28,477008611.71,563188780.46,183577341.72,152765285.65,131504736.42,139334312.91,101905626.39,96332578.82,100274016.54,94651880.03,90746366.70,55761208.03,56138541.70,46734837.62,49632196.19,48614134.56,32516194.62,80485230.80,187043586.12,170094614.94,244707287.59,82301686.16,61624078.66,0,49675686.33,154422464.28,212903715.55,129626155.33,86419878.51,169563021.09,116783456.23,149772022.94,126501477.56,156932125.70,152678754.47,131192389.28,131917281.85,179231553.39,177586619.95,231145155.62,205161041.98,128637667.80,118735843.27,93814405.28,82101078.05,36407880.48,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
