,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,339633747.17,348700129.84,288130289.50,276566924.92,234003495.17,458689250.18,374935683.43,260825121.14,260754583.87,314330909.51,365779223.79,423572094.48,436388119.99,285051114.35,407256811.47,322906411.66,403446457.57,395250036.63,430072588.00,399481212.00,369658670.42,446949135.99,268312681.09,319347772.45,295244947.81,383420836.33,419378913.13,469869075.25,275976276.33,176271661.42,226987843.73,344856635.68,391908633.63,492251650.49,451573801.99,515396249.86,254908283.17,178673045.51,336157531.29,120661096.99,89902638.57,110599899.58,120166201.53,112136093.28,77167998.92,90155005.32,196898140.99,122049786.45,104421740.77,96724958.47,163007801.11,124497079.95,216360380.20,146055443.79,17017055.99,37064739.91,54482782.51,82108398.37,54127774.09,44012651.98,33250874.95,48843754.22,74950336.58,133660903.73,112651631.86,114336468.39,105887113.11,185340156.46,271919833.74,62635265.31,82835320.26,60700299.65,129109958.38,94130545.84,117716588.85,95624524.96,112952707.76,108441049.13,165764682.36,145192005.48,174954586.09,0,115572117.16,0,26519001.30,0,63139620.00,0,11069075.55,34490291.92,12710823.90,0,0.0
3,交易性金融资产,54306437.63,82435714.27,82098500.80,87529691.22,660713.78,785901.97,1021813.98,80019343.96,80024291.78,80124892.95,80164262.28,188903.01,0,14010.00,0,0,0,0,0,0,0,0,0,0,0,0,2589710.00,2454900.00,2066290.00,2118070.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,1000000.00,1185441.30,1185441.30,185441.30,2185441.30,2164438.08,2164438.08,164438.08,164438.08,200000.00,300000.00,300000.00,300000.00,300000.00,300000.00,300000.00,300000.00,300000.00,200000.00,0,0,0,0,0,15737256.74,105113717.00,70384288.00,13500000.00,23256297.30,0,22277021.71,0,252000.00,0,34950.00,0,2693875.00,8500000.00,5000000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2294343.46,418212.55,357672.40,641317.49,365517.28,251232.00,462505.44,370800.10,407171.15,0,439875.70,0,455380.00,0,482841.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42850000.00,28850000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,0,0,0,567516.16,584574.36,98114.49,98114.49,0,0,0,0,0,0,0,174800.00,21500000.00,27500000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,2294343.46,418212.55,357672.40,641317.49,365517.28,251232.00,462505.44,370800.10,407171.15,631729.32,439875.70,482644.80,455380.00,746599.12,482841.00,567223.00,570644.00,561743.00,635901.00,653846.00,717253.00,818717.00,765638.00,1013672.00,906205.00,3535828.00,2835286.00,2557525.00,2916239.76,2274445.06,3068333.87,1153289.20,915203.00,1106407.55,427281.55,73102109.05,433881533.07,532998.47,1371560.77,4979979.81,7319663.56,9296038.84,9326133.12,11739676.56,10283663.97,6547186.39,5973801.44,11915213.87,7514415.76,8701417.19,8098911.41,8371901.03,7938954.96,9340788.60,11425304.66,39424116.40,76000474.61,31027389.01,36099265.23,39002244.48,38511277.62,38716543.74,35865720.31,38745435.65,37269686.17,37200177.10,37738385.44,36400982.47,35385627.34,38890853.09,37808542.34,31150546.32,6466871.19,6883645.78,8029831.39,54266602.93,86236060.12,130886696.24,83902288.96,74748407.01,109228436.31,0,8864222.97,0,10775185.35,0,0,0,15355911.76,10317197.94,4197995.02,43192711.10,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
