,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3749504966.96,3455975038.05,4881543669.53,5516396276.82,6115381286.02,5974897641.37,6098152950.12,5098135560.29,4094626527.87,3593435067.87,4180721887.89,3562219265.37,3207178708.85,2808087809.51,3062353257.37,3146174492.02,3920162634.80,5127310221.77,8212749093.20,3160714230.46,3228351620.73,3752276854.42,4489756294.65,3461840021.08,3265278460.32,2995135689.95,2917700285.75,2004834044.20,2338063281.01,2796673787.24,2850214008.42,2784669209.40,3153353084.15,3262982792.07,3423306996.60,2016674613.09,2055789047.39,2273983585.98,2215687065.59,2411407827.47,2333646828.67,2042013038.26,2167923676.65,2055224193.87,2115446717.02,1566776467.92,2176292251.58,2747167560.03,2050730201.34,1295543317.41,1365317368.82,1318701522.32,1161287711.32,1250299812.03,1318050606.61,996598845.55,1439263343.44,1045429494.35,971254077.31,636684357.96,1103504608.08,787696516.57,729912129.33,1380988348.35,653458516.24,235776290.61,580083425.70,753031771.01,1446441502.49,1809839898.93,1917569320.59,2062148940.81,1910765542.15,1792759090.19,1709418115.26,2943464024.17,169959713.61,29505227.30,17230522.27,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,840479.20,58911624.56,69529527.91,80076202.01,117881251.07,103664952.98,97060538.00,120593642.49,139646693.99,149177475.82,109859345.02,88266304.29,118225898.39,7088323.83,7686937.19,6170653.22,12707121.16,7689245.87,8525858.33,9460137.47,8208407.05,7518163.96,10139525.91,10753826.95,6147312.27,9569488.44,12085696.93,10052705.49,26655577.07,28671825.54,24856324.86,25586340.17,34169083.14,36578944.05,45548980.79,133695663.35,93597582.62,101960027.47,168737692.08,179985426.42,273054636.68,170598498.55,198784551.87,495614462.73,533225359.04,548621831.20,161112000.00,34404574.40,0,0,0,0,400000000.00,400000000.00,400000000.00,0,0,0,0,0,150000000.00,150000000.00,0,0,0,0,0,0,2000000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3929421109.65,3356127415.96,3358968751.25,2925124797.93,3022499648.41,3036709301.35,2768672638.71,2576173836.76,2319119151.25,0,0,2313158018.90,2100866879.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,158708382.64,154835000.00,87982912.16,99135294.16,152270716.39,73847035.02,12982039.52,12123621.48,38072082.58,42691732.90,11862837.92,38183120.00,41020455.79,8514000.00,10901850.00,13646083.00,10464000.00,10534000.00,8212050.00,10506839.80,10680448.19,11690208.00,7645500.00,7023893.00,2763160.00,24634600.00,28712580.24,6623280.00,1985116.87,11786482.10,10292117.82,11200000.00,4746550.00,6375818.60,1544596.57,0,1000000.00,0,0,0,0,0,0,0,20000.00,78031.00,20000.00,30000.00,535361.50,550000.00,171503.90,230000.00,564090.00,236090.00,300000.00,20000.00,20000.00,0,30000.00,0,0,0,0,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,3770712727.01,3201292415.96,3270985839.09,2825989503.77,2870228932.02,2962862266.33,2755690599.19,2564050215.28,2281047068.67,2183783369.64,2385640674.55,2274974898.90,2059846424.20,1883084984.05,1716642658.47,1542312309.11,1362184513.65,1143159698.90,1152550249.18,964696392.44,833123392.21,1901152817.06,1724269440.68,1634654935.43,1367470331.70,1353644222.70,1210300426.50,1400226179.77,1147184943.42,1041915301.40,887208136.50,959310621.36,759414407.27,707159305.76,528574465.88,764966101.58,586946823.35,495494656.45,358101615.96,590344399.93,454193048.24,234306250.94,240796804.49,189590229.12,150871244.61,310097309.92,162535733.04,149673896.07,106667108.88,141768615.75,119265329.10,87539823.42,73996435.74,162321403.27,143189425.66,73554894.54,30771112.31,41094589.74,36910526.94,32752467.83,16844939.91,17757154.07,13043305.90,8153538.58,4180351.31,4212486.30,3432037.52,4062034.52,3749482.34,4387862.95,4059804.07,4187433.27,3053040.99,3317839.25,2556587.23,1970041.62,1609976.05,2761824.22,5227592.43,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
