,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,447494289.85,319741953.21,243128575.93,246227133.55,219543838.51,280044816.77,417104196.68,344248355.97,333817362.06,283447771.29,506165076.16,301888947.98,388002516.34,413077618.51,491939956.63,588204948.75,650241150.40,827799522.96,1147285762.67,817499797.13,939788823.46,1982557153.12,486564361.95,625057163.31,592187542.22,431347092.11,637293703.82,418042472.77,908118500.76,531990672.96,554069455.18,1017121841.46,1010402746.61,1032722283.44,317578760.42,157314659.40,417964222.75,560722839.12,529365832.56,578505254.59,890717526.70,767916231.48,579952006.09,277144813.32,219663518.51,317854602.32,174274941.83,235463833.49,126604250.55,130492839.96,137122282.43,128366371.86,94299835.42,200537907.03,242498220.34,224869852.08,280495447.56,155616773.04,189145855.67,159142506.02,167181557.07,196937667.31,163106833.61,154505696.30,173593609.54,193847314.17,209976902.84,290865931.38,405325775.68,219700286.16,177573098.80,225697150.99,266365628.37,156906615.76,320385003.38,0,37171799.85,32293449.53,38165154.02,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426199.99,426199.99,426999.99,426999.99,429379.99,429379.99,4279899.99,16279899.99,16723331.80,21173331.80,27375767.60,13175767.60,15147857.60,93738100.00,93701650.00,114279450.00,289804398.91,160000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2420411790.67,2705529223.30,2604245754.22,2544342665.76,2319241012.32,2367523214.61,2267289761.59,2335144778.56,2289007731.56,0,2099810279.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124339464.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,470436914.50,325545504.68,392347729.29,289135596.71,326727136.67,374708995.86,461824970.64,481258698.02,576297744.16,307363607.08,323810263.10,500651085.94,486576082.69,278591182.95,343314308.90,431240229.60,392905489.45,533453530.02,513274960.93,302267877.62,358790282.15,379525658.30,292245934.90,278903860.38,332174122.53,227155688.14,203049755.01,225964024.53,209718265.86,197884615.61,103698069.18,153149008.00,140906092.74,150658211.26,125073257.52,103470417.00,105433427.70,52233850.13,167752749.46,59379359.32,62731200.00,117209237.80,88407427.91,105798397.03,31255317.30,96688971.49,98667764.50,77293905.66,66115305.88,74595890.90,99866526.97,90532388.25,104522493.91,139280771.84,132861642.44,104895451.02,97966298.84,41687808.83,41811786.00,78136633.15,80487316.37,48690636.66,32925126.81,33223161.29,35768757.00,37883465.42,29574091.70,24890000.00,12000000.00,1565070.00,17220272.95,1954799.00,9159795.00,0,13029700.00,0,0,500000.00,0,0.0
7,应收账款,1949974876.17,2379983718.62,2211898024.93,2255207069.05,1992513875.65,1992814218.75,1805464790.95,1853886080.54,1712709987.40,1929697231.45,1776000016.86,1783741423.82,1707014243.62,1959864474.34,1826995448.97,1677994846.89,1513117698.22,1531516221.43,1463468472.50,1738734960.90,1615903515.03,1482562197.17,1453790909.83,1215497159.45,1042589570.28,1087427809.87,979464235.93,972833215.06,914621198.28,886548005.25,868458557.72,921831156.82,872764464.64,890201137.74,748696116.56,831055778.43,648976058.31,809791288.15,676466188.97,819532543.96,684924847.74,712658527.14,676829572.86,801490029.43,737026569.72,742333496.14,696480840.52,664373611.17,650230408.14,551033606.63,519122758.70,618010652.48,359355990.72,404702377.10,399589834.65,411432196.36,289025125.53,246848665.82,188259420.84,191583394.52,121240294.53,101374266.01,79835387.71,106580597.47,63198733.35,83558269.50,72088812.75,60309855.45,42968686.82,70008260.78,45948277.06,27498623.79,34251449.39,35947505.31,38526825.89,0,23542903.40,82395229.31,81927684.92,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
