,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3687506830.68,4289770297.79,2604437985.68,2611409500.06,2620146663.69,2452623583.35,2623576625.85,7358490228.79,2507810806.77,2577585086.66,2264821572.58,2007042272.17,2600116770.90,2093206821.79,1939066898.75,2228441758.80,2227172898.15,2427192251.81,2495402351.26,2746033657.21,2503453767.19,2712039083.13,2636316867.62,2664710568.85,2188816600.59,1871197682.26,2462787107.93,2368520031.34,2418299763.75,2298522230.74,2956464548.91,2870656325.99,2867683817.15,2443065298.57,2401759575.38,2294725224.50,2252226312.88,1975076016.50,2245526524.26,661716463.52,542534942.89,764884917.44,723580415.99,828361548.41,1210211493.62,738980338.18,418727565.16,399929051.67,345973263.87,278614637.30,383824319.69,289221770.11,228485221.37,229417047.61,322327264.08,260514787.75,376042927.08,506446570.74,615047701.78,576845612.24,603885962.20,580348069.91,158686110.72,86264304.60,146292761.36,0.0
3,交易性金融资产,0,0,0,0,84386.25,0,0,0,0,0,0,95561.21,53597.46,0,1072993.31,1255852.25,721563.77,4656460.26,3030099.12,0,13021480.29,0,0,3654774.02,1584612.34,0,1050571.65,2420984.56,176812.42,0,659669.68,390560.54,292691.21,932991.67,455467.89,1995931.14,2151404.02,511717.05,95908.65,268299.46,184405.88,0,0,0,2900000.00,40011506.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000.00,100000.00,100000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1966652994.60,2017043823.14,1995134435.23,2100868188.44,1904791331.03,1885675291.16,2880515044.89,1977097114.62,0,1180677903.32,0,1050253041.31,0,1054861426.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,420202841.41,405252031.71,316636802.34,393872188.95,319705986.34,173580415.59,292619075.37,288954606.04,281338457.69,203851525.01,263462351.11,167952551.42,152161120.94,103974506.35,112845625.51,119155901.52,104202587.07,113947342.42,107727006.80,88730493.83,102785540.33,177625743.52,230998130.67,213454232.45,178265537.61,180907601.03,171449075.89,153389317.42,114299303.02,46009554.33,90309275.32,52930433.13,102718800.46,98307926.88,98039982.72,96076276.71,63266877.70,46656750.66,39807202.77,19108312.95,33185282.85,28780545.38,24178882.14,13426191.48,6054214.69,16746621.75,11997618.31,6550096.45,3678694.40,1794883.14,2937531.84,4281400.00,3094683.00,1551309.46,1179016.41,2025302.25,12521443.09,8348836.77,1510000.00,2487750.00,2617266.07,1147047.40,435800.00,150000.00,2920000.00,0.0
7,应收账款,1546450153.19,1611791791.43,1678497632.89,1706995999.49,1585085344.69,1712094875.57,2587895969.52,1688142508.58,979411726.74,976826378.31,851918061.88,882300489.89,888797801.87,950886920.59,778555006.15,726509209.41,750885167.90,775544980.83,777963761.27,834071369.12,737020623.81,863748056.56,803617186.47,856805623.99,656830350.33,840189677.51,759019723.96,712098525.96,606827340.11,683606781.57,659690248.36,638780211.90,631696909.30,811130629.60,712595158.66,669970319.31,619148070.65,645039708.40,668750093.87,683956555.99,648821134.02,600035506.75,576685098.58,526857434.40,710409694.28,868898002.29,796286440.37,372773767.59,389148743.44,372242371.31,369703908.62,340180338.15,353573701.11,338980151.68,315575574.81,231416647.73,221206120.16,213065553.26,289726015.00,186507197.26,258757556.25,235151024.14,180383493.99,152400753.54,160364511.05,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
