,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,845297901.47,92776807.29,274444187.33,352718597.86,320473045.87,145048300.28,203906192.62,335181866.71,289704100.97,205262784.99,264788728.15,245416329.79,359308286.66,96661962.25,165159435.20,846240120.70,155092162.65,99414461.62,69961120.38,52740328.57,218738913.06,52918447.47,95785272.54,310317966.46,218080722.60,104482124.80,217192087.87,313162486.08,359432426.74,247974044.11,237060233.35,309738228.01,376323368.31,363912486.07,363372950.11,398829290.52,410851037.62,347027796.41,377499389.05,358657081.74,352311314.97,291514429.34,292428359.35,276001959.42,300317305.91,182698251.22,150995434.59,165706302.91,260458033.01,198669990.31,122023289.73,117119229.10,129992975.53,119938398.16,145856666.68,139428876.90,193227886.19,165032242.03,222064357.91,239761573.57,335127055.03,43715503.75,170502072.02,152756344.43,194172398.33,178066337.22,136152599.89,122012664.87,119534640.13,65308139.80,74052771.58,47917471.64,90237363.70,71824165.85,28759421.22,58393192.80,46672737.50,43477685.82,70718489.91,49981145.98,66209246.70,0,71582100.28,28389311.96,30559410.00,1658200.00,0.0
3,交易性金融资产,97000000.00,0,0,0,369519883.27,47105348.47,0,117964270.21,360958748.38,170000000.00,20000000.00,221891480.67,203920279.56,0,0,0,0,0,0,40505244.11,40031380.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10250722.80,10058387.00,10000000.00,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,365363667.38,380111974.98,412346485.97,382939503.58,327907060.89,467291208.22,472492853.74,464328904.91,454134155.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,100000.00,100000.00,100000.00,840000.00,340000.00,950000.00,950000.00,0,0,474000.00,50000.00,1677456.00,1072000.00,100000.00,0,2161360.00,0,2150000.00,1438700.00,0,311500.00,520605.62,220000.00,5230612.00,9720000.00,4735699.48,6700000.00,8716119.48,6557394.30,800886.80,877772.80,147772.80,73012.80,4812542.06,5669918.06,3406615.00,0,567005.00,0,0,0,0,0,0,0,0,0,961612.00,826815.50,100000.00,558000.00,58000.00,1181820.00,30000.00,60000.00,890000.00,320000.00,115000.00,215000.00,826000.00,3207850.00,3241000.00,372000.00,392270.00,74000.00,186740.00,0,10020000.00,10000000.00,10000000.00,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,365363667.38,380011974.98,412246485.97,382839503.58,327067060.89,466951208.22,471542853.74,463378904.91,454134155.99,531008515.65,468138188.01,472966675.47,519350540.60,484121890.03,422432896.57,391307940.79,386475359.46,419172004.49,421553542.58,419200845.82,366812961.91,320156085.07,276587605.41,283855042.68,263435395.12,267477059.15,292678370.85,295155138.30,270291660.20,235052794.98,237372792.54,213235581.34,221910362.96,170221690.72,157520647.72,141836863.86,149949897.80,131556785.78,110696818.78,102906441.35,142622000.27,173629916.12,150118510.42,151370912.23,155369982.30,158981491.18,160112023.65,133462449.78,192541858.79,185313603.79,177009625.94,178465021.20,166242754.08,194941165.95,149325895.00,165876332.74,168978003.42,159119450.93,185434727.57,166441254.67,165780152.36,179123229.94,170559799.85,178273836.84,147576237.40,114080932.21,116751213.89,89646879.56,95085075.23,126158653.95,136195679.07,116925228.12,74922019.14,54608262.13,2609810.90,2456764.08,1857648.54,1540939.44,704684.94,1119188.74,1043654.05,0,1443951.75,1306552.91,803210.00,858450.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
