,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4899281885.27,3259386151.00,3229318131.88,3162122939.37,3528838800.35,4501682384.26,2833144840.14,2297465379.05,3573790683.52,1849908041.46,1533593675.20,1771743824.99,2796059804.04,1033694739.89,3126585234.33,3407724495.20,1866742429.95,1153171838.46,1376142444.14,1037935924.59,1853618912.85,855084567.50,926823039.21,1699765869.91,1748989692.04,897325483.90,846509863.30,1111700019.66,1757815591.92,121767402.04,140302095.33,118597545.57,136169044.87,106879501.58,64676088.15,77372294.23,75394711.32,95030825.17,90196150.42,105589755.12,109420223.95,101832924.40,124880101.92,110450272.21,108727397.70,146342551.38,136659725.32,144444272.67,152879254.99,162475555.88,36270529.81,48665800.37,47334667.34,57737849.96,52492148.87,56347188.44,64176480.05,65498670.90,70181299.92,79290383.05,86906618.91,96204180.29,126817994.56,10251372.26,10863568.94,9035835.76,0.0
3,交易性金融资产,3052827.42,19101386.57,15625936.96,13771839.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,8329440933.95,10475895497.88,9715082785.65,9031666483.73,8612120292.51,9417170415.21,8555627605.05,6524861259.47,6006672824.07,0,7254023366.35,0,6519476754.59,0,6532516155.56,0,0,0,0,0,0,0,6026103958.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1397719043.63,1776860257.27,1549160854.91,1635174198.60,1835991922.68,1675561581.69,1723025769.01,1694524770.51,1723915400.27,1315400055.84,1575836286.02,1773391670.03,1885174886.70,1378510559.69,1301150995.50,1140672857.06,1158192765.40,1252960698.95,1183746531.51,1164655715.74,1109858563.16,1027028728.77,996209698.04,842018129.95,915175558.80,696884633.31,833423717.02,795172431.27,808974339.32,51122931.55,54478157.14,56560533.07,66283659.01,71776036.68,63369539.71,49745466.15,47061800.05,53435677.03,65806224.91,57360213.59,78290967.54,56357221.46,25865737.73,40421337.22,29735473.47,32091326.04,28410030.34,24201744.57,29800498.50,18705868.21,24557306.41,18711926.08,18078674.84,19696956.28,16900459.25,16696128.87,16469773.81,10563000.00,8620000.00,5670000.00,4170000.00,6680000.00,1830000.00,1670000.00,500000.00,250000.00,0.0
7,应收账款,6931721890.32,8699035240.61,8165921930.74,7396492285.13,6776128369.83,7741608833.52,6832601836.04,4830336488.96,4282757423.80,5928966995.84,5678187080.33,4863234690.99,4634301867.89,5544718779.90,5231365160.06,4888120367.33,4761492647.19,5153027098.24,5297858256.74,4756868519.46,4656425051.38,5185299902.95,5029894260.06,4071898578.10,4005070196.48,4137629722.26,3962044905.87,3231970273.88,3265769844.28,220115818.71,202437582.86,151857840.27,141444089.96,188131734.23,208519596.17,160424253.99,116945853.04,166517172.36,155315249.51,136629504.97,142131176.09,163062164.35,163669147.78,93178974.66,106529489.48,78249832.96,116881644.38,55057705.05,84922864.46,81589712.17,73409854.92,50370057.71,46961177.18,52346857.52,74916520.73,51328827.33,36539552.34,54544148.66,41876675.68,34629765.17,27267276.33,32697307.69,37502309.83,25826481.48,24955651.73,17998532.70,0.0
8,应收款项融资,232326155.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
