,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,106086111.31,192979885.90,182968020.01,299366263.53,415794966.47,657875534.84,695117880.37,1170316390.39,502286221.11,544855478.81,836072495.69,1028875708.75,1018282661.54,853658572.68,206144775.39,161892575.46,56852602.96,35136357.93,63726496.79,72039793.68,53236380.73,56439418.70,46650201.12,48533592.10,60964388.90,39380863.28,39588454.92,38790852.48,42142143.77,150744241.56,165175101.96,193142328.74,309634678.01,230901218.72,388501004.57,583953465.80,558163239.00,531820067.00,541138440.71,294446921.47,205201566.51,208088382.98,53798781.33,107704979.39,56343551.07,30758072.87,33157029.74,78442528.44,32176926.77,32822840.73,57922701.24,71701950.16,29292355.30,26291365.32,24792272.81,88050094.29,37256470.77,39799579.48,54684963.70,146206640.91,107532618.49,129925219.74,406079449.33,463016479.36,449491318.20,535941761.93,263711841.09,694641304.93,423989170.04,212946644.58,172777303.99,338154034.45,215347634.10,235050829.88,463574865.45,181773025.49,325414596.23,237193035.34,222360777.94,108477276.51,311175502.77,0,153121655.68,43334032.76,70126384.14,0,0,0.0
3,交易性金融资产,0,14156429.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305846.92,9673147.17,11674425.40,6051924.64,6748480.20,9328626.38,13673463.29,23032370.54,15383162.39,16781840.91,21280235.63,26761204.02,17801979.85,20651047.00,23100867.18,25981952.03,31365287.55,33485411.22,36518194.98,35760130.77,24663531.27,34753211.87,34716518.43,35710642.35,31647337.65,30000000.00,0,5600000.00,20000000.00,20000000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2017922571.33,2194317573.88,3250820580.59,3486172959.85,2833707823.83,2995655976.83,3811116798.43,3711165023.09,0,0,2549745309.47,3189224591.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,566148202.68,632738642.30,121509264.81,112193052.92,157368649.44,228212176.62,272062232.07,223477233.92,267735208.14,406995717.44,679340811.29,862790817.29,811987605.12,529455808.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00,200000.00,0,0,0,0,0,0,0,500000.00,1512000.00,107000.00,0,0,0,432000.00,958671.00,6364421.00,3109534.00,867400.00,3556500.00,8237271.00,8745227.00,1384500.00,9732356.00,4680400.00,11266400.00,5338559.00,4162643.00,14633305.00,2348516.09,7960430.00,2586246.00,1066136.00,7622297.00,2133600.00,11745600.00,2000000.00,16222000.00,0,0,0,0,0,0,0.0
7,应收账款,1451774368.65,1561578931.58,3129311315.78,3373979906.93,2676339174.39,2767443800.21,3539054566.36,3487687789.17,1979507856.36,1931059768.13,1870404498.18,2326433774.47,2190630046.25,1402419205.52,0,8955.00,1856968.50,2704250.80,1987606.00,1111685.37,1317922.19,1246068.14,2819659.26,5436085.44,1675015.52,1443734.77,1760527.72,1503039.58,2190699.14,1427395.56,379512.32,604457.14,119580813.89,130522867.96,118856795.13,132996269.67,134345254.08,147189475.15,122581777.81,110963264.39,92061175.23,90035011.07,93256507.28,81556643.67,97386664.08,123667932.65,117543908.12,116361502.29,109556596.79,101453206.10,76569648.25,86582378.10,91843504.00,101626217.75,123579982.49,150612778.69,174876998.43,201036392.87,183561738.14,220736371.41,255614547.32,281120192.30,230494023.96,277086880.65,322195127.84,269985231.01,262448552.49,240187786.53,257346944.34,229488977.12,214981233.87,197834722.68,262049701.52,311919904.78,248311775.19,361897229.75,405120674.20,292457740.47,238162591.31,206999286.43,210976551.29,0,178205523.75,80350525.94,79630637.58,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
