,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,892657732.62,687234307.29,650861154.64,801324922.61,417041016.15,614487906.83,607750448.44,580031723.20,368055660.89,340064893.38,304352064.16,492897412.52,355373567.87,292539103.63,385876617.00,354596487.62,655645225.50,797627859.07,390721787.43,344564813.26,445492484.36,556611566.68,405145608.04,476855406.05,489093009.92,509046039.63,494625761.35,499373672.22,367625296.45,524380832.32,417803422.69,636288872.90,478754212.24,263218878.78,208495957.31,358357601.49,668487641.25,293780737.73,312383070.32,361622788.39,631349607.21,828162059.52,1075375965.24,1462743700.63,939913021.43,256877686.52,245297588.54,417110702.16,245156841.99,168373994.65,156660816.21,161112666.26,198385820.73,176670165.64,411511461.40,427387771.44,294988778.80,432591100.58,427246507.32,119944264.41,570359775.03,177119844.62,348087946.68,269019036.12,366196754.70,469846654.51,741262556.53,497371271.48,837472788.27,608788665.40,781326456.47,644647850.11,746869420.10,441735523.62,442796153.90,298681985.57,273972393.41,239846275.74,194623633.72,189120125.25,67023580.13,0,173231343.63,172916150.28,131956060.86,0,0,0.0
3,交易性金融资产,0,0,0,415545204.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000.00,60910000.00,337410000.00,20000000.00,20115000.00,20115000.00,20115100.00,20142250.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2598817164.28,2231857117.62,1610588870.91,1787684810.06,1639759682.47,1762675114.38,1632724528.28,1815268439.94,2172048042.17,0,1387577079.56,0,1890929780.90,0,1281936399.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,276837104.40,252440978.06,140085141.19,169042643.37,138295351.07,146533504.16,96037139.63,111975204.87,116685517.93,47656783.38,68443797.50,41442290.20,107273356.38,51471807.55,42373725.74,59086932.03,111186342.28,245357058.82,180374139.18,219740135.77,97506848.78,223789539.18,157653986.83,127128367.71,186079325.16,101989101.17,47854759.15,51250214.75,66623174.59,227590263.45,121247900.71,244678357.07,282590649.66,88792771.08,151598623.86,304273287.97,165133704.52,21667446.80,118131231.29,257291184.10,179097388.16,108465896.76,173076125.24,149275132.34,77555154.15,22468082.70,185400697.59,362985508.84,526898536.34,221016860.06,103514636.01,173282014.81,421578320.47,115268405.39,117783504.32,145817848.18,266534516.50,88527888.33,175935109.88,216490031.88,219602160.28,41454323.00,109125761.18,73412836.18,224444686.82,11830320.00,87700320.00,23200320.00,50700000.00,98313892.84,86193836.80,124993784.53,78700840.00,8530317.93,32739564.00,15749300.00,80934717.00,12636800.00,5190000.00,9228162.06,0,0,0,0,0,0,0,0.0
7,应收账款,2321980059.88,1979416139.56,1470503729.72,1618642166.69,1501464331.40,1616141610.22,1536687388.65,1703293235.07,2055362524.24,1362472622.46,1319133282.06,1531250329.60,1783656424.52,1690401308.25,1239562673.48,1342173308.99,1664332111.39,1169738490.72,880400756.05,1111564786.83,1245231002.70,1048184437.29,915376268.30,1074434113.58,1218293880.72,1023648957.04,1001362077.36,1083415563.85,1359135133.41,842848501.99,729451339.30,1078205738.59,975463091.66,601172671.44,573425340.43,455943281.33,567975220.02,442685735.38,292819748.00,502607028.72,921623747.37,592221216.70,183211122.43,511955160.76,532730010.39,439142318.74,416869438.54,598592688.60,685820393.19,498716794.62,687495716.94,810556202.43,627219657.28,650759739.96,610552776.22,681062879.06,763305737.02,559303500.05,460572602.41,456388073.47,326808554.14,664028348.47,581842388.69,679094542.28,350439482.40,552731987.20,240020608.07,321221337.74,258161553.69,143013973.87,199948497.93,245091254.91,561685577.63,332057006.67,544105338.99,292826807.68,522258417.04,266856010.87,189979425.71,99246717.80,239293547.90,0,7931804.55,16375498.12,166024421.64,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
