,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,109477973.52,112824920.40,227586782.62,322490132.51,308427283.36,647007403.55,133762339.25,176504072.96,253074945.80,191764328.17,188456390.60,202468219.86,50411433.72,124414423.92,132567885.56,274830486.60,205936950.31,189712875.43,189982790.30,271478207.14,661055391.53,221398208.67,247775809.41,505932361.35,668145900.65,539549235.86,557314311.13,541012744.61,482436133.55,442080665.66,488960353.46,382679778.85,339325461.82,530845490.81,403061292.67,580575843.24,350380494.84,261502405.01,539488488.59,252306842.77,255405833.14,257009002.97,270362585.61,244611353.33,193098488.80,177758841.72,116526987.67,264453427.24,62927827.30,38127577.67,27699324.32,41401163.91,41429533.08,57299937.89,17817724.15,24891702.48,17411069.47,45967208.89,19977806.27,43343004.68,33782645.42,43526978.75,41007932.44,51229559.71,47771648.10,105879868.06,12728839.28,6000881.95,2055573.47,13948173.85,1218612.46,3423654.92,973931.56,35343187.00,8438065.72,8810173.59,14721562.85,7743488.80,38768556.64,23507378.41,0,29873474.91,0,15752467.22,0,12301833.23,0,18774985.40,14901580.57,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043124.10,0,0,0,400000.00,800000.00,400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060706.25,1890000.00,0,4914595.03,0,5621506.81,0,11857431.24,0,15603751.46,5254177.35,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,15398206.04,16221713.46,52784627.17,50790497.02,10396646.45,10554718.76,10165296.12,15505491.71,0,40499782.22,0,38375565.71,0,60765069.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,120000.00,120000.00,120000.00,349195.00,1667295.00,2049382.82,1927780.70,2444912.39,2212290.00,2166724.50,5051294.28,4067755.00,1917755.00,1213600.00,4025299.75,0,1450000.00,1150000.00,1620000.00,970000.00,1350000.00,1000000.00,10000000.00,0,0,0,8638156.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,15398206.04,16221713.46,52784627.17,50790497.02,10396646.45,10434718.76,10045296.12,15385491.71,5200250.97,38832487.22,43234042.65,36447785.01,46395115.34,58552779.18,21585777.51,32064586.09,5521698.13,18144497.71,38909642.43,15809523.85,21197168.93,3290811.91,11018872.84,12843349.53,57336398.39,594119.03,598721.76,2790499.20,2557627.87,1191650.13,1279565.25,3405324.93,2419119.03,594119.03,1349916.92,594119.03,631408.33,594119.03,869683.49,1109557.13,1124557.07,1202683.07,1202683.10,1476919.10,3132168.33,14501183.45,1239918.45,1242144.45,2150595.98,2150595.98,2473321.10,4511277.11,6913264.78,9800377.63,11699386.48,8728793.71,2183314.62,2926269.37,3027124.68,7937434.68,11606388.98,5728879.98,7234100.69,8493345.20,15708.30,25708.30,26208.30,26708.30,14137159.35,14156201.45,14156201.45,165501.45,51562.75,62009.25,904293.92,7753598.11,8852279.34,15024390.45,71375562.63,67451301.16,0,49385833.20,0,31785287.35,0,21150702.13,0,12447573.87,31338620.05,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,17820670.20,18877170.92,33030034.19,26911438.68,230657383.30,197586290.66,199300489.40,177577424.05,255295524.82,254147043.17,303986723.14,251588956.24,518863668.59,480404048.41,560154274.14,576318493.68,194902348.99,147140544.10,167432308.61,80054508.98,86917812.44,90834560.67,209197293.47,19623567.48,170332686.17,36474039.32,104600611.75,24086351.12,21604857.06,20628250.56,10783573.82,21023675.59,28406023.89,25661691.32,76091493.35,12890170.90,4516598.90,53769503.69,87676629.92,16830568.59,4124957.79,9351379.12,16420709.11,9521699.88,36916654.30,14245403.78,68848669.97,73605425.90,23886802.44,23673086.14,23280936.14,8186500.00,24539818.82,26266013.10,18074950.29,5564943.89,10678217.27,4716180.81,2570540.00,0,29603674.10,28610545.20,2614747.10,429359.40,52880905.51,12644468.48,4505500.00,0,3640522.82,11966359.82,11901359.82,10525324.00,11486035.82,1388879.52,1054179.00,813298.00,8284014.27,7149220.00,114467483.57,120495355.77,0,141453417.48,0,153424620.31,0,97468698.00,0,55549087.05,22661584.17,0.0
10,其他应收款(合计),162422027.26,228881058.11,170459968.72,174782957.83,148458500.92,152120531.30,189732052.99,194040354.17,0,42536413.63,0,74051417.02,0,148689833.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144333.33,1144333.33,8792000.00,6300000.00,4400291.67,1824291.67,9496291.67,7004291.67,0,1252267.26,9232267.26,7675138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676602.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,228881058.11,0,174782957.83,148458500.92,152120531.30,189732052.99,194040354.17,96099899.11,42536413.63,44288374.62,74051417.02,123897557.12,148689833.13,334579504.73,483573709.40,435933465.80,437210493.89,500932220.49,396716276.18,355292052.20,337351121.60,182204670.69,333503841.83,152553346.04,249037192.09,140244188.07,192222583.75,44758296.13,46648837.71,24872671.94,28330923.10,23345252.55,17369467.51,195017557.47,168069481.93,160214724.39,153460071.87,176860427.27,213280536.18,242057352.01,157299007.67,50488877.81,37325750.02,41679115.13,59447913.01,37123353.78,52819213.54,23047296.30,12384299.49,21905466.44,11927627.00,92515614.62,39265544.14,30161816.19,34204533.98,21396062.25,17363074.68,23757008.40,10702603.61,29441688.19,16799669.72,16241622.64,11423549.60,13287643.79,14272184.84,9458366.38,6517857.66,14734474.53,21036578.50,15546468.70,33957124.67,31189325.29,21510183.99,19853201.82,20481700.36,25091801.12,23416955.43,52709872.58,71523759.33,0,92427478.95,0,90401993.26,0,91491333.20,0,72441704.65,64396717.27,0.0
