,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3310297451.00,2833506234.00,3264402948.00,3167718294.00,3697338708.00,3660253520.00,4824233327.00,3988314401.00,5770227369.00,3820988536.00,2522950798.00,4016884089.00,3597044199.00,1993172416.00,2983127939.00,2519312994.00,2458333716.00,2687687629.00,2380869641.00,3371998395.00,3213863458.00,4425442141.00,6898269878.00,3193182736.00,3515643963.00,4027654207.00,5194091802.00,3045329180.00,5380769224.00,7882219207.00,5808885543.00,2598041798.00,2053780508.00,1382886754.00,1235942019.00,1334686604.00,1335993150.00,2036633088.00,1449638481.00,1224874213.00,1926802247.00,1530580910.00,1466108967.00,2980265508.00,3780320180.00,1378268570.00,1807602429.00,2019489903.00,1283979612.00,836426652.00,686166426.00,1057261245.00,803333296.00,808940534.00,885935160.00,653804312.00,581747920.00,956167370.00,1302172284.00,1112867046.00,1527021328.00,402276580.00,474943357.00,140728221.00,283252722.00,230333290.00,301848645.00,302113232.61,84694576.00,108444725.34,153188581.00,195217795.90,214521588.00,213735324.21,885643405.00,292719463.00,228747446.00,243603529.71,253564190.00,97269575.82,181742000.00,0,184110958.00,75593749.00,102926398.00,0.0
3,交易性金融资产,1739792062.00,1651531547.00,1830611853.00,1882861759.00,52920084.00,8438278.00,8438278.00,8438278.00,8438278.00,116858.00,0,0.00,4615775.00,0.00,2182156.00,12568069.00,676082.00,14704543.00,25352356.00,54184680.00,25735001.00,46003519.00,27028000.00,53358544.00,121169489.00,97035310.00,51429237.00,52712117.00,26009477.00,1704966.00,5931212.00,37489574.00,61678770.00,93741745.00,56143477.00,65107473.00,47840517.00,29667854.00,66841044.00,18781851.00,16284096.00,15149413.00,86552022.00,1812641591.00,1344682187.00,408833872.00,234132584.00,533670855.00,442306963.00,156373925.00,162717173.00,0,0,0,0,0,0,0,0,0,3000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3034965.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4971825528.00,6619958996.00,5481406566.00,6072989563.00,5221919846.00,5780685962.00,4744899419.00,4430293379.00,4400803623.00,4790655814.00,0,0,4527667239.00,5357529695.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,5650000.00,0,500000.00,239708611.00,189371105.00,354540520.00,254631955.00,219290316.00,420786012.00,234080041.00,172270311.00,208578936.00,296920781.00,214351621.00,224650884.00,401423841.00,243159622.00,180776849.00,53960330.00,191961914.00,289299440.00,77464200.00,108037704.00,142390501.00,334519241.00,106753187.00,75039302.00,16895280.00,115069863.00,85016130.00,331672094.00,70890000.00,80556568.00,34259830.00,51321785.00,30088246.00,35237260.00,53282279.00,6000000.00,65022851.00,6574000.00,4019493.00,82760897.00,55308944.00,11502579.00,9771550.00,17518269.00,0,6000000.00,500000.00,5206310.00,1040000.00,0,0,0,0,0,0,4000000.00,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793860.00,0.0
7,应收账款,4966175528.00,6619958996.00,5480906566.00,5833280952.00,5032548741.00,5426145442.00,4490267464.00,4211003063.00,3980017611.00,4556575773.00,4480035090.00,4473786165.00,4230746458.00,5143178074.00,5375796247.00,4144336039.00,3894762468.00,4032640582.00,3623515633.00,3532956691.00,3617250552.00,4619460476.00,4277042577.00,3953243124.00,3548903103.00,3367951936.00,3630901036.00,3314640150.00,3710721111.00,3926348638.00,3711366345.00,3997889211.00,4788249121.00,5301563232.00,5258818483.00,5761143491.00,5715050345.00,5318184853.00,5478856012.00,6230933863.00,6048610903.00,5355641585.00,6296025565.00,4805020704.00,6206696369.00,5734289795.00,5854147107.00,3650369983.00,3660436464.00,2715130410.00,2620995346.00,3049928264.00,2819284838.00,2477772092.00,2370192392.00,2438662250.00,2235949994.00,2190486366.00,2072493623.00,2631713594.00,2733627726.00,2798957980.00,2868597181.00,2399156353.00,1953822331.00,2112412309.00,2079393042.00,1659477546.02,1797701661.00,1938234606.10,2040667544.00,1645058067.81,1625744585.00,1833288943.13,1319658980.00,750860597.00,613467333.00,310976551.24,381290980.00,514005963.12,604199000.00,0,394340350.00,357833015.00,191458592.00,0.0
8,应收款项融资,406408604.00,526940150.00,309855618.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,935878777.00,1777723494.00,2947551791.00,2267549890.00,1681187715.00,1577122359.00,1200671448.00,1525637475.00,1036783170.00,1492842885.00,1300308833.00,1027167440.00,900422234.00,1432078682.00,1490816622.00,1275407237.00,1226345632.00,1395000448.00,1072064524.00,1401341038.00,1251617828.00,1555447170.00,1540731478.00,1358168614.00,1285291251.00,1251294542.00,947952311.00,1096632171.00,995684680.00,857557802.00,563223826.00,971337505.00,1067669515.00,1364082506.00,1176502238.00,1561219548.00,1319830607.00,1341734084.00,1701191644.00,1829682662.00,2079241507.00,2893654496.00,2960628786.00,3759463147.00,4803023550.00,9196114513.00,7469062461.00,4382862131.00,3614304534.00,3639192825.00,2529193685.00,2206326199.00,1241232719.00,2498884003.00,2899046057.00,798229699.00,687600358.00,694440166.00,1241864462.00,1032926449.00,392678271.00,438951661.00,483473260.00,402703163.00,130228641.00,224434039.00,189418287.00,194060356.31,86117661.00,67187217.03,59046571.00,57599405.56,55944323.00,113453816.27,55867324.00,45281399.00,35508060.00,14681032.78,30675865.00,19486943.03,33776000.00,0,4479113.00,6729580.00,12846707.00,0.0
10,其他应收款(合计),1176561508.00,1105930183.00,1105761024.00,1025238543.00,1149035349.00,1250471071.00,1091413685.00,1069481986.00,996826712.00,952212526.00,0,0,736554593.00,683603192.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
