,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,663689246.95,552281675.13,854964322.86,197504481.27,374015620.19,441413500.70,317680228.72,254289193.39,416656486.73,417013093.59,364550665.84,327846536.00,332784193.05,334301253.76,238967983.38,386890791.73,301271954.55,236327945.58,153049491.55,261482690.90,598953057.50,535523397.37,642240809.60,670877996.42,627615384.80,638628536.68,832476281.51,575158607.33,414544689.99,303792815.85,117097364.34,640398253.29,492423201.89,678629557.27,119373279.07,175264863.21,167399505.79,112212890.23,147345155.92,57027795.13,88898778.56,66383026.53,104417376.83,87446849.66,43968365.77,52939379.69,102376138.84,29167911.73,75942402.29,32622021.80,45635412.14,10146312.49,59698588.84,45176736.93,15050733.05,53176042.37,65552428.56,40222441.33,69213649.99,40232206.31,50167518.78,59994581.66,49821791.59,90166218.41,58080578.97,32249197.94,23709080.06,42645140.12,117776053.12,95740433.39,91668860.32,126016529.71,180700093.90,269484025.89,341758670.55,9337042.89,26570750.57,19774091.89,11101276.84,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022910.00,7012005.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6357750.00,3858750.00,4086600.00,5071500.00,7335300.00,10157700.00,10414950.00,7298550.00,7474950.00,3196500.00,16378904.51,15061007.01,12202841.00,11698874.76,11992353.67,10727735.48,12489915.92,14434176.00,15184844.53,18997013.37,19726275.07,21263275.07,73111500.00,73196500.00,73196500.00,3244600.00,73266500.00,73266500.00,3266500.00,3266500.00,6818320.15,15278372.94,6507735.60,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,1932001.59,3815488.00,0,0,0,0,0,71440.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,813606733.24,991018720.78,1069002826.29,1030042608.04,873121502.78,842739525.36,900332800.54,764101366.07,687097075.52,0,767096035.58,0,523140308.71,0,645217008.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,130494058.60,108855513.16,109289486.52,105842149.59,108139306.58,85835919.99,56697863.02,76129982.90,94512049.53,94995885.66,91188491.13,60271233.93,41035529.02,95183839.11,129873133.10,126115351.10,114902049.73,58304237.34,44326109.82,33160669.74,29863280.19,19636476.10,11252001.23,31021535.18,13228275.49,33624051.85,19674301.62,26744692.98,7375190.69,13501583.46,23854273.62,16013928.89,5690274.43,17706218.28,5737209.90,16776792.32,16235303.83,10155853.91,6735783.30,5521556.80,4886942.61,4284694.30,4640782.61,3168120.00,1395455.20,2124790.10,7102018.09,13385908.14,6784124.55,3806099.04,4476302.27,5868441.53,3253415.00,3678649.60,11037696.55,21544974.30,23707448.90,13091717.70,16421668.46,19290630.62,16274064.96,12243143.06,10547461.66,10005511.60,4388522.60,2341540.00,1568104.00,3412744.00,2837518.40,2232030.00,4313691.00,5809967.00,2912631.00,10009457.20,781590.00,3046158.51,560000.00,1200000.00,0.0
7,应收账款,813606733.24,860524662.18,960147313.13,920753121.52,767279353.19,734600218.78,814496880.55,707403503.05,610967092.62,575982801.51,672100149.92,645115720.71,462869074.78,535101984.01,550033169.07,525765888.50,451852347.98,449321186.23,453335326.58,437139736.80,364900838.45,414139626.26,448443905.32,409080335.47,412538243.66,482896166.58,547860832.70,552801153.10,507915977.25,567011209.62,590807034.57,485457064.29,415439444.04,376546121.37,312070260.91,183123246.93,159608371.65,184362992.45,162909262.73,143518279.15,96698625.84,102650853.56,90056628.33,92621073.69,73280471.41,83843554.46,98076022.61,86064399.54,69456333.40,88528620.29,81126897.96,70452354.56,47142588.14,64662635.97,61263643.73,55259555.89,37281650.44,57954768.53,55518429.15,61915449.96,43738451.82,59050419.43,48309433.22,54100603.71,41576995.93,49354044.12,47014474.60,45871528.50,36172899.62,40045885.42,38108263.78,34772790.33,31110087.92,26865187.48,22046539.25,20238286.62,22494248.67,31674667.27,28826579.45,0.0
8,应收款项融资,124976361.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
