,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20091231,20090630,20081231,20080930,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,14219151846.00,16809948691.00,15050031448.00,12681464251.00,13477697330.00,14019349767.00,15427811830.00,14500119469.00,13734948279.00,13892489421.00,18010884085.00,13807745064.00,16241435563.00,17660055512.00,17377517320.00,19431524157.00,19538964461.00,26153425730.00,15541673769.00,9880386852.00,9213443785.00,7383504941.00,7304150823.00,6964520159.00,5514455535.00,6301216584.00,6268621430.00,7464468921.00,6887015688.00,9085989691.00,9607381379.00,9800350142.00,10291396598.00,11202091167.00,12725525742.00,13822098731.00,8976932497.00,8979491288.00,12734755223.00,7569363842.56,6763754121.84,0,9136066579.25,9601710560.17,7006815173.49,1304414814.60,2759356394.31,1349937715.75,1771132987.69,1835464932.49,2535022795.45,2719739558.14,2319486643.04,2104013470.17,3827382650.66,670204376.67,0.0
3,其中：客户资金存款,8223277492.00,8932905303.00,10098609300.00,6984996649.00,7690007485.00,7570225922.00,9291055039.00,9214317929.00,8565967859.00,9455607695.00,9366226688.00,8703941603.00,9012848002.00,11524740780.00,10563453197.00,9317432401.00,13351759421.00,19232466966.00,12273583673.00,7527550455.00,7053974476.00,5757276583.00,5636583723.00,5603884698.00,3936392362.00,4406551855.00,4711085684.00,5069098904.00,4563304010.00,5012333815.00,5523241624.00,5680733951.00,5850740601.00,6594922149.00,7441885583.00,8780833850.00,7525556593.00,7680921394.00,10477337851.00,6296588501.81,4878242163.89,0,6580542631.30,7032506353.11,38219014.43,1266401458.86,2025686734.82,819099620.04,1215864983.57,1067180723.03,2239198861.05,57273921.72,2106506589.67,0,3613175145.04,460188057.47,0.0
4,结算备付金,2296071251.00,2486674797.00,2634133478.00,2323843791.00,2013944564.00,2285897016.00,2084881644.00,2178725149.00,2393546737.00,2324054109.00,2271645552.00,3091304646.00,3332764493.00,2989427832.00,3183725730.00,7579827210.00,4184700490.00,3548429250.00,3485159206.00,3403263036.00,1096589230.00,751177485.00,671748396.00,556280882.00,590961977.00,481984915.00,515559547.00,396084349.00,337715650.00,290204653.00,401100294.00,609624519.00,386303948.00,311466625.00,400011537.00,1673520722.00,492756598.00,360938510.00,883045933.00,492399174.23,498797431.57,0,2416041459.49,2449396072.63,1562439453.63,2729973509.20,569787207.07,805953296.72,300703565.38,500819482.76,104017280.49,105783075.35,42989306.36,52467656.20,294528782.20,663296258.09,0.0
5,其中：客户备付金,1009504167.00,1212109173.00,1315560849.00,996866389.00,996943541.00,1252797528.00,994185526.00,1266002750.00,1248857739.00,1304688516.00,1113312025.00,1918929941.00,1526745199.00,2230206545.00,2211738611.00,5551965157.00,3093198233.00,2917098441.00,3067057964.00,3038138992.00,826657181.00,475409993.00,457686391.00,366124374.00,479231289.00,377095342.00,390112385.00,252979564.00,241030601.00,249059489.00,323864909.00,296529672.00,302399755.00,261466123.00,350259989.00,1490956216.00,342167940.00,335823961.00,442026377.00,375816085.73,359991814.13,0,602055029.21,1347444076.23,1438762680.40,2018913410.53,563177296.00,753417106.33,260184175.25,500347439.91,73855502.88,25799300.73,11159504.93,0,294528782.20,663296258.09,0.0
6,融出资金,5346861499.00,5237851315.00,5398349322.00,4435571620.00,4573743064.00,4991540455.00,5129557219.00,5405752310.00,5477195070.00,4905914093.00,5184853900.00,5380004581.00,4722604694.00,4600156366.00,5065496217.00,6847519483.00,5880973257.00,13382995942.00,8673104056.00,5171121284.00,2922367579.00,2041301147.00,1869694802.00,1541967974.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,23390265036.00,23983410290.00,28321139300.00,22240168027.00,19812429140.00,21430754436.00,20881405507.00,14971270405.00,16583544916.00,13534120337.00,14498967890.00,10852322071.00,9875650591.00,5400710401.00,5960418863.00,2024139057.00,3126464196.00,4753474881.00,892852278.00,312595655.00,1016078687.00,319989934.00,343330879.00,245562410.00,132914223.00,37962852.00,1836094182.00,1930528540.00,1288996605.00,1218881180.00,600483437.00,433302499.00,91105466.00,247248842.00,209928405.00,377047444.00,407373190.00,135799795.00,155426892.00,195207189.23,0,0,1933945.00,145004006.24,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,81156971.00,61069247.00,0,50153341.00,0,0,0,1138099.00,0,0,0,0,0,0,0,0,0,0,-22822.00,0,0,0,0,0,0,0,0,0,0,0,95040.00,0,0,-369894.00,163980.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
