,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160630,20151231,20150630,20141231,20140630,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100630,20091231,20081231,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,70329276149.83,70311889882.82,83671846163.19,76879969107.38,51413630839.26,53946937758.03,58854809362.45,60600581635.71,59741699051.06,63888240287.84,63569360251.25,70612136645.32,69064034179.13,91081985841.90,102581604837.87,190438510163.09,51811602091.59,39248124026.39,33083697516.23,48527036000.00,36607005316.83,37874261063.10,42264407062.60,50767926672.04,55564839410.62,64276730074.29,78212303426.62,41254258000.00,76461567000.00,27734947347.31,11273185232.97,0.0
3,其中：客户资金存款,60281957293.02,62161123572.26,67642030240.24,67004771829.27,42528973315.11,45934759458.50,52047128502.95,52501236514.84,50777265626.39,53904227972.57,57164069174.10,61128428649.24,61215187894.24,82814337908.06,93895891406.15,163724200573.46,44157509114.68,34232215172.69,29744156694.17,0,33151988915.20,33891619817.29,36183765579.26,42881949543.58,50758909092.79,59768584507.57,68325514556.74,32899616000.00,68164503000.00,27733859238.01,11271864151.28,0.0
4,结算备付金,11276474884.56,14578150382.41,13010734857.38,13868187006.74,12686542694.97,12747922202.01,14241537541.26,14068705458.85,12538492001.11,12424115539.67,14388142548.23,15943252758.49,25363434521.56,20241152603.30,23259552319.92,34244700925.43,31260369588.96,5740043642.91,4373916893.33,3870586000.00,4541475259.11,4827172076.93,3584130970.05,3204906282.32,24675490045.42,6510303011.62,15676867839.95,11400575000.00,10846435000.00,10591106462.27,903358348.08,0.0
5,其中：客户备付金,9485071510.87,11730243430.65,9686910660.61,10845940468.79,11623904758.46,8894380921.61,13130065625.59,11957553245.61,11503786357.79,11483606134.62,13336657495.69,14783588738.65,23365572391.12,17845707724.51,21589566875.45,32242052740.44,30209980589.03,5334641213.22,4082463251.82,0,4075448868.54,3986328686.43,3099914608.21,2725185607.12,23764655905.40,5340076404.27,15236966223.15,11041102000.00,9460060000.00,10591106462.27,903358348.08,0.0
6,融出资金,58721318360.66,53806315726.69,53148227945.09,51060153988.88,44631942885.04,47375979137.29,53650882695.44,57501959494.00,60063731272.85,56104026094.07,49752831510.67,53235389729.29,55476600843.05,52165456315.34,70138177359.13,134858623709.76,61442656603.42,22557254033.78,18392777854.30,0,5438667832.15,4410247878.50,2548727234.35,1838226155.86,532828951.76,0,0,0,0,0,0,0.0
7,交易性金融资产,74039119174.28,71863054538.81,71387845602.07,73874833067.09,60338281556.50,52822164013.58,46717361856.94,49771110181.10,29010296058.91,27436154186.99,27557731945.71,27109830422.23,29363318163.13,39258255111.15,38923818595.23,15926983134.40,7322103310.74,5148181760.15,5969827329.83,4998715000.00,5453058165.51,5378733554.32,5011699407.91,4924724018.98,6696630000.78,7936201645.35,5403493348.68,3722105000.00,747979000.00,0,0,0.0
8,衍生金融资产,208502701.01,80140765.11,72471679.95,21877959.89,76290608.09,61533594.56,138226542.04,0,22935563.67,16042788.23,14306140.78,250280.16,8477091.17,156227385.44,23536047.48,5717246.14,0,4007400.00,2281304.57,2844000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
9,买入返售金融资产,30438084072.04,34816168538.11,33139506875.87,38982473491.65,39967073540.41,42399705861.08,43828971095.29,42862929827.36,38256131494.62,28328996584.21,21739310344.06,16719999154.73,13006200308.07,4741164334.66,21790688955.10,5763136975.86,7404824521.28,818031600.00,1283837917.43,1665893000.00,809523200.00,323666333.70,591752700.00,321900000.00,60000000.00,376037003.98,1829642594.52,4098815000.00,3652900000.00,30000187.50,0,0.0
10,应收账款,5116838493.30,7834153452.45,9386874524.30,1228135352.52,643111618.52,1167902879.22,1521151039.96,957907076.04,1002841912.89,865130061.67,935495456.91,876135388.34,774651108.40,712376148.88,764030029.72,959733619.07,458257187.06,367833473.73,300915558.43,278417000.00,202879589.11,0,109243571.42,0,0,0,0,0,0,1312289975.49,1181101141.22,0.0
11,应收利息,0,0,0,0,0,3399321987.03,3356034394.14,3692666857.84,4003081934.44,4437798485.15,4049627402.55,3818644996.08,3553683027.27,2848749644.01,2167171917.99,1634321917.51,889989753.76,766155200.00,638992924.96,0,300361000.00,247030139.96,173238800.00,117187225.41,150900175.64,30174788.42,71625501.65,29617000.00,41452000.00,0,0,0.0
12,存出保证金,10735256392.21,7253413558.29,6904169294.49,7594518088.94,5275827016.16,7350122646.18,6346399855.05,6243544929.29,5836550080.85,6080837093.65,5600145534.55,7474949915.10,7070055005.78,5427777489.34,4388962838.37,6154097001.12,6050015275.85,3820740000.00,2840742034.81,2833811000.00,2614322700.00,2524520457.60,2137039200.00,1044016053.37,2346741707.30,889188226.26,1703624989.60,500123000.00,1004468000.00,180214638.34,125088706.88,0.0
13,可供出售金融资产,0,0,0,0,0,0,0,0,34060840802.93,34813590661.45,34380486894.25,33610183451.34,36524139008.28,34161167024.67,32125185786.60,14568942035.44,11583534995.63,9994381097.42,9790132173.64,8259488000.00,6650976189.10,3709306940.20,1032100715.26,834132240.36,2022881108.73,953919790.40,497985529.28,205820000.00,694543000.00,0,0,0.0
14,持有至到期投资,5031295864.93,1239694374.48,1458290161.65,4675344521.72,5061777671.50,5505343373.41,5208110035.45,20516803306.58,3545172488.54,2320297956.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,长期股权投资,1320135982.87,1314729283.37,1069656114.50,867859779.52,876823011.05,794474989.85,802936131.68,786472339.29,0,22005831.00,21995835.00,0,0,0,0,19613562.22,20010562.22,20560928.02,19856000.00,0,442450000.00,392450000.00,230950000.00,1245227647.62,134200000.00,1245227647.62,0,0,0,271095854.84,365729030.73,0.0
16,固定资产,276718303.25,270526495.75,251668594.02,225638482.52,241529767.81,250366123.02,246163540.10,250180584.67,261080141.41,269615518.18,268383117.46,285539149.08,299206110.50,318959806.47,340281130.34,288040804.50,265846595.35,261853243.59,285215335.91,436250000.00,356672609.02,390016876.78,433177288.79,437031121.80,477778518.76,486208591.41,560435197.26,539054000.00,463167000.00,922303651.97,986295262.97,0.0
17,无形资产,493538105.23,491703334.32,513684747.49,390390911.73,391666871.74,370370295.40,374534824.87,379829929.87,385796444.63,354706050.11,352760842.47,357022669.13,354240786.04,356224932.62,363359137.49,351392812.63,355161334.56,353047556.45,349250844.38,351456000.00,362811140.88,346615465.55,353311129.38,320688997.54,322087697.79,311323441.81,317251019.80,324140000.00,327022000.00,22697085.19,32539243.67,0.0
18,其中：交易席位费,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303409218.80,303409218.80,303409218.80,301198518.80,302598518.80,301198518.80,302598518.80,302599000.00,302599000.00,37380403.50,51543913.93,0.0
19,商誉,439538680.25,441035463.66,435651871.73,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223278000.00,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223278000.00,223278000.00,0,0,0.0
20,递延所得税资产,99832078.83,101875617.35,169510295.42,110010450.57,477454435.73,169029148.03,281371245.82,147661930.21,168047637.97,68635885.35,76240017.38,89027122.70,239630410.69,469147437.49,131017305.67,113381369.57,347649847.97,229059900.00,308203694.69,74935000.00,174384500.00,197310816.01,304869600.00,571994298.34,535588676.64,378025975.98,372859020.10,274788000.00,45500000.00,252933.39,326631.41,0.0
21,投资性房地产,8034187.50,8083350.00,8132512.50,8181675.00,8230837.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,其他资产,3425521981.78,3379760503.27,3455031490.61,3911444276.23,1973164580.11,1985611523.15,948084144.47,907946187.24,1060825280.03,1275001763.06,1296230050.21,1120929084.15,1116762376.55,958653227.37,315788039.73,296426580.62,340407132.22,435101300.00,331442469.13,0,560168600.00,642196772.40,447759200.00,406552849.58,575052930.62,462831202.93,339559328.43,172140000.00,172220000.00,1131394.18,1556600.96,0.0
23,资产总计,315665877433.83,304133831222.27,310646068092.13,304980276659.36,251363290117.14,256253666167.50,263172619020.43,271084300364.97,254814966451.09,243985233141.58,229445925301.89,234918159802.38,245880521017.15,256289674922.15,300655551920.15,406839649476.87,180025706420.12,90327652700.00,78284367471.15,84715744000.00,64295583800.00,61486805994.56,59214734400.00,66257875562.73,94318459863.57,84079449019.58,105208925415.40,62744713000.00,94680531000.00,43202151590.93,17569231360.52,0.0
24,负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,短期借款,5775420038.07,5508078246.53,5263008645.77,2843876787.13,3010778176.97,2783820044.15,3202522887.34,2348770046.47,2550330900.00,1841299900.00,1808703600.00,1819915527.60,1785422000.00,1755126450.00,1190513800.00,1560994043.80,812123268.47,1060453000.00,302687000.00,0,18858300.00,0,0,0,0,0,0,0,0,1378250000.00,1393340000.00,0.0
26,其中:质押借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460910000.00,476000000.00,0.0
27,应付短期融资款,17659517315.52,9806139934.34,12306197474.86,6125376758.56,6760451698.62,11194160000.00,15374462452.83,17068393060.81,28328293060.81,27138606666.67,19106016666.68,11531386666.67,11518110000.00,0,21846100000.00,45304270000.00,16517910000.00,4510000000.00,4000000000.00,7000000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
28,拆入资金,8177307038.33,2902556537.09,302423928.26,2307712106.06,2001885771.10,2100000000.00,700000000.00,1650000000.00,500000000.00,0,0,0,0,200000000.00,0,1000000000.00,1000000000.00,360000000.00,290000000.00,0,300000000.00,0,0,0,0,0,0,0,0,0,700000000.00,0.0
29,交易性金融负债,1718081624.77,2059905600.22,2615559652.42,2689933347.71,1458698493.71,1336786128.75,845531441.29,957290667.99,268491159.24,422248796.69,538420630.50,661794448.15,713502080.63,8821908.94,51039350.00,9632540.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,衍生金融负债,469791795.92,696261098.43,283380030.45,262672930.53,213412804.87,207429707.63,255203807.75,0,135149568.30,90611180.91,84836883.67,45580810.96,38001654.41,73942335.37,341442760.63,131589235.13,24083946.35,19800600.00,7882919.40,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,卖出回购金融资产款,54855653810.50,44188692199.88,44050890400.71,40439503972.17,28059940329.82,30214549108.84,22196777466.00,27424722814.40,18716223850.20,16520232904.15,16195742942.60,16731241223.80,24494653056.69,33644604829.40,44852920300.00,47223525000.00,32739925342.46,11167847960.45,8898387500.00,6415807000.00,5183436000.00,3146719000.00,2602000.00,1867099490.45,0,1886400000.00,4252700000.00,5777800000.00,59995000.00,468090740.00,1048962583.76,0.0
32,代理买卖证券款,80508860269.58,79495801693.11,82959035621.14,83593833274.35,56695274280.97,59302469220.97,67435096944.26,68274515068.08,64787131698.69,66850078682.67,74613678816.00,82068145524.67,90404208583.12,104865362974.27,117992208822.84,199522452712.53,78407509098.93,43059405954.69,36451281649.01,41273161000.00,39745628892.81,39801683733.46,41231088692.96,46592456299.41,76794508827.95,65967080919.22,85237457686.56,44416001000.00,78605004000.00,36146011777.92,11846079771.98,0.0
33,代理承销证券款,0,0,0,600000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13460.00,13460.00,0.0
34,应付职工薪酬,3354729064.45,3168050867.68,2728144162.90,3000227598.65,2591518580.56,2241456894.68,2243450469.59,3027032704.01,3389597032.90,3308125116.40,3104318149.44,4142397336.66,4036814282.57,3815980686.76,5543796476.48,5105114872.34,2932673513.32,1468749567.56,1287721673.99,843015000.00,1104837072.84,1170245847.59,1487420125.04,1856293703.81,2323319758.72,1641160507.90,2273747412.86,1944198000.00,1743796000.00,123010045.54,29389483.38,0.0
35,应交税费,363083801.38,342971684.70,176058064.07,283018922.38,164953547.00,30365855.22,121963211.85,221176795.29,387671812.76,220151985.60,236524196.99,128520677.12,221026949.46,385495582.52,1080725498.52,1064830733.62,577489992.80,47719900.00,130223445.60,0,103484800.00,57504664.44,126066400.00,160993303.60,322463700.70,112625838.29,186085972.44,699420000.00,2086822000.00,378172591.30,-78405035.04,0.0
36,应付账款,2766214205.46,7273633622.21,9105575673.38,2033866979.22,1073023009.24,1194975956.65,825948643.14,1127335809.29,1158599209.82,1165287896.45,1217337522.09,855939198.81,1006807636.91,1069492279.04,1110049267.25,804735513.93,454831619.61,240129600.00,169485587.45,0,3070000.00,0,2799900.00,0,0,87194705.99,0,0,0,8490668471.00,8608261600.56,0.0
37,应付利息,0,0,0,0,0,2227223253.11,2034488980.85,2172327528.57,1693323755.32,1149561799.13,836501728.14,1618742532.99,1731709893.17,1253226348.64,2508211004.88,1882944989.03,376495537.90,252121500.00,96745747.64,0,10285700.00,5300794.57,6609300.00,0,7227829.55,362173.02,9590804.72,7666000.00,300112000.00,192487339.74,89897967.93,0.0
38,长期借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000000.00,1500000000.00,0.0
39,应付债券款,64023358183.26,73610803387.78,76949244505.10,87762515232.30,79501423016.78,73344505282.26,76351742748.88,74716950278.63,62880499788.99,54876447475.84,41293565555.42,46112381388.78,46312382222.14,45533943888.89,42422695000.00,47016845000.00,15800000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40,递延所得税负债,261392439.43,259788804.06,153046967.94,189816390.09,10096290.42,0,19776156.02,18089840.53,6580849.77,331509170.84,238095034.88,0,0,0,0,0,0,0,0,470000.00,0,0,0,0,35363926.71,5560229.55,10995669.04,9351000.00,100722000.00,0,0,0.0
41,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588730690.37,609899720.26,0.0
42,其他负债,2474045715.04,2934461841.14,3218073344.98,4516332897.78,3483973192.65,4212501098.67,6643101724.15,6127248204.20,5126640096.88,5514397867.64,7146727309.42,5629161751.79,5263982989.31,8603028232.17,4466434253.00,3112529113.21,1046744828.29,1548800500.00,1228285716.93,0,267135800.00,301956868.37,231353500.00,255845892.20,252262291.66,140526749.73,296929966.00,211759000.00,402813000.00,0,0,0.0
43,负债合计,243744179526.80,233607896230.49,241486838588.69,236648687196.93,185025429192.71,190390242550.93,198250066933.95,205133852818.27,189928532783.68,179428559442.99,166420469035.83,171345207088.00,187526621348.41,201209025516.00,243406136533.60,353739463753.59,150689787148.13,63735028600.00,52862701240.02,59677090000.00,46736736500.00,44483410908.43,43087939900.00,50732688689.47,79735146335.29,69848256501.52,92267507511.62,53066195000.00,83299264000.00,49348092495.60,25790201501.41,0.0
44,所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,股本,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,10137258757.00,9537258757.00,9537258757.00,9537258757.00,9537258757.00,7537258757.00,7537258757.00,7537258757.00,7537259000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,6000000000.00,4500000000.00,4057708975.90,0.0
46,其他权益工具,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47,资本公积金,25022895958.83,25022962531.07,25022962531.07,25022895958.83,25022895958.83,25022948366.33,25027388797.62,25027388797.62,25027388797.62,25027388797.62,25027388797.62,25027388797.62,21673174789.10,21673174789.10,21673174789.10,21673174789.10,4798418310.10,4719238108.07,4798418310.10,4845162000.00,-27165451.26,-37031556.54,-36010239.76,-18022359.63,-15962151.41,-7574148.78,8771686.69,2157000.00,228788000.00,154296747.48,151688075.59,0.0
48,减:库存股,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
49,其他综合收益,802506721.40,768608783.69,677503495.81,656325767.47,205075838.18,757303002.73,320273758.77,438575605.81,-188146549.77,57670894.02,-191555589.40,-210174223.81,-348958204.59,-710481040.83,599333303.76,660508714.97,213869829.50,0,-331681743.61,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,盈余公积金金,6083975483.31,5600288469.98,5600288469.98,5600288469.98,5600288469.98,5318880806.14,5318880806.14,5318880806.14,5318880806.14,4964783833.97,4964783833.97,4964783833.97,4964783833.97,4499432675.58,4499432675.58,3543587466.44,3543587466.44,3175283621.80,3175283621.80,3055872000.00,2823133093.36,2765673733.88,2524521947.99,2097684955.53,2097684955.53,1370588447.66,1370588447.66,715791000.00,512501000.00,13711774.15,13711774.15,0.0
51,未分配利润,18915913292.54,19028105492.68,17762871353.49,17612935456.08,16080222840.21,15939882393.97,15381191351.21,16300962834.09,15876941260.01,16387127103.75,15115898728.14,15692303184.64,14574961564.02,13120457871.43,13993901074.00,12680170615.35,8254385203.55,6974505397.89,6069994541.93,5710371000.00,5161626548.84,4781348333.41,4321098597.22,4559749349.58,3531373232.89,4533580603.46,3193994464.95,1499581000.00,3587510000.00,-10807577910.58,-12440382893.93,0.0
