,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,975169617.50,668216612.03,231168910.41,336742825.31,396198699.53,480250765.43,396451070.52,1319161896.20,514752504.35,297142712.39,356861052.33,746693106.41,1007855219.79,780119448.19,2482654390.63,2206562820.50,3157633180.38,4361997141.74,51427635.75,55815760.22,147520842.26,179842301.95,212054135.33,222467013.38,195762487.33,47133714.16,50576285.18,61392379.65,32881062.57,58459620.22,30775689.68,39446611.16,45630683.64,47980624.40,27207690.47,49430888.75,94686703.66,75952135.90,79920327.45,58387744.02,57874456.01,60557615.46,74937588.42,88517130.23,78425677.08,73331246.02,26548458.63,54041769.59,26521024.50,28338116.05,17498448.27,26858725.78,19562310.32,20467153.73,20810781.44,30756861.38,26732271.24,26769082.93,56617442.46,96969618.45,51894951.63,48602740.78,54620727.61,51191906.54,22817034.88,30030801.44,64639760.51,80021078.02,72344398.11,46426514.83,6591388.44,11925444.67,19782534.50,3803308.84,7940377.21,9172866.06,8763262.66,66997597.59,16941829.50,3974892.62,0,1105462.10,1683884.00,1631337.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,0,0,0,0,0,2000000.00,0,3500000.00,2000000.00,0,0,2500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,310266973.77,400187883.52,183119182.16,465013036.87,473729772.93,1415841453.13,1843180725.57,2468949047.88,0,1394298959.31,0,1822162906.83,0,2334019199.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,71702159.43,72590117.43,77997894.49,242875699.20,171134974.18,217364026.57,127271030.21,1082653619.88,390446418.20,294130740.82,378385017.38,336122712.44,1093902188.18,1450632072.91,1292450583.94,3154655616.81,37161721.98,33977995.31,29130347.51,23551798.44,24580268.83,23262054.94,21284044.35,20408608.66,26789390.43,29737653.88,19623600.70,21803355.78,28361072.94,22658791.55,21473008.02,22294138.24,37563999.86,34343549.05,27312087.66,33489662.08,31213722.97,34093800.72,16330000.00,27149106.90,0,0,1076845.90,6322673.41,0,0,1205400.00,6978100.00,0,0,0,4060000.00,0,0,1849068.60,2867530.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000.00,100000.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,238564814.34,327597766.09,105121287.67,222137337.67,302594798.75,1198477426.56,1715909695.36,1386295428.00,875018557.08,1100168218.49,1502486313.24,1486040194.39,1205904371.93,883387126.76,800835827.34,424519604.56,199249547.68,40946214.65,54480973.19,56653282.39,55911355.83,71205063.67,69141357.43,62035673.98,59173314.56,60319649.45,119853963.83,103624255.55,125239951.42,109857550.18,63491386.55,64631559.67,59187527.57,74095022.91,91989014.14,73457959.17,78049840.45,75838776.03,82276650.01,63637689.48,101206115.73,74417005.53,46764286.23,54826075.03,161018224.70,163851570.76,164725752.64,130891384.79,128321095.65,141121879.05,122741021.95,127977552.39,120540729.26,141341903.46,130420537.29,120737294.80,155778780.75,147650252.77,118864360.33,125529010.05,247427989.83,258426084.93,241523802.03,240341392.84,263128562.92,264885018.23,240240544.22,222142491.48,225099604.14,176007757.53,181693695.10,169285554.91,165123185.24,198319438.99,180590038.67,142106129.48,63674192.11,95175610.50,71510890.45,61312522.62,0,28444414.86,6533263.00,6185710.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
