,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,274106463.77,296127960.57,138429980.29,173445478.57,192263391.13,219736028.28,82960139.54,108349008.27,135519473.74,173454007.28,47868573.32,42392942.11,114475322.92,149203519.53,64449913.73,91955667.54,106782531.40,124654135.79,60042609.51,60481504.77,88161133.95,159063673.23,34634247.93,103948412.17,106474189.12,164692828.32,83573053.57,124500216.14,199787924.88,209596594.33,104492486.92,128445401.63,190119918.49,165365181.52,86131148.26,106782000.52,78456945.13,170559660.57,88928156.35,138236181.98,107600133.78,92356777.63,44072613.16,68905336.94,80450596.40,85556130.35,42406267.43,69177030.51,67975811.01,223505387.13,70228213.59,79605518.53,76497384.13,52555004.81,38724646.71,55740171.08,78898783.43,69009320.05,91402613.68,45342573.28,106899060.18,180440189.10,202514542.30,247594806.00,49620767.53,63917657.73,36919344.61,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,6517401.84,17678920.45,7662872.38,8563568.01,9956767.34,17256564.20,6945307.82,5864552.13,6728645.20,0,10087678.03,0,12668513.94,0,12147100.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,250000.00,618800.10,968800.10,100000.00,300000.00,0,285000.00,300000.00,140000.00,180000.00,410000.00,250000.00,150000.00,300000.00,450000.00,100000.00,800000.00,0,300000.00,100000.00,100000.00,500000.00,940000.00,3770450.00,2165300.00,0,50000.00,1050000.00,2000000.00,1000000.00,394000.00,0,2000000.00,2074000.00,146000.00,0,0,0,0,3000000.00,0,250000.00,0,0,0,0,160000.00,0,0,0,0,0,0,0,0,2786000.00,0,0.0
7,应收账款,6517401.84,17678920.45,7662872.38,8563568.01,9956767.34,17256564.20,6945307.82,5864552.13,6728645.20,10764528.33,9837678.03,10933006.51,11699713.84,20726354.11,11847100.40,14176554.66,14285810.42,24179721.24,22453192.10,24515101.93,25013256.43,37626916.84,25146823.70,24831403.33,29317111.95,16931504.81,36173567.52,29145978.36,32772520.75,34671230.03,21992126.60,25241211.03,24518635.22,29873194.81,25435367.76,28749968.10,33905826.64,55728761.54,39859252.71,38313738.18,44255664.32,41255578.39,43117254.61,48743254.29,52861515.00,48405074.04,46679452.01,57143491.77,50184249.65,50995012.57,48645379.72,56118579.97,74611626.62,23925427.55,38141192.03,31878366.01,36328332.80,37290822.06,41759896.19,43717956.07,36614855.73,39158972.05,27440131.56,35263193.64,27421806.18,27772209.90,20585157.42,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,230307.20,734606.06,65014.50,25000.00,25000.00,136067.50,128977.50,1025000.00,985000.00,55938.14,55938.14,115345.34,115345.34,556163.64,1133191.44,1079994.15,1193510.18,1575904.36,782150.70,887817.21,704534.32,1616859.55,3370406.31,2453900.86,1743074.74,17873503.37,7132798.08,16674196.76,3163606.43,7246318.33,11522974.34,7896989.23,3202067.03,53592276.92,39779996.25,38112501.76,47668832.85,50046339.50,38440599.66,32379482.79,33968981.80,24407837.15,5776214.56,10647559.30,12961511.95,4455115.62,9303060.53,10125412.59,10966725.61,100753494.74,78241369.94,50726362.51,6715279.24,14899115.06,12490001.66,9520553.55,3931957.37,33155265.93,28648238.33,25239421.16,24527994.26,86719862.72,90805896.20,20998555.52,19884320.96,8037464.14,2610808.08,0.0
