,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2289710984.24,2769350004.09,2817770670.39,2843421347.36,1759744450.20,1422455566.77,1349158667.60,199928901.48,309581641.88,195875748.94,407692077.64,689348445.77,670391207.97,654206052.99,735770683.89,443378469.20,378471751.89,549004655.98,724477444.00,681403430.60,410028935.01,235971198.35,174736443.33,317317050.09,399238628.95,95293976.74,159609036.48,268850401.03,497858180.88,348749654.34,559730151.22,226544437.16,282771419.89,115222121.19,56755145.37,159908029.63,39210723.27,46748071.40,39901952.73,26413781.56,53786442.09,67252235.44,61792770.67,63719694.15,55575329.17,51451669.95,53635626.73,62341616.69,64275255.99,82868043.49,74760024.79,41999955.44,62775727.45,63759399.77,71004291.38,40310629.37,67035099.45,37428674.44,46058190.86,53124978.57,74471804.59,56281429.30,52098092.89,54701304.70,51082515.91,56971318.40,58316075.58,57280021.89,39045033.73,47616388.73,39321648.20,45800324.85,13729617.06,42257403.29,5507933.07,6777080.97,5624482.65,3345993.82,13805394.01,1400069.89,0,4753561.63,3589972.56,8226947.26,4984832.18,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298388.77,281282.65,281282.65,281282.65,1862350.20,0,0,584499.52,584499.52,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,385050131.68,393235642.32,425657485.71,438274430.93,398397636.61,439658147.47,344797836.05,401713825.58,0,493181881.92,0,555100645.35,0,135831097.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3913175.59,0.00,990137.92,1900000.00,500000.00,0,2200000.00,890000.00,1206647.16,794973.60,4389202.40,7970363.00,2757357.00,0,5449127.06,0,5455266.56,0,0,1000000.00,7907497.39,10700000.00,16900000.00,23578500.00,13611612.67,0,1200000.00,1400000.00,28630000.00,37400000.00,2386000.00,0,0,33116000.00,1000000.00,1352416.00,0,0,0,0,379300.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.00,0,0,1100000.00,4100000.00,0,0,0,540000.00,2000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,381136956.09,393235642.32,424667347.79,436374430.93,397897636.61,439658147.47,342597836.05,400823825.58,434648366.78,492386908.32,628670825.70,547130282.35,179014622.82,135831097.67,192484739.00,122757175.51,137908251.62,102598806.48,119675194.49,117237047.14,107285025.71,66054989.24,89173416.86,102305096.71,127777572.08,125293401.13,122803108.32,129282766.49,137239757.98,88700896.10,135242652.62,69029028.99,54892875.82,77513417.77,79391006.43,69204057.40,50676256.88,48530079.74,48666736.10,47497085.59,70965726.51,67635297.03,76984519.20,74143542.64,88473346.04,87062368.63,85004975.65,74093252.18,60330263.25,44350363.00,51727886.02,75333084.45,61046469.29,51816975.19,44941751.86,44114835.86,39001168.08,42580573.26,47071750.38,38504236.85,47702353.01,33319773.78,45852359.98,33544977.66,29389399.18,27278665.76,28499231.12,14703458.31,25134402.04,8343659.66,2774023.57,2495647.79,2892708.22,4553915.58,10964316.23,6041296.05,35210951.42,37482277.99,45281338.44,20031500.00,0,16483077.00,12608877.78,12931709.23,11483659.33,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
