,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,725184639.46,800209970.88,801249048.03,640026069.07,760877513.60,597114284.56,605926705.71,340999146.34,313008283.25,412740700.93,399072103.59,377925370.73,444482723.04,468387868.06,360945101.87,412463600.47,442163167.40,380863690.18,398515166.77,370738953.38,313033376.00,305079705.99,315399687.17,441933284.69,380389551.95,357904143.91,432158030.99,229458746.21,259471865.35,263624297.47,293096179.83,280876621.88,216807084.48,228189008.83,286506552.53,251457532.69,210320400.38,249664020.85,214056231.08,180526723.54,191566076.39,175396431.38,214369937.67,171667914.94,127602385.90,156988241.30,132932821.33,144446459.16,180535100.09,213825298.99,234627953.42,202675462.29,214398190.24,264737953.85,214633166.10,228443950.25,220193155.42,222645100.44,214901417.86,193116974.49,130211258.73,170463593.11,162630891.52,204216553.87,195209756.20,233297277.55,188389502.75,251934870.64,183861231.68,180876074.50,163899522.75,224596619.13,290562713.14,315170416.93,19512957.23,32829615.85,10161817.13,11123534.73,0.0
3,交易性金融资产,43625856.30,63859045.34,3338749.44,8759982.03,10724869.01,11681456.28,8490479.33,9742024.02,19628064.25,11784254.23,11920913.67,12923299.15,17637671.79,17300654.82,18265176.27,19458086.81,15196844.33,22002364.40,21554686.00,19324478.70,8131672.23,7665941.16,7702503.07,7906667.04,6570978.94,5543082.30,5929591.47,5471745.46,9492195.62,9712945.51,9369828.64,9986343.05,10275470.86,8918652.53,11438113.53,16525020.64,15130321.27,17775346.73,9195971.47,7941362.43,8868972.00,6694370.00,1259878.00,7790074.00,12354432.20,13874740.89,25336136.81,25518783.20,16863734.00,6063699.34,5256546.99,4700571.57,2847369.94,3182749.00,4169468.21,3063822.31,5014347.29,3826297.88,71780.00,1802428.60,9198577.09,7218890.00,5000000.00,1000000.00,3847152.01,3426777.45,2446823.08,19187597.75,1000000.00,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,744775992.64,759146935.03,665453480.19,560781825.58,612398393.11,705656400.79,661733619.49,571321308.98,0,491585567.27,0,331971207.09,0,299612446.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,433641490.85,440650305.86,420084769.16,374093018.57,368070319.32,444819308.42,440402792.49,353763837.91,429308459.66,406425598.64,327071895.98,302319078.22,273785553.34,264062359.34,222802262.22,161856488.42,191709195.76,187402770.84,201181596.56,141806606.39,204393286.22,195248303.36,168623978.24,154918039.76,160531450.89,146920461.97,135845601.02,115835659.01,127241286.56,110245569.38,106319995.60,83056666.16,129219097.61,165402121.95,68788568.81,118924553.54,88205897.72,108946184.19,73780468.39,104378724.67,100030237.11,148157372.11,91580392.89,114188503.34,159416341.14,130667986.37,119884872.85,99002211.16,76084952.60,74634374.71,66565968.83,33994377.48,28829097.30,22997560.43,10776342.57,16130656.09,13999893.98,17809121.35,1543472.40,8125092.65,14053998.20,21417487.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,311134501.79,318496629.17,245368711.03,186688807.01,244328073.79,260837092.37,221330827.00,217557471.07,127176293.00,85159968.63,64231479.04,29652128.87,36297368.75,35550086.90,29457878.60,20302455.67,40968308.58,16937036.39,20481312.17,8510759.53,15070336.68,9934405.58,12253379.77,9935617.90,16491338.81,14739126.78,14824721.58,12504467.78,21424532.36,23085859.63,21170638.01,19406087.34,26305051.37,32299446.39,37477839.74,31382059.71,35335166.84,34719105.54,41731857.94,37603776.59,44986492.75,42662046.89,45118254.30,46915239.80,41733668.03,39552390.48,44223353.61,70496512.59,91116739.33,78601116.42,79018394.61,90736662.16,93905927.68,97377874.84,85586753.26,82187710.40,94201878.49,86598713.69,87796842.94,75054468.27,81434156.34,77153104.28,81610646.85,68382058.61,70863240.73,62764154.01,67268221.26,61475520.92,68772250.85,72449985.97,72538669.39,67633571.47,61767858.95,55150017.02,49446518.42,52894393.06,39357431.09,13687511.71,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,33694894.80,23330595.54,28330929.05,18737986.18,33742390.09,32180658.64,27102661.76,27594180.13,40016912.13,37801592.00,36337725.48,22824239.70,21472741.99,19447008.11,25395263.84,16491933.90,24837818.23,20290454.14,14346227.51,16420695.46,14555487.92,58152945.15,20629910.65,21799208.80,32978498.27,22338956.26,24531110.95,27550209.40,31816376.78,19112396.09,27915551.29,21668649.15,29856506.02,23931517.71,30170193.95,23521529.05,30368527.79,20967543.52,27344341.51,12501326.61,16666257.42,22156573.68,54807633.06,35908043.05,20154130.58,22613543.01,42847319.86,26853965.11,42735221.11,35454294.66,29514521.97,24050686.77,48824788.91,42458047.46,28811606.38,20169820.50,25459428.75,21974444.95,22796442.06,21971923.92,23517922.17,22824536.23,12087360.34,9600473.32,23136935.37,17867125.10,12783835.90,7896942.91,7881042.95,8939619.50,11396119.15,9960439.08,6947953.29,3999224.46,7097445.11,3228168.58,2422090.91,7931621.20,0.0
