,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,13906547252.59,15081275923.95,15075211340.33,17340402860.82,12324673837.51,12138838751.70,14507349621.95,14269050399.99,11306811285.75,11879649007.50,13741489453.67,15711554230.96,18188436851.16,17560913266.01,25342273714.47,27624924021.81,26588597617.03,36565129361.47,39882031378.81,15493606307.73,10027381797.15,8305450009.32,8236823384.36,6576410950.24,5600236283.63,6043060515.24,6531783031.87,7059313789.32,8181540176.95,6431181994.60,6049400201.25,7395887445.71,5755399373.88,6725631886.85,7439111457.93,9281695986.46,8635889303.92,7186162441.18,8518346086.24,8194311038.12,8060435623.08,9247021107.22,6457607933.75,6459971500.54,4775922905.98,3918234533.17,5904728147.68,6186595381.28,4175079380.80,0.0
3,其中：客户资金存款,11461246776.27,10698226346.10,10432642835.20,12970656074.90,9165457281.24,7530898506.33,9023741942.26,10047520943.49,7337146919.55,8238220808.42,9896815598.60,10714757391.60,13191241962.60,11819069680.24,15552573421.05,17939153127.81,17256231041.19,22694778759.82,31006279868.49,13157229612.82,8379435663.48,5395223973.56,4343127524.98,4289056273.31,3424072170.82,3278865845.30,3901045862.00,3716466116.96,4072594441.88,3600397120.96,3535965530.38,4664219012.94,3869880265.63,4192290716.07,5088950404.88,6576876882.97,6254020255.54,4832288715.24,6176733069.84,6240290401.18,6202468199.21,6874309979.36,4304594983.81,4763391337.17,3554146017.77,3677169224.90,5275372641.69,4556979917.28,3295087996.18,0.0
4,结算备付金,2319895282.12,2398804704.21,2684103161.04,3282973093.68,2436814531.41,3552810274.92,3080641413.18,2780295856.48,3209748290.62,3433087098.95,3035338196.22,2806625996.45,4204476375.00,2776206027.69,3060729707.00,2760890034.25,5051090918.05,3955345870.25,5644503843.43,2405268833.99,2423680619.02,1151099829.25,657899607.12,880204672.08,956148364.18,1032341358.23,1045408958.25,910219969.52,900030210.08,861406123.38,906297275.74,620944045.11,807021716.08,825351868.62,688453185.41,792630238.48,947835421.29,893969336.13,978820518.94,1130790123.08,1800443649.02,522596620.54,422991979.83,610917789.12,681854088.17,269369369.47,1206998868.53,460841660.79,1218582606.64,0.0
5,其中：客户备付金,1958106632.77,2005836965.85,2350238831.10,2602836215.80,2211955212.54,3306219750.21,2813256337.52,2391873243.93,3021135643.68,3191171099.20,2820390419.26,2615337292.00,2771865011.96,2594589396.71,2720717960.61,2477194953.76,4537813450.21,3394009145.49,4700694598.22,1705936248.07,1904913977.77,1021262233.67,549915461.28,749416021.91,664826663.91,761111087.77,658554003.47,629300397.13,477311926.77,478870372.61,472634822.25,527132471.99,634139601.01,627555947.57,464779777.57,634662958.13,894076563.22,855311329.39,927766271.07,1090407248.52,1682443072.80,513343436.17,408680802.68,528210530.09,670660225.11,244195489.00,233172584.15,370886471.85,1163390217.58,0.0
6,融出资金,9178386106.25,8265654949.71,7473440069.73,7979316182.43,6212306528.79,6243168192.63,7044201960.54,7605962021.92,7745370042.11,7140930477.49,6589144463.73,6549835415.05,6480136924.01,6282539216.32,5800567940.07,5999137107.02,8000814174.24,6022260810.80,15207326651.64,8484500771.42,5281202473.33,3233222861.03,1989002896.67,1823077255.09,1479662292.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,13473513559.31,14132715292.85,14935671543.54,15219398696.39,11667161436.97,9970070863.19,10593715012.74,8054126235.89,7705780229.96,8057831126.20,8850560350.21,6480304571.99,6317882194.28,7432453297.66,6321514163.60,7424566143.95,5967641139.79,4320926814.02,3764666504.74,4256071919.00,3712877627.19,3449613758.91,2954053537.61,2796494925.13,2621929356.86,2531593913.92,3374779777.63,3163275951.63,2414798696.01,1400585793.13,1478349061.63,1596810491.91,1729300087.56,739646410.50,834548373.10,927370681.00,460208397.69,571816064.52,459422643.41,185503586.05,557330530.00,445625449.00,58792421.99,540456714.68,1424391446.03,1305394611.68,46831646.64,71350250.00,293803285.32,0.0
8,衍生金融资产,0,272928.00,8151000.00,0,4472679.00,73690.55,2139553.67,1114546.85,869686.00,0,0,1609003.00,738175.70,1979168.80,3810146.60,3615896.73,931434.67,0,68287.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,买入返售金融资产,5419444483.97,4539818777.19,5079910364.31,4354078300.43,5517264155.47,4373090606.55,4994190278.09,4417256153.13,5024768154.90,5025738341.20,4823352246.40,4125597658.30,4986791774.15,4772820726.45,3964254908.11,4427447014.87,3480311957.34,3605164637.95,3086002970.57,2245089799.82,2149300002.60,1717290000.40,670930000.00,157787000.00,72151000.00,75921000.00,266376734.24,6220480.00,2520480.00,0,0,0,0,0,99000000.00,0,293477600.00,0,0,0,0,0,0,0,0,400000000.00,0,0,0,0.0
10,应收账款,60446787.46,40634310.71,42774577.89,53648308.48,56319065.06,68491781.62,60986369.82,55350420.98,50962139.74,63544009.68,50106920.56,43799107.16,41421018.25,37182037.82,27589769.36,25193270.31,29355101.07,31402374.61,126428108.88,48459670.40,25226653.60,16146166.43,7473032.33,16557740.69,3858611.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,392761913.77,399777438.12,408120030.62,281315945.70,292639784.60,313404803.80,308566399.94,301434967.50,252400872.64,282744681.24,237436426.63,348843921.14,277875196.46,264095979.38,219326232.48,174445545.39,172584028.49,148239335.52,128548734.55,111855467.84,166720417.59,113390512.29,95343376.69,73708077.62,48879372.84,40062620.14,26947106.89,31741023.81,34738687.57,18066580.56,10534897.52,18296506.94,4612826.07,8088184.22,7915651.64,479589.03,0,4413260.27,1858154.12,6165584.34,18617566.97,4857879.45,0,0,0,0.0
12,存出保证金,985053449.62,851435241.14,724323516.65,603308906.36,542900972.65,558458250.64,794691521.82,792844667.24,674380362.38,737531755.62,695313347.94,688212943.49,702358812.35,817491797.34,858193287.72,910852319.34,866273954.40,3799543160.81,701485250.07,658739790.31,641588184.91,539439764.62,366103911.80,316037405.76,378348253.47,388056694.78,467023112.88,232841883.12,450939752.74,275688966.16,290385469.11,318291455.94,355622373.75,285405862.65,368548692.81,418643534.07,431945072.50,288400318.82,247725427.78,238596338.72,244115168.54,145844945.57,143185789.72,80730634.25,71298159.33,76171742.14,81826834.51,66868213.14,100335635.59,0.0
13,可供出售金融资产,0,0,0,0,5623006139.46,6458731867.55,7145484429.09,4643318759.60,4438743249.02,5048285287.60,4314116415.71,5262728404.95,5070962440.80,4938814163.86,4296046439.58,4351422468.48,4685079364.65,1483206504.45,1305309314.68,1172667804.04,1149482822.42,1620996094.36,1476159248.27,1592294922.87,1892447909.52,1662203630.15,1428144244.85,790326617.21,12906567.81,0,25290600.00,12520000.00,0,0,0,0,37849563.50,190900346.06,78691895.97,475599923.94,181252934.94,163201431.44,183602343.71,52324647.60,91551072.94,488245503.26,1002589072.39,1381737411.62,2466209278.32,0.0
14,持有至到期投资,152973211.90,257773015.86,473341298.58,488673528.24,476522725.83,527571047.31,547852388.91,1050329589.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,长期股权投资,574930694.74,572817907.36,572595282.51,634542130.21,664422983.80,647301639.52,699270468.20,684910197.74,698678003.00,682706198.50,684641069.56,697811234.78,707426999.14,710285665.16,715685069.36,693252967.64,750199850.42,743331416.98,283388836.64,253601274.19,344905358.66,247888967.04,272093863.47,261398027.95,165470228.57,262775699.38,102660704.38,87248908.12,49112803.89,55769912.21,2712654.70,7095905.51,12729044.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,固定资产,82086210.63,66075196.24,65716758.09,54037708.50,60114704.17,63491123.72,70315634.51,105841418.08,112209658.96,112285394.05,120061131.93,123294332.44,127963194.19,130596689.16,123768940.15,121400015.11,126495981.40,113774315.64,98354104.55,73178549.78,70324675.80,62259114.64,51332654.24,51542862.98,46720608.49,45394784.47,43740483.14,45569565.99,46842809.39,46226605.42,46885745.55,47836658.57,51059789.73,49604286.56,46656578.68,47258563.53,46534402.50,46851301.26,45439122.36,47427552.81,45980504.85,43108663.64,42731163.25,42747108.45,43974883.44,42813534.05,37897111.22,35390374.06,30986080.68,0.0
17,无形资产,65204766.14,54627696.04,58211461.73,60180189.95,65380675.93,53728194.00,49800282.82,49798655.23,52709494.86,50723215.02,50553322.03,53838153.06,52719791.25,41444422.98,40117131.81,42777692.32,45106646.55,36767226.05,38080570.72,38605010.04,36824733.75,27399133.35,24404053.63,24327544.88,25696685.79,23111301.88,24018940.13,23729879.96,24615288.59,18087369.86,19657573.54,21313212.93,23218668.92,18281762.28,19335458.47,20679587.98,21966476.62,17864921.44,18953761.25,19899582.38,21004759.85,19815373.50,19609121.95,20326208.82,20941449.42,19680731.70,19224712.73,18550729.15,18833714.17,0.0
18,其中：交易席位费,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277416.80,1392166.80,1506916.83,1621666.83,1736416.86,2091166.86,2445916.89,2800666.89,3155416.92,3510166.92,3864916.95,4219666.95,4574416.98,4929166.98,6683917.01,5638667.01,7393417.04,6348167.03,6702917.04,7057667.01,7412416.98,7767166.95,8124423.10,8486691.63,0.0
19,商誉,46051960.45,82057299.28,80312321.28,78604819.32,80042181.51,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,103479867.82,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11632798.02,11247290.99,11247290.99,11247290.99,11247290.99,11247290.99,11247290.99,11247290.99,188970618.44,188970618.44,188970618.44,188970618.44,0.0
20,递延所得税资产,308381799.47,320893761.07,335539977.00,339208783.06,362810470.05,328619830.63,355014716.27,346595383.20,356745402.74,338346366.55,342093107.42,333307339.47,351392034.21,283662519.06,305724495.23,300437550.53,234348543.08,90493304.67,92744888.33,88239823.25,88269823.25,39371446.81,43445652.27,39209401.57,39209401.57,46169926.59,46169926.59,46169926.59,46169926.59,19019046.96,19019046.96,20327168.80,22879501.13,36660744.15,29424549.55,29111322.34,27798381.98,6469430.64,4227354.51,2815714.38,922024.59,913332.42,913332.42,1470400.14,1065810.23,1822421.91,948412.52,924278.71,5889625.32,0.0
21,投资性房地产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044210.15,3103556.50,3162902.84,3222249.19,3281595.53,3340941.88,3400288.22,3459634.57,3518980.93,3578327.29,3637673.65,3697020.01,3756366.37,3815712.73,3875059.09,3934405.45,3993751.81,4053098.17,4112444.53,4171790.89,4231137.25,4290483.61,4349829.97,4409176.33,4468522.69,4527869.05,4587215.41,0.0
22,其他资产,159171460.10,213211491.67,201641343.88,195791036.66,180426965.66,226819500.66,181935374.85,286440766.77,319324438.72,304972611.62,308046420.29,337489009.43,372385054.82,329189626.64,286165935.06,201761268.83,144250879.23,388182744.31,792425722.12,271770055.21,145473490.46,191201321.74,99739768.05,95801939.26,210594026.54,966095172.41,752390645.88,595818829.38,427959720.28,133460282.33,198617954.02,61366738.66,57465342.60,146738754.98,134971063.42,120906257.16,106549948.95,139973067.07,128006422.49,112649961.33,91228243.96,83570070.20,72699735.64,69917188.57,52155074.90,41023385.80,35355402.17,46307249.27,20733176.17,0.0
23,资产总计,50151031164.73,50220101605.56,51940547459.40,54341752110.73,46667401967.04,45714522921.13,50639188924.90,45528030886.41,42093220091.18,43292515561.60,44016862713.43,43620922235.85,47960972379.77,46501803174.01,51487357942.57,55340001560.15,56351852626.20,61523104389.21,71345622532.48,35767725022.39,26280755088.65,20761250601.44,16992687352.54,14757736470.86,13673989141.35,13204969556.55,14192754330.08,13049417618.36,12621348891.41,9296581146.78,9078714468.34,10149345272.26,8864705057.82,8860717975.18,9685973421.28,11672041188.71,11030175252.13,9366062614.81,10502789927.39,10423373799.00,11018073174.35,10691529335.68,7419470404.62,7900565551.11,7197369578.37,6760993507.40,8529839349.52,8462064035.51,8524010616.86,0.0
24,负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,短期借款,246534740.68,257234084.94,250887835.83,240355249.89,236574000.00,193589000.00,261361000.00,236368750.00,192259300.00,144442200.00,138867200.00,45277290.00,49198050.00,0,0,0,0,0,39430500.00,270150215.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,其中:质押借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,应付短期融资款,3332214079.93,3098446128.83,2840952585.20,2290639244.92,128770000.00,935570000.00,1291020000.00,1262320000.00,695760000.00,644610000.00,18010000.00,0,0,0,30000000.00,0,0,1607410000.00,2720170000.00,1129960000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,拆入资金,200956944.44,200086666.67,1000333277.78,800354982.65,4150000000.00,2150000000.00,3000000000.00,210000000.00,250000000.00,20000000.00,150000000.00,140000000.00,200000000.00,100000000.00,150000000.00,80000000.00,0,200000000.00,100000000.00,100000000.00,100000000.00,0,0,0,0,0,50000000.00,50000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,交易性金融负债,2207439594.38,2438203736.22,1394095338.07,3315790508.81,1800158199.65,1055696076.22,538696983.36,623841875.78,675778987.76,773647559.31,1064256352.22,1177930648.18,2676334882.16,3291926978.00,2892070497.93,3132280076.03,3011857235.11,3177326013.91,2149940030.31,1050133342.63,1120309402.81,905030978.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,衍生金融负债,55844982.00,20161000.00,6434000.26,7909003.43,450859.76,412801699.45,1822738.00,0,0,551334.00,479679.00,977772.00,7347.00,0,0,0,0,352986.33,3128815.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,卖出回购金融资产款,2867625222.31,4721446193.94,6901689182.87,5905734773.80,2561735843.78,3649906800.00,4239299774.25,4296479973.25,3761266756.02,5374098704.15,6196097986.96,4680907935.07,4471742576.82,4815035903.04,4165979635.00,7022570000.00,6721750000.00,7276400000.00,9288250000.00,6020646060.28,3307853013.71,2640627365.76,1973525249.32,2144430958.90,2032200000.00,1820793205.48,2267569794.52,1719900000.00,868300000.00,1219700000.00,1107100000.00,1100500000.00,542700000.00,261600000.00,270400000.00,575700000.00,0,0,0,50000000.00,0,426766860.27,99000000.00,196000000.00,388000000.00,0,0,0,0,0.0
32,代理买卖证券款,13595885739.85,12871179586.52,12704296378.65,15623650868.86,11437397197.23,10408758097.22,12185708353.54,12791905254.06,10577831720.69,11708922516.27,12996264101.72,13607633630.79,16225247583.81,14886800917.01,18836944050.36,21023621372.00,22428120222.86,26420410107.58,35811552162.47,15277878302.40,10777201501.38,6803605365.34,5152848838.17,5235841749.38,4348822388.29,4296499004.73,4824086634.59,4490389164.93,4927534817.84,4308106154.66,4272129321.62,5466487698.51,4817573975.36,5066109577.99,5891174799.48,7599429657.31,7549589620.64,0,7323305362.34,7536980711.32,8080845067.65,7507876150.46,4830265028.92,5348246099.63,4274581220.55,3976361834.17,5571197882.01,4975008656.13,4538085318.49,0.0
33,代理承销证券款,0,0,0,0,0,0,0,0,0,0,0,732695987.68,965189173.92,32926829.15,2507039998.75,660000000.00,0,0,30000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946497149.74,0,0,0,0,0,0,0,0,0,0,0,0.0
34,应付职工薪酬,1848955477.50,1395699988.75,1229077749.74,1134473856.38,1520405242.73,1253920158.15,1164685246.24,1138782745.11,1808842564.86,1438590408.83,1298559432.59,1162724350.83,1907996158.29,1454526352.34,1224936671.55,1051380822.94,1905569852.34,1286049606.44,1096043018.51,543619557.76,678219105.47,402824610.59,348072932.02,281204114.37,337381568.34,253860741.54,264344049.70,199279044.59,351501066.20,274626896.64,238062436.80,151760829.39,185968725.56,184345300.65,228078655.24,234569898.61,387072266.92,333675762.10,149001639.96,49420759.34,230702224.05,172696226.15,115976350.39,58994616.41,114148672.70,98265192.40,44038255.27,36287226.97,138542396.55,0.0
