,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1125247128.05,789028509.47,445330025.76,512106607.40,429700527.89,466349607.77,282120327.12,472125354.07,612089624.76,1026528273.79,732039470.95,1201920383.03,416081940.94,537887467.00,710760900.03,519713406.82,406321992.82,654226141.50,869970096.05,214522784.27,15861728.11,26964235.92,31133966.41,33441652.93,21964382.74,25048355.56,33074791.31,18574765.70,14994960.72,16668116.14,11005894.68,16627365.92,15696436.55,28916077.35,39964589.78,47325883.55,32921632.79,27470546.28,21740871.54,30389142.20,14549545.98,15445640.07,32132324.10,53277196.36,13958648.82,21049522.20,96023105.23,93070052.78,44368064.53,10430283.80,10211463.05,15092742.06,10788440.42,17533126.99,29080771.55,35815566.05,52515678.07,55016007.85,70647236.61,99259714.02,238567290.39,253784508.20,225472950.80,136730549.12,0,227487558.40,0,264434939.02,192445713.37,200199395.96,211939936.83,174244986.98,157208393.42,149746994.19,233760650.98,274436024.58,183251445.24,241239866.63,7915414.59,16445398.04,6098330.11,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,2400000.00,0,0,0,0,0,0,0,801344.62,0,0,350000.00,672192.03,28505467.71,28505467.71,28505467.71,29655467.71,48547596.80,53858750.38,53858750.38,54808750.38,1310000.00,600000.00,1950000.00,165256552.55,0,1570358.00,0,1570358.00,1500000.00,0,0,0,60000000.00,60000000.00,0,60000000.00,20000000.00,50000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,886679012.44,938674894.74,1326950270.59,1544166815.25,927582753.80,932669373.96,1103713419.23,1517463881.68,0,1079046682.55,0,1490830747.92,0,979023392.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,171648360.27,215886257.04,550909365.55,777280677.96,260093231.17,264408087.23,387964646.26,867798739.68,377524815.30,365493671.88,640208686.02,726845312.67,139182563.99,324270690.15,269279471.70,415973384.01,147907363.59,163457850.88,94823330.86,177183089.97,2862500.00,862560.00,1628826.00,2889535.91,1499000.00,150000.00,950000.00,1200000.00,600000.00,300000.00,2689333.98,1073000.00,6090000.00,3500000.00,0,3122000.00,1550000.00,100000.00,410000.00,2733872.00,250000.00,0,404600.00,632032.75,383975.00,300000.00,1250907.04,2558000.00,1476000.00,4084924.99,4443894.00,3633300.00,148700.00,550000.00,350000.00,2914016.85,100000.00,280000.00,2000000.00,2547076.00,1782973.52,200000.00,1436800.00,1680176.00,0,1544792.00,0,5306550.00,1750000.00,1304982.00,500000.00,8200000.00,560000.00,11700000.00,20000000.00,0,0,0,0,150000.00,0,0.0
7,应收账款,715030652.17,722788637.70,776040905.04,766886137.29,667489522.63,668261286.73,715748772.97,649665142.00,559623167.38,713553010.67,837863833.85,763985435.25,683849818.73,654752701.97,772107050.11,627668625.66,553693391.85,486285799.42,435708833.33,354896697.94,75000338.91,74411613.24,68649008.30,79805817.69,68069336.71,81107419.91,67727674.26,82729319.74,78344004.11,85843642.94,72866121.25,80396549.84,73247586.53,83265756.15,87763616.83,83148860.35,78619844.34,91906256.62,90858965.22,79942069.99,88895503.83,104818520.19,90305399.00,90880545.46,90264298.78,91999453.31,117086828.76,120429187.94,158857014.22,164313007.54,159281459.20,170813003.07,132101384.13,137347596.38,120033981.66,127168889.36,125372806.55,125543506.81,138069207.95,129155332.36,102845807.38,94052797.56,86857545.84,98624656.18,0,82519128.60,0,88921756.44,114836201.27,88070930.39,82724430.68,69960123.61,72755252.07,62914249.81,54022691.38,41885606.56,34335897.24,26894988.45,28102236.11,15414435.16,2828215.78,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
