84,减：库存股,0,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0,0.0
87,盈余公积,23043295.83,16634237.19,10879643.06,10879643.06,5021022.89,1951537.29,0.0
88,一般风险准备,0,0,0,0,0,0,0.0
89,未分配利润,204995939.22,146961431.03,126353104.15,95478779.34,41209055.90,17563835.60,0.0
90,归属于母公司股东权益合计,471425423.42,406715391.44,380352470.43,349478145.62,289349802.01,268865372.89,0.0
91,少数股东权益,558392.54,519172.49,523738.98,494663.25,35314.15,0,0.0
92,所有者权益(或股东权益)合计,471983815.96,407234563.93,380876209.41,349972808.87,289385116.16,268865372.89,0.0
93,负债和所有者权益(或股东权益)总计,622412703.45,606446638.54,607336844.22,743847795.37,922432076.30,783029632.16,0.0
